"NOMBRE"	"CALLE.Y.NUMERO"	"LOCALIDAD"	"MUNICIPIO"	"LAT_HITS"	"LNG_HITS"
"ESCUELA SECUNDARIA TECNICA NUM. 82"	"CALLE 51 701 V"	"UMAN"	"UMAN"	"20.885251388741"	"-89.7429881810266"
"JUAN CUPUL"	"CALLE 52"	"MERIDA"	"MERIDA"	"20.9642614607674"	"-89.5964744954641"
"JUSTO SIERRA MENDEZ"	"CALLE 52"	"TIZIMIN"	"TIZIMIN"	"21.1512765967163"	"-88.15061612585"
"DEMOCRACIA"	"CALLE 53"	"KANASIN"	"KANASIN"	"20.9273507567102"	"-89.5847626149114"
"MANUEL ALCALA MARTIN"	"CALLE 53"	"COLONIA YUCATAN"	"TIZIMIN"	"21.2102636403399"	"-87.7236446896453"
"JOAQUIN CEBALLOS MIMENZA"	"CALLE 53"	"COLONIA YUCATAN"	"TIZIMIN"	"21.2097512213311"	"-87.7202824531479"
"CENTRO ESCOLAR PEDAGOGICO DEL SURESTE"	"CALLE 53-C 368"	"MERIDA"	"MERIDA"	"21.0336940519685"	"-89.5745860865623"
"MIGUEL ALONZO ROMERO"	"CALLE 53 135"	"TEKAX DE ALVARO OBREGON"	"TEKAX"	"20.183504911098"	"-89.2647705559134"
"JARDIN DE NIÑOS KOOKAY"	"CALLE 53 200 B"	"TEKAX DE ALVARO OBREGON"	"TEKAX"	"20.2138692210848"	"-89.29783675154"
"ESCUELA SECUNDARIA TECNICA NUM. 65"	"CALLE 53 SN"	"TZUCACAB"	"TZUCACAB"	"20.0760881132326"	"-89.0497454105824"
"MARIA ROMERO CONDE DE LOEZA"	"CALLE 54-A 425"	"TIZIMIN"	"TIZIMIN"	"21.1494134138381"	"-88.1548298739861"
"CARMEN SERDAN"	"CALLE 54-A 580"	"MERIDA"	"MERIDA"	"21.0440916299044"	"-89.6640782004816"
"CLEMENCIA BARREDO LOPEZ"	"CALLE 54 460"	"KANASIN"	"KANASIN"	"20.9513075207877"	"-89.5545741092792"
"CLAUDIO CORTES CASTRO"	"CALLE 55-A 98"	"OXKUTZCAB"	"OXKUTZCAB"	"20.3125098925821"	"-89.4197442873003"
"GVC NUM. 115 CENTRO DE DESARROLLO INFANTIL LOS PAYASOS"	"CALLE 56-A AVENIDA CAMPO DEPORTIVO 307"	"MERIDA"	"MERIDA"	"21.0247363771756"	"-89.5855904193186"
"MANUEL AVILA CAMACHO"	"CALLE 56 541"	"CAMPESTRE FLAMBOYANES"	"PROGRESO"	"21.2103775721478"	"-89.6610429294872"
"CENTRO DE EDUCACION ATENCION INTEGRAL INFANTIL"	"CALLE 56 99"	"PROGRESO"	"PROGRESO"	"21.2864308264069"	"-89.6618813707656"
"JOSE AZUETA"	"CALLE 57-B"	"MERIDA"	"MERIDA"	"20.9943201129863"	"-89.6500282065467"
"SOR JUANA INES DE LA CRUZ"	"CALLE 57-B 407"	"MERIDA"	"MERIDA"	"20.9602472711218"	"-89.6278873027145"
"ONOFRE BACELIS"	"CALLE 57 176"	"TEKAX DE ALVARO OBREGON"	"TEKAX"	"20.2149275926193"	"-89.29251520089"
"HERMILA GALINDO"	"CALLE 57 358"	"MERIDA"	"MERIDA"	"20.9876625670407"	"-89.5382681835703"
"HERMILA GALINDO"	"CALLE 57 358"	"MERIDA"	"MERIDA"	"20.9632919571331"	"-89.6131179363454"
"INSTITUTO EDUCATIVO MATILDE CARDENAS ALVAREZ"	"CALLE 57 458"	"MERIDA"	"MERIDA"	"20.9921453558585"	"-89.5955646813723"
"ALVARO VAZQUEZ ECHAZARRETA"	"CALLE 57 460"	"MERIDA"	"MERIDA"	"21.0311286064785"	"-89.6517435667232"
"EDUARDO URZAIZ RODRIGUEZ"	"CALLE 57 746"	"MERIDA"	"MERIDA"	"20.989786776277"	"-89.6630870304981"
"SANTIAGO NAVARRO SILVA"	"CALLE 57 DIAGONAL"	"MERIDA"	"MERIDA"	"20.9758325262549"	"-89.6020474439226"
"ADDA RUTH PENICHE SIERRA"	"CALLE 58"	"MERIDA"	"MERIDA"	"20.9408948069407"	"-89.693236675145"
"MARY POPPINS"	"CALLE 58 394"	"MERIDA"	"MERIDA"	"20.9087396821582"	"-89.6760513478386"
"LAURO AGUIRRE"	"CALLE 59"	"PETO"	"PETO"	"20.135972044789"	"-88.9232777591115"
"WOLFGANG AMADEUS MOZART"	"CALLE 59-B 348 A"	"MERIDA"	"MERIDA"	"20.921079889997"	"-89.674957929567"
"CENTRO EDUCATIVO GANDHI"	"CALLE 59-C 204"	"MERIDA"	"MERIDA"	"21.0150966890906"	"-89.5709772854939"
"ZACIL BE"	"CALLE 59 238"	"TEKAX DE ALVARO OBREGON"	"TEKAX"	"20.2242667339455"	"-89.3050952415834"
"GUARDERIA PARTICIPATIVA NUM. 263 CANACINTRA DELEGACION YUCATAN"	"CALLE 59 839"	"MERIDA"	"MERIDA"	"20.9457667959022"	"-89.5812226937954"
"MARIA ISOLINA ROSADO"	"CALLE 6"	"TIXKOKOB"	"TIXKOKOB"	"20.9990126336985"	"-89.3820098826751"
"NARCEDALIA MONTALVO DE G"	"CALLE 6 41"	"SUDZAL"	"SUDZAL"	"20.8712339528137"	"-88.9873820075132"
"JOSE MA MORELOS Y PAVON"	"CALLE 6 69"	"MERIDA"	"MERIDA"	"20.9575894060722"	"-89.5845638183132"
"BENITO JUAREZ GARCIA"	"CALLE 60"	"TEYA"	"KANASIN"	"21.0485611623677"	"-89.0679417097903"
"GUARDERIA VECINAL COMUNITARIA NUM. 689"	"CALLE 60 485"	"MERIDA"	"MERIDA"	"20.9235974510767"	"-89.6186985124237"
"MERIDA"	"CALLE 60 KILOMETRO 4.5 ANTIGUA CARRETERA A PROGRESO"	"MERIDA"	"MERIDA"	"20.9089343703214"	"-89.6758956568282"
"JUAN MIGUEL CASTRO"	"CALLE 60 SN"	"CAMPESTRE FLAMBOYANES"	"PROGRESO"	"21.2107571677624"	"-89.6661951385042"
"RAQUEL DZIB CICERO"	"CALLE 61"	"PETO"	"PETO"	"20.1221323415716"	"-88.9146405787958"
"FLAVIO CLEMENTE CHAB IZQUIERDO"	"CALLE 61"	"TIZIMIN"	"TIZIMIN"	"21.1624385518709"	"-88.1409338617866"
"PLANETA AZUL"	"CALLE 61-A 386"	"MERIDA"	"MERIDA"	"20.9729413376294"	"-89.6784412048275"
"NIÑOS DE AMERICA"	"CALLE 61 254"	"MERIDA"	"MERIDA"	"20.9382632158399"	"-89.6305621778029"
"ALUXES DEL MAYAB ISSSTE"	"CALLE 61 537"	"MERIDA"	"MERIDA"	"20.9965820741788"	"-89.5948492557695"
"GUARDERIA PARTICIPATIVA NUM. 112 MARCELO CANTO ESPARZA"	"CALLE 61 680"	"MERIDA"	"MERIDA"	"21.0532782769089"	"-89.6450128572611"
"ZAZIL HA"	"CALLE 62"	"TIZIMIN"	"TIZIMIN"	"21.1272437608596"	"-88.1599021251046"
"MARIAPOLIS"	"CALLE 63 506"	"MERIDA"	"MERIDA"	"20.994701156712"	"-89.6365561255865"
"VICENTE GUERRERO"	"CALLE 64"	"PROGRESO"	"PROGRESO"	"21.2784772426601"	"-89.650306675852"
"RICARDO FLORES MAGON"	"CALLE 64"	"TEKAX DE ALVARO OBREGON"	"TEKAX"	"20.2133979966914"	"-89.306146674631"
"RICARDO FLORES MAGON"	"CALLE 64"	"TEKAX DE ALVARO OBREGON"	"TEKAX"	"20.2019568341084"	"-89.2752443978616"
"CHILAM-BALAM"	"CALLE 64"	"VALLADOLID"	"VALLADOLID"	"20.686682661847"	"-88.2290882457931"
"NUEVA CREACION"	"CALLE 64-A 654 NA"	"MERIDA"	"MERIDA"	"20.9332757066185"	"-89.666587724624"
"FRANCISCO DE MONTEJO Y LEON"	"CALLE 64-B"	"MERIDA"	"MERIDA"	"20.9829202625031"	"-89.5465687500213"
"ESTADO DE MEXICO"	"CALLE 64-H 560"	"MERIDA"	"MERIDA"	"20.9557374008089"	"-89.5679383931942"
"ELDA MARGARITA AGUILAR LLANES"	"CALLE 64-J 571"	"MERIDA"	"MERIDA"	"20.9878705702352"	"-89.6604499849277"
"EMMA GODOY"	"CALLE 64 173"	"MERIDA"	"MERIDA"	"21.010094163104"	"-89.6601316439322"
"RICARDO PALMERIN PAVIA"	"CALLE 65"	"MERIDA"	"MERIDA"	"20.9919485149979"	"-89.6449018321508"
"DONACIANO AKE CHALE"	"CALLE 65-A"	"MERIDA"	"MERIDA"	"20.8913100561874"	"-89.6468321204511"
"MIGUEL LEON PORTILLA"	"CALLE 65 104"	"MERIDA"	"MERIDA"	"21.0398648573511"	"-89.6442956877498"
"KAROL JOZEF WOJTILA"	"CALLE 65 315 B-E-G"	"MERIDA"	"MERIDA"	"20.9604804456945"	"-89.6474878819205"
"U-BEEJIL KAAN BAAL (EL CAMINO DEL SABER)"	"CALLE 65 315 E-G"	"MERIDA"	"MERIDA"	"20.9942641515651"	"-89.594790554348"
"GUARDERIA ORDINARIA 001 INSTITUTO MEXICANO DEL SEGURO SOCIAL"	"CALLE 65 403 A"	"MERIDA"	"MERIDA"	"21.0100340204858"	"-89.6611827752196"
"JOSE ESTEBAN SOLIS"	"CALLE 65 695 NA"	"MERIDA"	"MERIDA"	"20.9306233608868"	"-89.6147670542903"
"NIÑOS HEROES"	"CALLE 66-C"	"MERIDA"	"MERIDA"	"21.0017552520182"	"-89.5675040943593"
"VIGOTSKY"	"CALLE 67-LL 411"	"MERIDA"	"MERIDA"	"21.0017875536739"	"-89.6702690539175"
"CONSUELO ZAVALA CASTILLO"	"CALLE 68"	"TEKAX DE ALVARO OBREGON"	"TEKAX"	"20.2169349777018"	"-89.30332590718"
"MARIA NELLY ROSADO ESCOBEDO"	"CALLE 68 507"	"MERIDA"	"MERIDA"	"20.9840247911703"	"-89.5493342092616"
"GREGORIO TORRES QUINTERO"	"CALLE 69"	"KANASIN"	"KANASIN"	"20.9296848816667"	"-89.5425768431176"
"JOSE GONZALEZ ROSADO"	"CALLE 69"	"MERIDA"	"MERIDA"	"21.0337062010448"	"-89.6135410403734"
"NUEVO AMANECER"	"CALLE 69-B 105"	"MERIDA"	"MERIDA"	"20.9593504316185"	"-89.5713055707246"
"CENTRO EDUCATIVO MAR Y SOL"	"CALLE 69-B 313"	"MERIDA"	"MERIDA"	"20.9958649324822"	"-89.5855992254424"
"JESUS GARCIA CORONA"	"CALLE 7"	"XMATKUIL"	"MERIDA"	"20.8613723499435"	"-89.625126805498"
"U XIITIL TUKUL"	"CALLE 7"	"TIXCACALCUPUL"	"TIXCACALCUPUL"	"20.536924787576"	"-88.2664705008826"
"CARMEN SERDAN"	"CALLE 7"	"EKMUL"	"TIXKOKOB"	"20.9661222209401"	"-89.3456349731801"
"MIGUEL DE CERVANTES SAAVEDRA"	"CALLE 7"	"UMAN"	"UMAN"	"20.8717043655319"	"-89.7554172225709"
"NIÑOS HEROES"	"CALLE 7-A 344"	"MERIDA"	"MERIDA"	"20.9479321642"	"-89.6950603141947"
"JOSE MARTI"	"CALLE 7-A 390"	"MERIDA"	"MERIDA"	"21.0580421408633"	"-89.6471415236933"
"RICARDO FLORES MAGON"	"CALLE 7 406 NA"	"MERIDA"	"MERIDA"	"21.0103703882274"	"-89.6901615864643"
"ENRIQUE RODRIGUEZ CANO"	"CALLE 7 51"	"EKMUL"	"TIXKOKOB"	"20.9617896522556"	"-89.3487559020677"
"LA EDAD DE ORO"	"CALLE 7 515"	"MERIDA"	"MERIDA"	"20.948745076248"	"-89.6001216574063"
"JOSE ALAYOLA PREVE"	"CALLE 7 93 NA"	"CELESTUN"	"CELESTUN"	"20.8649240150441"	"-90.3936824929607"
"RAFAEL CHAZARO PEREZ"	"CALLE 70 150"	"PROGRESO"	"PROGRESO"	"21.2872603115603"	"-89.6500955354324"
"JARDIN DE NIÑOS AMERICANO"	"CALLE 72 499"	"MERIDA"	"MERIDA"	"20.9765274065577"	"-89.5569936594867"
"MARGARITA MAZA DE JUAREZ"	"CALLE 72 556 A"	"MERIDA"	"MERIDA"	"21.0050907248025"	"-89.6781956574158"
"ILUSTRACION"	"CALLE 73-D 119"	"MERIDA"	"MERIDA"	"20.9323031595117"	"-89.6885329457625"
"MOISES SAENZ"	"CALLE 74 468"	"MERIDA"	"MERIDA"	"20.9349423979213"	"-89.6335676792468"
"MOISES SAENZ"	"CALLE 74 468"	"MERIDA"	"MERIDA"	"21.0326661334268"	"-89.6033117052492"
"NIÑOS DEL MAYAB"	"CALLE 75-D 469"	"MERIDA"	"MERIDA"	"20.9828840098295"	"-89.5574441610289"
"ESCUELA SECUNDARIA PROGRESO"	"CALLE 77 6 D"	"PROGRESO"	"PROGRESO"	"21.2825416766619"	"-89.656869122235"
"ANDRES QUINTANA ROO"	"CALLE 77 614"	"MERIDA"	"MERIDA"	"20.980610126314"	"-89.6723270875621"
"ROSA MARIA RUZ REJON"	"CALLE 78"	"TIZIMIN"	"TIZIMIN"	"21.1317190730632"	"-88.1349042511069"
"CIRILO J. MONTES DE OCA RAMIREZ"	"CALLE 78 SN"	"TEKAX DE ALVARO OBREGON"	"TEKAX"	"20.1995424673617"	"-89.2886698115341"
"MI MUNDO MAGICO"	"CALLE 79-C 551"	"MERIDA"	"MERIDA"	"20.952555317656"	"-89.630498935072"
"ALEGRIA"	"CALLE 79 489 NA"	"MERIDA"	"MERIDA"	"21.042136205209"	"-89.6558999840254"
"PEQUEÑINES"	"CALLE 79 531 NA"	"MERIDA"	"MERIDA"	"20.9976120524326"	"-89.6652249594214"
"CHICHEN ITZA"	"CALLE 8"	"KANTUNIL"	"KANTUNIL"	"20.8008700598731"	"-89.0404242123675"
"IGNACIO ZARAGOZA"	"CALLE 8"	"MAXCANU"	"MAXCANU"	"20.582466397867"	"-90.0053817552304"
"IGNACIO ZARAGOZA"	"CALLE 8"	"MERIDA"	"MERIDA"	"20.9499561565665"	"-89.6400384860585"
"AGUSTIN MELGAR"	"CALLE 8"	"NOLO"	"TIXKOKOB"	"21.0104945263439"	"-89.4204500695924"
"POPOL-VUH"	"CALLE 8"	"KANXOC"	"VALLADOLID"	"20.6187401852046"	"-88.0958479855461"
"JAIME NUNO"	"CALLE 8 184"	"MERIDA"	"MERIDA"	"21.0324921021736"	"-89.650873758144"
"EMILIANO ZAPATA"	"CALLE 8 2"	"SAN ANTONIO CHUC"	"TUNKAS"	"20.815124089723"	"-88.779728806657"
"JUAN DE DIOS PEZA"	"CALLE 8 25"	"EUAN"	"TIXKOKOB"	"20.996270811107"	"-89.3428569662539"
"RAFAEL RAMIREZ CASTAÑEDA"	"CALLE 8 74"	"CONKAL"	"CONKAL"	"21.0711241059826"	"-89.5087879301164"
"RAFAEL RAMIREZ CASTAÑEDA"	"CALLE 8 NA"	"ABALA"	"ABALA"	"20.6473589148477"	"-89.6805228557359"
"ARTICULO 27 CONSTITUCIONAL"	"CALLE 8 SN"	"TAHDZIU"	"TAHDZIU"	"20.2054337070679"	"-88.9438271839365"
"ENRIQUE AVILA VAZQUEZ"	"CALLE 80"	"TEKAX DE ALVARO OBREGON"	"TEKAX"	"20.2065938417313"	"-89.2925799555346"
"AGUSTIN FRANCO VILLANUEVA"	"CALLE 84"	"MERIDA"	"MERIDA"	"21.0697086789923"	"-89.6516026189938"
"NUEVA CREACION II"	"CALLE 84-A NA"	"MERIDA"	"MERIDA"	"20.9645535961484"	"-89.6100926122914"
"AGUSTIN DE ITURBIDE"	"CALLE 86"	"MERIDA"	"MERIDA"	"20.935893127892"	"-89.5888955505593"
"VIVAN LOS NIÑOS"	"CALLE 86 519"	"MERIDA"	"MERIDA"	"20.9929493453596"	"-89.680461040857"
"FRIDA KAHLO"	"CALLE 88"	"DZUNUNCAN"	"MERIDA"	"20.8646497423537"	"-89.6516619771936"
"ARCADIO TUZ CHAN"	"CALLE 9"	"CHOLUL"	"CANTAMAYEC"	"20.4409284951759"	"-89.1536404042724"
"BERNAL DIAZ DEL CASTILLO"	"CALLE 9"	"UMAN"	"UMAN"	"20.9170290304423"	"-89.6989369681899"
"MANUEL GUTIERREZ NAJERA"	"CALLE 9-A 100"	"TICUL"	"TICUL"	"20.3987118579164"	"-89.5463204539565"
"JUGUEMOS A APRENDER"	"CALLE 9 102"	"CELESTUN"	"CELESTUN"	"20.8589406088206"	"-90.3967749513214"
"CHACPUCZICAL"	"CALLE 9 107"	"HUHI"	"HUHI"	"20.7305549877759"	"-89.1648912053907"
"NACHI COCOM"	"CALLE 9 49"	"CUNCUNUL"	"CUNCUNUL"	"20.642471260817"	"-88.2996169293407"
"NUEVA REFORMA AGRARIA"	"CALLE 9 MANZANA7"	"MERIDA"	"MERIDA"	"20.9365310742717"	"-89.6062481725833"
"NUEVA CREACION IX"	"CALLE 9 SN"	"TICUL"	"TICUL"	"20.4029236136886"	"-89.5335419208701"
"ANA MARIA DE LOS ANGELES PIÑA AZCORRA"	"CALLE 90"	"MERIDA"	"MERIDA"	"21.0369930914635"	"-89.6030694468409"
"VICTOR MANUEL MARTINEZ HERRERA"	"CALLE 94 600 A-B-C"	"MERIDA"	"MERIDA"	"20.9686569612516"	"-89.6770889342943"
"APRENDER ES DIVERTIDO"	"CALLE 94 600 B-C"	"MERIDA"	"MERIDA"	"21.016628858157"	"-89.644180709464"
"PATTY"	"CALLE 95-B 530"	"MERIDA"	"MERIDA"	"21.0529819306218"	"-89.6434305085221"
"BELISARIO DOMINGUEZ"	"CALLE 95-C 559"	"MERIDA"	"MERIDA"	"21.0673085687067"	"-89.6335584513061"
"CENTRO EDUCATIVO EMMANUEL MOUNIER INTEGRAL HUMANISTA"	"CALLE ANILLO PERIFERICO KM 4.5"	"MERIDA"	"MERIDA"	"21.0142333627612"	"-89.5999180593702"
"CENTRO DE DESARROLLO INFANTIL NUM. 3"	"CALLE ANTIGUA CARRETERA A CHUBURNA"	"MERIDA"	"MERIDA"	"20.9194661951457"	"-89.6140409285867"
"FELIPA POOT"	"CALLE ANTIGUA CARRETERA A CHUBURNA"	"MERIDA"	"MERIDA"	"20.9899143468121"	"-89.6674879685109"
"PLAN SEXENAL"	"CALLE C. 30"	"CHANKOM"	"CHANKOM"	"20.5692391571331"	"-88.5141376125795"
"NICOLAS MOGUEL"	"CALLE CONOCIDO DOMICILIO CONOCIDO"	"UAYALCEH"	"ABALA"	"20.6917957945465"	"-89.5946541239081"
"BENITO JUAREZ GARCIA"	"CALLE CONOCIDO DOMICILIO CONOCIDO"	"POCOBOCH"	"CALOTMUL"	"20.9723013316267"	"-88.1149522310753"
"VALENTIN GOMEZ FARIAS"	"CALLE CONOCIDO DOMICILIO CONOCIDO"	"TAHCABO"	"CALOTMUL"	"21.0528304927551"	"-88.0805895900181"
"EMILIANO ZAPATA"	"CALLE CONOCIDO DOMICILIO CONOCIDO"	"HOLCA"	"ESPITA"	"20.7543389028332"	"-88.9290729020402"
"FELIPE CARRILLO PUERTO"	"CALLE CONOCIDO DOMICILIO CONOCIDO"	"XOY"	"PETO"	"20.1204841324053"	"-88.9683931389918"
"MIGUEL HIDALGO Y COSTILLA"	"CALLE CONOCIDO DOMICILIO CONOCIDO"	"TIXCACALTUYUB"	"YAXCABA"	"20.4898022448094"	"-88.9127092788382"
"IGNACIO ALLENDE"	"CALLE CONOCIDO SN"	"DZITNUP"	"VALLADOLID"	"20.6434701488204"	"-88.2434840359627"
"BENITO JUAREZ GARCIA"	"CALLE CONOCIDO SN"	"YAXUNAH"	"YAXCABA"	"20.5389426629923"	"-88.6741838297885"
"SALVADOR ALVARADO"	"CALLE DE LA LUZ"	"EMILIANO ZAPATA"	"OXKUTZCAB"	"20.2316029367942"	"-89.4712790836791"
"HISPANO MEXICANO DEL SURESTE"	"CALLE PERIFERICO NORTE"	"VALLADOLID"	"VALLADOLID"	"20.6857426634292"	"-88.2153201867407"
"INSTITUTO MILITARIZADO DEL SURESTE"	"CALLE PERIFERICO NORTE KM 24 (CHOLUL)"	"MERIDA"	"MERIDA"	"20.9655677146047"	"-89.5782004212275"
"CENTRO DE ESTUDIOS MERIDA"	"CALLE PERIFERICO PONIENTE"	"MERIDA"	"MERIDA"	"21.007400890176"	"-89.5612712970247"
"ESCUELA COMUNITARIA CONAFE"	"CALLE PERIFERICO PONIENTE 722"	"MERIDA"	"MERIDA"	"21.0525789781699"	"-89.6554787748872"
"NUEVA CREACION"	"CALLE PRINCIPAL"	"NACUCHE"	"ESPITA"	"20.9243074489646"	"-88.294269387368"
"BENITO JUAREZ GARCIA"	"CALLE PRINCIPAL SN"	"NACUCHE"	"ESPITA"	"20.9254018196079"	"-88.29373814241"
"SECUNDARIA NUM. 88"	"CARRETERA A ICHMUL"	"CHIKINDZONOT"	"CHIKINDZONOT"	"20.3323218862879"	"-88.4853656263126"
"JACINTO PAT"	"CARRETERA A KANCABDZONOT KILOMETRO 1"	"YAXCABA"	"YAXCABA"	"20.5533063530835"	"-88.8262934404048"
"JUAN JOSE HOIL"	"CARRETERA A MERIDA KM.1 RANCHO SANTA MARIA"	"CHUMAYEL"	"CHUMAYEL"	"20.4336037069277"	"-89.3036517560668"
"JUSTO SIERRA  O'REILLY"	"CARRETERA A SOTUTA KILOMETRO 1"	"TIXCACALTUYUB"	"YAXCABA"	"20.4916825633691"	"-88.911173886716"
"NACHI COCOM"	"CARRETERA A TECOH KILOMETRO 1"	"SOTUTA DE PEON"	"TECOH"	"20.7432163787635"	"-89.5754332957608"
"MERIDA"	"CARRETERA A TIMUCUY"	"KANASIN"	"KANASIN"	"20.942925088473"	"-89.5420495915206"
"ESCUELA SECUNDARIA TECNICA NUM. 31"	"CARRETERA AKIL-PENCUYUT KILOMETRO 2"	"AKIL"	"AKIL"	"20.2606492983292"	"-89.3523979656318"
"JOAQUIN BARANDA"	"CARRETERA ANTIGUA A TIXCACALCUPUL"	"TEKOM"	"TEKOM"	"20.5964786949161"	"-88.2678617361003"
"RICARDO LOPEZ MENDEZ"	"CARRETERA CACALCHEN-BOKOBA KILOMETRO 1"	"CACALCHEN"	"CACALCHEN"	"20.9769051494757"	"-89.2303387793769"
"ESCUELA SECUNDARIA TECNICA NUM. 43"	"CARRETERA CALOTMUL-TIZIMIN KILOMETRO 2"	"CALOTMUL"	"CALOTMUL"	"21.0231296127975"	"-88.1782358324196"
"ESCUELA SECUNDARIA TECNICA NUM. 15"	"CARRETERA CANSAHCAB-TEMAX KILOMETRO 1"	"CANSAHCAB"	"CANSAHCAB"	"21.1562996889237"	"-89.0862755636214"
"ADEMAR EFRAIN BRITO PARRA"	"CARRETERA CENOTILLO-TUNKAS KILOMETRO 2"	"CENOTILLO"	"CENOTILLO"	"20.9623819425171"	"-88.6000857257974"
"ZAMNA"	"CARRETERA CHANKOM-XANLA"	"CHANKOM"	"CHANKOM"	"20.5674813760076"	"-88.5093549416059"
"ESCUELA SECUNDARIA TECNICA NUM. 69"	"CARRETERA CHICHIMILA-XOCEN KILOMETRO 6"	"XOCEN"	"VALLADOLID"	"20.6019623932872"	"-88.1594880612829"
"ESCUELA SECUNDARIA TECNICA NUM. 22"	"CARRETERA CHICXULUB-CONKAL KILOMETRO 5 NA"	"CHICXULUB PUEBLO"	"CHICXULUB PUEBLO"	"21.131423685827"	"-89.5181268006756"
"GUILLERMO PRIETO"	"CARRETERA CITILCUM-TEKANTO SN"	"TEKANTO"	"TEKANTO"	"21.0097514247214"	"-89.101071524528"
"ESCUELA SECUNDARIA TECNICA NUM. 45"	"CARRETERA CUZAMA-HOMUN NA"	"HOMUN"	"HOMUN"	"20.746530236866"	"-89.2841899497665"
"JUAN MANUEL VARGAS"	"CARRETERA CUZAMA-TEKIT KILOMETRO 4"	"CHUNKANAN"	"CUZAMA"	"20.7126881488813"	"-89.3270815851433"
"ESCUELA SECUNDARIA TECNICA NUM. 19"	"CARRETERA EKMUL-TIXKOKOB KILOMETRO 1"	"TIXKOKOB"	"TIXKOKOB"	"21.0118480513206"	"-89.4007792851434"
"ESCUELA SECUNDARIA TECNICA NUM. 12"	"CARRETERA ESPITA-CALOTMUL KILOMETRO 3"	"ESPITA"	"ESPITA"	"21.0024227378862"	"-88.3120643905097"
"ESCUELA SECUNDARIA TECNICA NUM. 17"	"CARRETERA HOCABA-XOCCHEL KILOMETRO 4"	"HOCABA"	"HOCABA"	"20.8230929269479"	"-89.2464537515454"
"RICARDO FLORES MAGON"	"CARRETERA KANCABDZONOT-XAYUNA"	"KANCABDZONOT"	"YAXCABA"	"20.5110223068981"	"-88.7132742760471"
"ESCUELA SECUNDARIA TECNICA NUM. 18"	"CARRETERA KINCHIL-CELESTUN KILOMETRO 1"	"KINCHIL"	"KINCHIL"	"20.9103542621392"	"-89.9445494198887"
"MARIANO ESCOBEDO"	"CARRETERA KINIL-CHICAN KILOMETRO 1"	"KINIL"	"TEKAX"	"20.3260310690007"	"-89.1351987213701"
"ESCUELA SECUNDARIA TECNICA NUM. 60"	"CARRETERA LIBRE UNION-YAXCABA KILOMETRO 2"	"LIBRE UNION"	"YAXCABA"	"20.7085358255901"	"-88.8057504387831"
"MATILDE CARDENAS ALVAREZ"	"CARRETERA MERIDA-MOTUL KILOMETRO 15"	"MOCOCHA"	"MOCOCHA"	"21.1109928442181"	"-89.4477048344891"
"ESCUELA SECUNDARIA TECNICA NUM. 35"	"CARRETERA MERIDA-TEKAX KILOMETRO 102"	"OXKUTZCAB"	"OXKUTZCAB"	"20.295987806275"	"-89.4057804619014"
"TELESECUNDARIA NUM. 119"	"CARRETERA MERIDA-TIMUCUY"	"TEKIK DE REGIL"	"TIMUCUY"	"20.8167277097606"	"-89.5582366808895"
"GILBERTO HAU OSALDE"	"CARRETERA MERIDA-VALLADOLID KILOMETRO 100.6"	"YOKDZONOT"	"YAXCABA"	"20.711608574183"	"-88.7368585622946"
"ESCUELA SECUNDARIA TECNICA NUM. 49"	"CARRETERA MERIDA-VALLADOLIDID KILOMETRO 80 NA"	"HOLCA"	"KANTUNIL"	"20.7565040401405"	"-88.926612555605"
"MERCEDES PENICHE LOPEZ"	"CARRETERA NACUCHE-ESPITA KILOMETRO 1"	"NACUCHE"	"ESPITA"	"20.9253807406687"	"-88.2939879749319"
"MARIANO AZUELA"	"CARRETERA OXKUTZCAB-HUNTOCHAC"	"XUL"	"OXKUTZCAB"	"20.0977366013798"	"-89.4638347248381"
"GONZALO GUERRERO"	"CARRETERA PANABA-YALSIHON"	"CENOTE YALSIHON BUENA FE"	"PANABA"	"21.4078924314898"	"-88.5053112220936"
"ESCUELA SECUNDARIA TECNICA NUM. 68"	"CARRETERA PENCUYUT"	"PENCUYUT"	"TEKAX"	"20.2936279746085"	"-89.2928310867475"
"ESCUELA SECUNDARIA TECNICA NUM. 14"	"CARRETERA PETO-CHETUMAL KILOMETRO 4"	"PETO"	"PETO"	"20.1135013255824"	"-88.9240016733342"
"LEONA VICARIO"	"CARRETERA PETO-CHIKINDZONOT KILOMETRO 38"	"ICHMUL"	"CHIKINDZONOT"	"20.1610486635338"	"-88.6145225567757"
"ESCUELA SECUNDARIA TECNICA NUM. 25"	"CARRETERA PISTE-DZITAS KILOMETRO 2"	"PISTE"	"TINUM"	"20.6948560653897"	"-88.5908615292653"
"18 DE MARZO"	"CARRETERA PUERTO-JUAREZ KILOMETRO 10"	"TIKUCH"	"VALLADOLID"	"20.7019560486755"	"-88.1068869853499"
"ERMILO ABREU GOMEZ"	"CARRETERA RUINAS AKE KILOMETRO 1"	"EKMUL"	"TIXKOKOB"	"20.9675067940301"	"-89.3471926276924"
"ESCUELA SECUNDARIA TECNICA NUM. 63"	"CARRETERA SAHCABA-HUHI KILOMETRO 1"	"SAHCABA"	"HOCABA"	"20.7899592624601"	"-89.1827438232888"
"ESCUELA SECUNDARIA TECNICA NUM. 38"	"CARRETERA SAN ANTONIO SODZIL"	"SACALUM"	"SACALUM"	"20.5008654414059"	"-89.5884776919344"
