NOMBRE,CALLE+Y+NUMERO,LOCALIDAD,MUNICIPIO
RENE+TORRES+CASTILLO,CALLE+16+82,MAXCANU,MAXCANU
BENITO+JUAREZ+GARCIA,CALLE+16+82,MAXCANU,MAXCANU
FRANCISCO+GONZALEZ+BOCANEGRA,CALLE+16+CARRETERA+KOPOMA-MERIDA+SN,KOPOMA,KOPOMA
OCTAVIO+PAZ,CALLE+16+SN,YOBAIN,YOBAIN
JACINTO+CANEK,CALLE+165+284,MERIDA,MERIDA
ANDRES+JOSE+GARCIA+LAVIN,CALLE+167+318,MERIDA,MERIDA
NUEVA+CREACION+V,CALLE+167+318,MERIDA,MERIDA
FRANCISCO+VILLA,CALLE+169,MERIDA,MERIDA
AGUSTIN+FRANCO+VILLANUEVA,CALLE+169+318,MERIDA,MERIDA
ESCUELA+SECUNDARIA+TECNICA+NUM.+53,CALLE+17,CEPEDA,HALACHO
DELIO+MORENO+CANTON,CALLE+17,IXIL,IXIL
OCTAVIO+PAZ,CALLE+17,KANASIN,KANASIN
FIDELIA+SANCHEZ,CALLE+17,MERIDA,MERIDA
FRANCISCO+DE+MONTEJO,CALLE+17,SIERRA+PAPACAL,MERIDA
IGNACIO+MANUEL+ALTAMIRANO,CALLE+17,MERIDA,MERIDA
ESCUELA+SECUNDARIA+TECNICA+NUM.+51,CALLE+17,SUMA,SUMA
NICTE+HA,CALLE+17,TAHMEK,TAHMEK
VENUSTIANO+CARRANZA,CALLE+17,TELCHAQUILLO,TECOH
CUAUHTEMOC,CALLE+17,NOHUAYUN,TETIZ
ANTONIO+BETANCOURT+PEREZ,CALLE+17,TZUCACAB,TZUCACAB
RAQUEL+DZIB+CICERO,CALLE+17,UMAN,UMAN
RAQUEL+DZIB+CICERO,CALLE+17,UMAN,UMAN
MARIA+ENRIQUETA+CAMARILLO,CALLE+17,XOCCHEL,XOCCHEL
NICTE+HA,CALLE+17,YAXCABA,YAXCABA
KUKULCAN,CALLE+17,KANCABDZONOT,YAXCABA
FELIPA+POOT,CALLE+17,TIXCACALTUYUB,YAXCABA
EMILIANO+ZAPATA,CALLE+17-A,KANASIN,KANASIN
VICTOR+CERVERA+PACHECO,CALLE+17-A,KANASIN,KANASIN
20+DE+NOVIEMBRE,CALLE+17-A,CHABLEKAL,MERIDA
FELIPE+GARDUÑO+DIAZ,CALLE+17-A,CHABLEKAL,MERIDA
JUANA+DE+ASBAJE,CALLE+17-A+101,MERIDA,MERIDA
JUANA+DE+ASBAJE,CALLE+17-A+101,MERIDA,MERIDA
JUANA+DE+ASBAJE,CALLE+17-A+101,MERIDA,MERIDA
MI+PRIMERA+EDUCACION,CALLE+17-A+103,MERIDA,MERIDA
DESARROLLADORA+DE+GENIOS,CALLE+17-A+377,MERIDA,MERIDA
ELOISA+PATRON+DE+ROSADO,CALLE+17+101+E,MERIDA,MERIDA
ELOISA+PATRON+DE+ROSADO-A.C.,CALLE+17+101+E,MERIDA,MERIDA
NIÑOS+EN+ACCION,CALLE+17+101+O,MERIDA,MERIDA
ELOISA+PATRON+DE+ROSADO,CALLE+17+102,MERIDA,MERIDA
JOSE+MARIA+PINO+SUAREZ,CALLE+17+108,MERIDA,MERIDA
INSTITUTO+STOPPANI+DE+MEXICO,CALLE+17+109,MERIDA,MERIDA
LUIS+G++VIVES,CALLE+17+111,RIO+LAGARTOS,RIO+LAGARTOS
TALES+DE+MILETO,CALLE+17+122,SUMA,SUMA
CENTRO+EDUCATIVO+APRENDICES+MEXICO+ORIENTE,CALLE+17+150+C,MERIDA,MERIDA
AGUSTIN+FRANCO+AGUILAR,CALLE+17+216,MERIDA,MERIDA
NACHI+COCOM,CALLE+17+234,HUNUCMA,HUNUCMA
OSITOS+FELICES,CALLE+17+266,MERIDA,MERIDA
JUAN+GARCIA+PONCE,CALLE+17+266,MERIDA,MERIDA
PETALITOS,CALLE+17+325,MERIDA,MERIDA
ESCUELA+HOGAR+DE+MERIDA,CALLE+17+62,MERIDA,MERIDA
CESAREO+REMIRO+MUNARRIZ-A.C.,CALLE+17+62,MERIDA,MERIDA
MANUEL+ANTONIO+AY,CALLE+17+69,CHEMAX,CHEMAX
IGNACIO+ALLENDE,CALLE+17+82+A,SUMA,SUMA
VISAM,CALLE+17+832,MERIDA,MERIDA
PABLO+LARA+CRUZ,CALLE+17+91,HALACHO,HALACHO
FELIPE+CARRILLO+PUERTO,CALLE+17+91+NA,HALACHO,HALACHO
JULIA+MARTIN+ALONZO,CALLE+17+93,MERIDA,MERIDA
EMILIANO+ZAPATA,CALLE+18,HUHI,HUHI
AUGUSTO+ALBERTO+CARDENAS+PINELO,CALLE+18,KIMBILA,IZAMAL
NIÑOS+HEROES,CALLE+18,SITILPECH,IZAMAL
SIMION+RUIZ,CALLE+18,HOLCA,KANTUNIL
TUTUL+XIU,CALLE+18,TIPIKAL,MANI
LUIS+ALVAREZ+BARRET,CALLE+18,MERIDA,MERIDA
MARIANO+MATAMOROS,CALLE+18,SAN+IGNACIO+TESIP,MERIDA
SALVADOR+ALVARADO,CALLE+18,SAN+JOSE+TZAL,MERIDA
RITA+CETINA+GUTIERREZ,CALLE+18,CHABLEKAL,MERIDA
COL.+OBRERA,CALLE+18,TICUL,TICUL
JACINTO+CANEK,CALLE+18,TIMUCUY,TIMUCUY
FELIPE+CARRILLO+PUERTO,CALLE+18,UAYMA,UAYMA
DALIA+DE+LAS+CUEVAS+DE+RIVERO,CALLE+18,VALLADOLID,VALLADOLID
MARCELINA+SILVA+ALCOCER,CALLE+18,VALLADOLID,VALLADOLID
OVIDIO+DECROLY,CALLE+18,YOBAIN,YOBAIN
EDUARDO+QUINTAL,CALLE+18-A,HUNUCMA,HUNUCMA
JUAN+MANUEL+VARGAS,CALLE+18-A+96,OPICHEN,OPICHEN
BENITO+JUAREZ+GARCIA,CALLE+18+10,UMAN,UMAN
RAFAEL+RAMIREZ+CASTAÑEDA,CALLE+18+10+NA,UMAN,UMAN
EXPRESION+CREATIVA,CALLE+18+101,MERIDA,MERIDA
GUILLERMO+PRIETO,CALLE+18+102,MOCOCHA,MOCOCHA
NICASIO+BARRERA+GAMBOA,CALLE+18+102,TAHMEK,TAHMEK
BENITO+JUAREZ+GARCIA,CALLE+18+103,CHEMAX,CHEMAX
SARA+MARIA+MORALES+FERNANDEZ,CALLE+18+103,CHEMAX,CHEMAX
MANUEL+SALES+CEPEDA,CALLE+18+111,TAHMEK,TAHMEK
EDUARDO+URZAIZ+RODRIGUEZ,CALLE+18+175,CENOTILLO,CENOTILLO
MARIA+LUISA+PEREZ+MIJANGOS,CALLE+18+175+A,TICUL,TICUL
JOSE+DOLORES+RODRIGUEZ+TAMAYO,CALLE+18+175+A,TICUL,TICUL
HUMBERTO+LARA+Y+LARA,CALLE+18+181,HUNUCMA,HUNUCMA
IGNACIO+ZARAGOZA,CALLE+18+208,MERIDA,MERIDA
MARIANO+ESCOBEDO,CALLE+18+24,TIXPEHUAL,TIXPEHUAL
EL+CIRCO,CALLE+18+244+A,MERIDA,MERIDA
CENTRO+BILINGUE+INFANTIL+ALTABRISA,CALLE+18+306,MERIDA,MERIDA
MANUEL+LOPEZ+GARCIA,CALLE+18+54+A,DZIDZANTUN,DZIDZANTUN
INDEPENDENCIA,CALLE+18+56,YOBAIN,YOBAIN
MANUEL+CRESCENCIO+REJON,CALLE+18+86,CHABLEKAL,MERIDA
NIÑOS+HEROES,CALLE+18+89,MERIDA,MERIDA
CHAC-MOOL,CALLE+18+91,CACALCHEN,CACALCHEN
IGNACIO+ALLENDE,CALLE+18+96,CACALCHEN,CACALCHEN
RAFAEL+RAMIREZ+CASTAÑEDA,CALLE+18+97+A,CHEMAX,CHEMAX
RAFAEL+RAMIREZ+CASTAÑEDA,CALLE+18+97+A,CHEMAX,CHEMAX
MAURO+LOPEZ+SOSA,CALLE+18+98,YOBAIN,YOBAIN
BELISARIO+DOMINGUEZ,CALLE+18+99,YAXKUKUL,YAXKUKUL
NIÑOS+HEROES,CALLE+18+CARRETERA+UMAN-CAMPECHE,CHOCHOLA,CHOCHOLA
ESTADO+DE+YUCATAN,CALLE+181,MERIDA,MERIDA
BEATRIZ+PENICHE+BARRERA,CALLE+181+DIAGONAL,MERIDA,MERIDA
MTRA.+AMELGA+MARIA+MOGUEL+AGUILAR,CALLE+187-G,MERIDA,MERIDA
4+DE+JUNIO,CALLE+187-G,SANTA+CRUZ+PALOMEQUE,MERIDA
PASTOR+GASPAR+CASTRO+SOBERANIS,CALLE+187-J,SANTA+CRUZ+PALOMEQUE,MERIDA
EMILIANO+ZAPATA,CALLE+19,CALOTMUL,CALOTMUL
LOL+BEH,CALLE+19,CANTAMAYEC,CANTAMAYEC
DIEGO+LOPE+DE+COGOLLUDO,CALLE+19,CONKAL,CONKAL
JUAN+JOSE+MARTINEZ,CALLE+19,CHACSINKIN,CHACSINKIN
LAZARO+CARDENAS,CALLE+19,CHICHIMILA,CHICHIMILA
PRUDENCIO+PATRON+PENICHE,CALLE+19,DZAN,DZAN
LUIS+HIDALGO+MONROY,CALLE+19,DZAN,DZAN
FRANCISCO+JAVIER+MINA,CALLE+19,HALACHO,HALACHO
JUAN+JOSE+MARTINEZ,CALLE+19,HALACHO,HALACHO
KUKULCAN,CALLE+19,SITILPECH,IZAMAL
FRAY+DIEGO+DE+LANDA,CALLE+19,SITILPECH,IZAMAL
RAFAEL+CHAZARO+PEREZ,CALLE+19,KINCHIL,KINCHIL
LEYES+DE+REFORMA,CALLE+19,KOPOMA,KOPOMA
TUTUL+XIU,CALLE+19,MANI,MANI
FELIPE+CARRILLO+PUERTO,CALLE+19,MAXCANU,MAXCANU
GUADALUPE+VICTORIA,CALLE+19,MAXCANU,MAXCANU
GVC+EDUCACION+ACTIVA+E+INTEGRAL+118,CALLE+19,MERIDA,MERIDA
FEDERICO+GAMBOA,CALLE+19,MERIDA,MERIDA
ROBY+NAIM+GUETTA,CALLE+19,MERIDA,MERIDA
KUILMAC+YOL+CHAN+PAL,CALLE+19,DZUNUNCAN,MERIDA
CARMEN+CALDERON,CALLE+19,UCI,MOTUL
MIGUEL+HIDALGO+Y+COSTILLA,CALLE+19,MUXUPIP,MUXUPIP
BENITO+JUAREZ+GARCIA,CALLE+19,CHICXULUB+(CHICXULUB+PUERTO),PROGRESO
ESCUELA+SECUNDARIA+TECNICA+NUM.+28,CALLE+19,RIO+LAGARTOS,RIO+LAGARTOS
JOSE+MARIA+MEDINA+AYORA,CALLE+19,TICUL,TICUL
VICENTE+GUERRERO,CALLE+19,TICUL,TICUL
BENITO+JUAREZ+GARCIA,CALLE+19-A,BACA,BACA
BENITO+JUAREZ+GARCIA,CALLE+19-A,MOLAS,MERIDA
TRAZOS+DIVERTIDOS,CALLE+19-A+246,MERIDA,MERIDA
ANTONIO+VIVALDI,CALLE+19-A1+350,MERIDA,MERIDA
KANIC,CALLE+19-C+174,KANASIN,KANASIN
MANUEL+BERZUNZA,CALLE+19+100,DZUNUNCAN,MERIDA
NIÑOS+HEROES,CALLE+19+101,UMAN,UMAN
LUIS+DONALDO+COLOSIO+MURRIETA,CALLE+19+106,HALACHO,HALACHO
MIGUEL+HIDALGO+Y+COSTILLA,CALLE+19+114,HOMUN,HOMUN
GVC+NUM.+168+KIN+PAAL,CALLE+19+119,UMAN,UMAN
KIN+PAA'L,CALLE+19+119,UMAN,UMAN
ADOLFO+LOPEZ+MATEOS,CALLE+19+130,KANASIN,KANASIN
ADOLFO+LOPEZ+MATEOS,CALLE+19+130,KANASIN,KANASIN
OCTAVIO+PAZ,CALLE+19+192+C,MERIDA,MERIDA
LEOPOLDO+AGUILAR+ROCA,CALLE+19+287,MERIDA,MERIDA
INSTITUTO+MEXICO,CALLE+19+327+C,MERIDA,MERIDA
LUIS+DONALDO+COLOSIO+MURRIETA,CALLE+19+503+A,MERIDA,MERIDA
EDAI+FREINET,CALLE+19+522,MERIDA,MERIDA
CELESTIN+FREINET,CALLE+19+524,MERIDA,MERIDA
EDUCACION+ACTIVA+E+INTEGRAL+FREINET,CALLE+19+524,MERIDA,MERIDA
ENFANT,CALLE+19+78,MERIDA,MERIDA
HUNAB+KUH,CALLE+19+87,HOMUN,HOMUN
DAVID+VIVAS+ROMERO,CALLE+19+89,CANSAHCAB,CANSAHCAB
JOSE+MARIA+MORELOS+Y+PAVON,CALLE+19+93,YAXKUKUL,YAXKUKUL
ELIGIO+ANCONA+CASTILLO,CALLE+19+99,BUCTZOTZ,BUCTZOTZ
EL+NIÑO+CAMPESINO,CALLE+19+99,KANASIN,KANASIN
CHAMPAGNAT,CALLE+19+99,MERIDA,MERIDA
COLEGIO+MONTEJO,CALLE+19+99,MERIDA,MERIDA
SOR+JUANA+INES+DE+LA+CRUZ,CALLE+19+CARRETERA+PRINCIPAL+DE+XOY,CHACSINKIN,CHACSINKIN
FRANCISCO+J.+MUJICA,CALLE+19+NA,DZEMUL,DZEMUL
AMADO+NERVO,CALLE+19+NA,SISAL,HUNUCMA
RAFAEL+CHAZARO+PEREZ,CALLE+19+NA,KINCHIL,KINCHIL
ESCUELA+SECUNDARIA+TECNICA+NUM.+34,CALLE+19+NA,SEYE,SEYE
MONTESSORI+MONTECRISTO,CALLE+2-A+88,MERIDA,MERIDA
CAMINO+A+LA+ESCUELITA,CALLE+2-B+89,MERIDA,MERIDA
CRISTOBAL+COLON,CALLE+2+10,CHENCHE+DE+LAS+TORRES,TEMAX
BENITO+JUAREZ+GARCIA,CALLE+2+SN,X-CAN,CHEMAX
FELIPE+ALCOCER+CASTILLO,CALLE+20,AKIL,AKIL
ESCUELA+SECUNDARIA+TECNICA+NUM.+11,CALLE+20,BUCTZOTZ,BUCTZOTZ
MARGARITA+MAZA+DE+JUAREZ,CALLE+20,CHICHIMILA,CHICHIMILA
CECILIO+CHI,CALLE+20,ESPITA,ESPITA
RAMON+GONZALEZ+JIMENEZ,CALLE+20,HALACHO,HALACHO
ROBERTO+ARTURO+HERNANDEZ+WOLBRIE,CALLE+20,KIMBILA,IZAMAL
RAMON+NAVARRETE+ROSADO,CALLE+20,KINCHIL,KINCHIL
CRISTOBAL+COLON,CALLE+20,MAYAPAN,MAYAPAN
JOSE+VASCONCELOS,CALLE+20,MAYAPAN,MAYAPAN
SANTIAGO+PACHECO+CRUZ,CALLE+20,MAYAPAN,MAYAPAN
MANUEL+SARRADO,CALLE+20,MERIDA,MERIDA
COOX+MEYAJ,CALLE+20,CHABLEKAL,MERIDA
FELIPE+CARRILLO+PUERTO,CALLE+20,MERIDA,MERIDA
EMILIANO+ZAPATA,CALLE+20,MERIDA,MERIDA
IGNACIO+RAMIREZ+LOPEZ,CALLE+20,MERIDA,MERIDA
ELVIRA+PARRA+AVILA,CALLE+20,MERIDA,MERIDA
JOSE+ROSAS+MORENO,CALLE+20,MOTUL+DE+CARRILLO+PUERTO,MOTUL
ALFONSO+CASO+ANDRADE,CALLE+20,MUNA,MUNA
ZAZIL+KUXTAL,CALLE+20,SEYE,SEYE
MANUEL+CEPEDA+PERAZA,CALLE+20,SANTA+CRUZ,SINANCHE
LEONA+VICARIO,CALLE+20,SOTUTA,SOTUTA
JACINTO+CANEK,CALLE+20,SUMA,SUMA
MARGARITA+MAZA+DE+JUAREZ,CALLE+20,TAHMEK,TAHMEK
CARLOS+ARANA+MENDEZ,CALLE+20,TELCHAQUILLO,TECOH
ANALTE,CALLE+20,TEKAL+DE+VENEGAS,TEKAL+DE+VENEGAS
RAQUEL+DZIB,CALLE+20,TEKIT,TEKIT
DIEGO+RIVERA,CALLE+20,TELCHAC+PUERTO,TELCHAC+PUERTO
MANUEL+ANTONIO+AY,CALLE+20,TEPAKAN,TEPAKAN
CARLOS+HERNAN+PEREZ+RIVERO,CALLE+20,TEPAKAN,TEPAKAN
ADOLFO+LOPEZ+MATEOS,CALLE+20,TEYA,TEYA
FELIPE+ALCOCER+CASTILLO,CALLE+20,UCU,UCU
ALFONSO+CASO+ANDRADE,CALLE+20,YOKDZONOT,YAXCABA
CUAUHTEMOC,CALLE+20,YOKDZONOT,YAXCABA
GUERRA+DE+CASTAS,CALLE+20-A,CHICHIMILA,CHICHIMILA
MIGUEL+HIDALGO+Y+COSTILLA,CALLE+20-A,MERIDA,MERIDA
LAZARO+CARDENAS+DEL+RIO,CALLE+20-A+101,BACA,BACA
MANUEL+CEPEDA+PERAZA,CALLE+20-A+109,UMAN,UMAN
YUM+KIN,CALLE+20-A+95,TIMUCUY,TIMUCUY
NACHI+COCOM,CALLE+20+100,SOTUTA,SOTUTA
MANUEL+CEPEDA+PERAZA,CALLE+20+100,YAXKUKUL,YAXKUKUL
JOSE+MARIA+MORELOS+Y+PAVON,CALLE+20+101,MERIDA,MERIDA
ANDRES+QUINTANA+ROO,CALLE+20+102,TEKANTO,TEKANTO
DRA.++MONTESSORI,CALLE+20+103,MAXCANU,MAXCANU
MANUEL+CRESCENCIO+REJON,CALLE+20+105,TEPAKAN,TEPAKAN
EMILIANO+ZAPATA,CALLE+20+108,TIXKUNCHEIL,BACA
JOSE+VICTORIANO+MOGUEL+VERDE,CALLE+20+109+A,TEKAL+DE+VENEGAS,TEKAL+DE+VENEGAS
JOSE+VICTORIANO+MOGUEL+VERDE,CALLE+20+109+A,TEKAL+DE+VENEGAS,TEKAL+DE+VENEGAS
JUSTO+SIERRA+MENDEZ,CALLE+20+109+NA,UMAN,UMAN
VICTORIANO+DOMINGUEZ+TUN,CALLE+20+110,CHICXULUB+PUEBLO,CHICXULUB+PUEBLO
EMILIANO+ZAPATA,CALLE+20+111,UCI,MOTUL
BERNABE+ARGAEZ+MILANES,CALLE+20+113,MERIDA,MERIDA
BERNABE+ARGAEZ+MILANES,CALLE+20+113,MERIDA,MERIDA
JENARO+RODRIGUEZ+CORREA,CALLE+20+201,MERIDA,MERIDA
BAJA+CALIFORNIA,CALLE+20+201,MERIDA,MERIDA
JOSE+MARIA+MORELOS+Y+PAVON,CALLE+20+222,SANTA+ELENA,SANTA+ELENA
CARMEN+SERDAN,CALLE+20+241,CHAPAB,CHAPAB
REINO+INFANTIL,CALLE+20+248,MERIDA,MERIDA
FELIPE+CARRILLO+PUERTO,CALLE+20+40,AKIL,AKIL
SOR+JUANA+INES+DE+LA+CRUZ,CALLE+20+40,AKIL,AKIL
JUEGO+Y+APRENDO,CALLE+20+452,MERIDA,MERIDA
ARTEMIO+ALPIZAR+RUZ,CALLE+20+51,KIMBILA,IZAMAL
JOSEFA+ORTIZ+DE+DOMINGUEZ,CALLE+20+52,SAHCABA,HOCABA
ESCUELA+SECUNDARIA+TECNICA+NUM.+71,CALLE+20+54,KANASIN,KANASIN
ESCUELA+SECUNDARIA+TECNICA+NUM.+81,CALLE+20+54,KANASIN,KANASIN
JOSEFA+ORTIZ+DE+DOMINGUEZ,CALLE+20+54,YALCON,VALLADOLID
JUAN+FRANCISCO+MOLINA+SOLIS,CALLE+20+84,PANABA,PANABA
VICTOR+MANUEL+MARTINEZ+HERRERA,CALLE+20+86,CANSAHCAB,CANSAHCAB
JOSEFINA+RAMOS+DEL+RIO,CALLE+20+86,CHOLUL,MERIDA
MANUEL+JESUS+CERVERA+CAPISTRAN,CALLE+20+87,SINANCHE,SINANCHE
NICOLAS+BRAVO,CALLE+20+91,CHOCHOLA,CHOCHOLA
ESTEFANIA+CASTAÑEDA,CALLE+20+97,MAXCANU,MAXCANU
JOSE+JESUS+PATRON,CALLE+20+97,XOCCHEL,XOCCHEL
FELIPE+CARRILLO+PUERTO,CALLE+20+99,HUHI,HUHI
ANTONIO+MEDIZ+BOLIO,CALLE+20+99+A,DZITYA,MERIDA
GENERAL+SALVADOR+ALVARADO,CALLE+20+ANTIGUA+CARRETERA+CHUBURNA,MERIDA,MERIDA
ANTONIO+BETANCOURT+PEREZ,CALLE+20+CARRETERA+TAHMEK-HOCABA,TAHMEK,TAHMEK
LA+MAGIA+DE+LOS+NIÑOS,CALLE+20+DIAGONAL+702,MERIDA,MERIDA
LUIS+ALVAREZ+BARRET,CALLE+20+NA,CHICHIMILA,CHICHIMILA
ANDRES+QUINTANA+ROO,CALLE+20+SN,CALOTMUL,CALOTMUL
ANDRES+QUINTANA+ROO,CALLE+20+SN,CALOTMUL,CALOTMUL
JACINTO+PAT,CALLE+20+SN,DZAN,DZAN
JOSE+TEC+POOT,CALLE+20+SN,IXIL,IXIL
GENER+ROBERTO+SOSA+SOSA,CALLE+21,BOKOBA,BOKOBA
RITA+CETINA+GUTIERREZ,CALLE+21,CACALCHEN,CACALCHEN
EMILIANO+ZAPATA,CALLE+21,X-CAN,CHEMAX
FELIPE+CARRILLO+PUERTO,CALLE+21,CHICXULUB+PUEBLO,CHICXULUB+PUEBLO
JACINTO+CANEK,CALLE+21,HUNUCMA,HUNUCMA
SECUNDARIA+NUM.+97,CALLE+21,SISAL,HUNUCMA
MARIA+MONTESSORI,CALLE+21,IZAMAL,IZAMAL
ESTADO+DE+PUEBLA,CALLE+21,SITILPECH,IZAMAL
ALEJANDRO+FLEMING,CALLE+21,MERIDA,MERIDA
RAYITOS+DE+SOL,CALLE+21,MERIDA,MERIDA
HECTOR+ESCALANTE+RIVERO,CALLE+21,MERIDA,MERIDA
BENITO+JUAREZ+GARCIA,CALLE+21,MERIDA,MERIDA
PABLO+MORENO+Y+TRIAY,CALLE+21,MERIDA,MERIDA
CARLOS+CARRILLO+ALONZO,CALLE+21,MERIDA,MERIDA
AGUSTIN+MELGAR,CALLE+21,CHOLUL,MERIDA
AGUSTIN+FRANCO+VILLANUEVA,CALLE+21,CHOLUL,MERIDA
LUIS+PENICHE+VALLADO,CALLE+21,PANABA,PANABA
IGNACIO+ZARAGOZA,CALLE+21,SAMAHIL,SAMAHIL
PURA+IRENE+ESCALANTE,CALLE+21,SANTA+ELENA,SANTA+ELENA
ITZCOALT,CALLE+21,BECANCHEN,TEKAX
PRINCIPE+XIU,CALLE+21,TEKIT,TEKIT
RUY+JAVIER+ESPINOSA+AYORA,CALLE+21,TEKIT,TEKIT
FELIPE+CARRILLO+PUERTO,CALLE+21,YOTHOLIN,TICUL
SATURNINO+GOMEZ+SOSA,CALLE+21,TICUL,TICUL
SALVADOR+RODRIGUEZ+LOSA,CALLE+21,TIMUCUY,TIMUCUY
AQUILES+SERDAN,CALLE+21,TIXKOKOB,TIXKOKOB
MANUEL+ALCALA+MARTIN,CALLE+21-A,QUINTANA+ROO,QUINTANA+ROO
IGNACIO+ZARAGOZA,CALLE+21-A+82,MERIDA,MERIDA
IGNACIO+ZARAGOZA,CALLE+21-A+82,MERIDA,MERIDA
ARISTEO+VAZQUEZ+DELGADO,CALLE+21-A+98,TECOH,TECOH
ARISTEO+VAZQUEZ+DELGADO,CALLE+21-A+98,TECOH,TECOH
PETRONILO+BAQUEDANO,CALLE+21+100+B,IXIL,IXIL
PETRONILO+BAQUEDANO,CALLE+21+100+B,IXIL,IXIL
MARCIAL+RUZ+CARRILLO,CALLE+21+102,MERIDA,MERIDA
PIPILA,CALLE+21+102,TIXKOCHOH,TEKANTO
RICARDO+FLORES+MAGON,CALLE+21+102+B,TELCHAC,TELCHAC+PUEBLO
MOISES+SAENZ,CALLE+21+102+NA,CANTAMAYEC,CANTAMAYEC
JOSE+E+TORRES+CERVANTES,CALLE+21+103,BACA,BACA
RODOLFO+MENENDEZ+DE+LA+PEÑA,CALLE+21+103+A,CONKAL,CONKAL
GUILLERMO+PRIETO,CALLE+21+104,TEKANTO,TEKANTO
CARLOS+P.+MOLAS+GAMBOA,CALLE+21+105,UMAN,UMAN
SALVADOR+ALVARADO,CALLE+21+105+NA,UMAN,UMAN
ATENEO+DE+PROGRESO,CALLE+21+106,PROGRESO,PROGRESO
PATRIA+Y+LIBERTAD,CALLE+21+106,YAXKUKUL,YAXKUKUL
KUKULCAN,CALLE+21+107,HOMUN,HOMUN
BERTHA+VON+GLUMER,CALLE+21+108,TAHMEK,TAHMEK
JOSE+MA+MORELOS+Y+PAVON,CALLE+21+111,CACALCHEN,CACALCHEN
FELIPE+CARRILLO+PUERTO,CALLE+21+111,TINUM,TINUM
CUQUIN,CALLE+21+111+C,MERIDA,MERIDA
AMEYALI,CALLE+21+111+C,MERIDA,MERIDA
HANS+CHRISTIAN+ANDERSEN,CALLE+21+115,TINUM,TINUM
MOISES+SAENZ,CALLE+21+118,HOCABA,HOCABA
CUAUHTEMOC,CALLE+21+121,RIO+LAGARTOS,RIO+LAGARTOS
JUSTO+SIERRA+MENDEZ,CALLE+21+126,HUHI,HUHI
MANUEL+CEPEDA+PERAZA,CALLE+21+126,YAXCABA,YAXCABA
COLEGIO+PENINSULAR,CALLE+21+131,MERIDA,MERIDA
COLEGIO+PENINSULAR,CALLE+21+131,MERIDA,MERIDA
COLEGIO+PENINSULAR,CALLE+21+131,MERIDA,MERIDA
VICTOR+MANUEL+CERVERA+PACHECO,CALLE+21+139,PETO,PETO
JOSE+MARIA+MORELOS+Y+PAVON,CALLE+21+139,PETO,PETO
PEDRO+PABLO+ECHEVERRIA,CALLE+21+163,SOTUTA,SOTUTA
HERLINDA+CETINA+GOMEZ,CALLE+21+18,DZIDZANTUN,DZIDZANTUN
PRESIDENTE+MIGUEL+ALEMAN,CALLE+21+202+A,KANASIN,KANASIN
PRESIDENTE+MIGUEL+ALEMAN,CALLE+21+202+A,KANASIN,KANASIN
PRESIDENTE+CARDENAS,CALLE+21+212+A,KANASIN,KANASIN
BENITO+JUAREZ,CALLE+21+215,MERIDA,MERIDA
CENTRO+EDUCATIVO+SIGLO+XXI,CALLE+21+216,MERIDA,MERIDA
RAFAEL+RAMIREZ+CASTAÑEDA,CALLE+21+269,TICUL,TICUL
PRIMAVERA+FELIZ,CALLE+21+352+E,MERIDA,MERIDA
PRIMAVERA+FELIZ,CALLE+21+352+E,MERIDA,MERIDA
JARDIN+DE+NIÑOS+CONTINENTAL,CALLE+21+40,MERIDA,MERIDA
GUARDERIA+PARTICIPATIVA+NUM.+214+CANACINTRA+DELEGACION+YUCATAN,CALLE+21+444,MERIDA,MERIDA
SANTIAGO+BURGOS+BRITO,CALLE+21+82+A,MERIDA,MERIDA
OCTAVIO+PAZ,CALLE+21+82+A,MERIDA,MERIDA
ERMILO+ABREU+GOMEZ,CALLE+21+83,SAMAHIL,SAMAHIL
VAZCO+DE+QUIROGA,CALLE+21+86,DZILAM+GONZALEZ,DZILAM+GONZALEZ
AQUILES+SERDAN,CALLE+21+88,MOCOCHA,MOCOCHA
IGNACIO+ZARAGOZA,CALLE+21+92,BOKOBA,BOKOBA
20+DE+NOVIEMBRE,CALLE+21+92,DZIDZANTUN,DZIDZANTUN
ALBERTO+ECHEVERRIA+FERRAEZ,CALLE+21+92,HOCABA,HOCABA
IGNACIO+ALLENDE,CALLE+21+96,CACALCHEN,CACALCHEN
AGUSTIN+MELGAR,CALLE+21+97+A,UMAN,UMAN
MAURO+LOPEZ+SOSA,CALLE+21+98,MOCOCHA,MOCOCHA
RODOLFO+MENENDEZ+DE+LA+PEÑA,CALLE+21+98,SINANCHE,SINANCHE
GABRIEL+NAVARRETE+PEREYRA,CALLE+21+99,BOKOBA,BOKOBA
ESTADO+DE+VERACRUZ,CALLE+21+99,DZONCAUICH,DZONCAUICH
ESTADO+DE+VERACRUZ,CALLE+21+99,DZONCAUICH,DZONCAUICH
DESPERTAR+INFANTIL,CALLE+21+99+A,TIXKUNCHEIL,BACA
LUIS+DONALDO+COLOSIO+MURRIETA,CALLE+21+CARRETERA+A+SANTA+TERESA,UCI,MOTUL
CONCEPCION+GONZALEZ+NARANJO,CALLE+21+DIAGONAL+225,MERIDA,MERIDA
LEANDRO+VALLE,CALLE+21+DIAGONAL+257,MERIDA,MERIDA
CENTRO+EDUCATIVO+MUL+BIN,CALLE+21+DIAGONAL+270,MERIDA,MERIDA
