ID,CCT,NOMBRE,TURNO,NIVEL,MATRICULA (TOTAL DE ALUMNOS) CICLO 2016-2017,MUNICIPIO,LOCALIDAD,CALLE Y NUMERO,COLONIA,REGION
1835,31PES0118M,CENTRO ESCOLAR UNESCO,MATUTINO,SECUNDARIA,78,MERIDA,MERIDA,CALLE 60 387,MERIDA,KANASIN
1836,31PES0121Z,MEXICANA DEL MAYAB,MATUTINO,SECUNDARIA,330,MERIDA,MERIDA,CALLE 61 322,MERIDA,MERIDA
1837,31PES0122Z,COLEGIO LIBANES PENINSULAR,MATUTINO,SECUNDARIA,155,MERIDA,MERIDA,CALLE 1-E 99,MERIDA,MERIDA
1838,31PES0123Y,COLEGIO EDUCATIVO BRISAS,MATUTINO,SECUNDARIA,73,MERIDA,MERIDA,CALLE 16 101 B,MERIDA,MERIDA
1839,31PES0124X,JOSEFINA PATRON MENDEZ DE GAMBOA,MATUTINO,SECUNDARIA,81,MERIDA,MERIDA,CALLE 67 437 B,MERIDA,MERIDA
1840,31PES0126V,BINET,MATUTINO,SECUNDARIA,84,MERIDA,MERIDA,CALLE 61 371 A,MERIDA,MERIDA
1841,31PES0128T,BADEN POWELL,MATUTINO,SECUNDARIA,49,MERIDA,MERIDA,CALLE 32 257,MERIDA,MERIDA
1842,31PES0129S,SALVADOR DALI,MATUTINO,SECUNDARIA,188,MERIDA,MERIDA,CALLE 47 274,MERIDA,MERIDA
1843,31PES0130H,JOSE MARTI,MATUTINO,SECUNDARIA,55,MERIDA,MERIDA,CALLE 26 91 A,MERIDA,MERIDA
1844,31PES0131G,ROCHAVI ALTABRISA,MATUTINO,SECUNDARIA,160,MERIDA,MERIDA,CALLE 1-A 343,MERIDA,MERIDA
1845,31PES0132F,CENTRO EDUCATIVO CALVARY,MATUTINO,SECUNDARIA,149,MERIDA,MERIDA,CALLE 27 359,MERIDA,MERIDA
1846,31PES0133E,COLEGIO REGIONAL DE MEXICO-UNIDAD LA JOYA,MATUTINO,SECUNDARIA,154,MERIDA,MERIDA,CALLE 81,MERIDA,MERIDA
1847,31PES0134D,PROFA. AIDA MEJIA SALAZAR DE GOMEZ,MATUTINO,SECUNDARIA,65,MERIDA,MERIDA,CALLE 38 446,MERIDA,MERIDA
1848,31PES0135C,KAROL JOZEF WOJTILA,MATUTINO,SECUNDARIA,63,MERIDA,MERIDA,CALLE 65 315 B-E-G,MERIDA,MERIDA
1849,31PES0136B,WILLIAM BENIGNO BRITO SANSORES,MATUTINO,SECUNDARIA,97,MERIDA,MERIDA,CALLE 53-D 242,MERIDA,MERIDA
1850,31PES0137A,ANGLO DE YUCATAN,MATUTINO,SECUNDARIA,46,MERIDA,MERIDA,CALLE 37-A 303,MERIDA,MERIDA
1851,31PES0138Z,JACINTO UC DE LOS SANTOS,MATUTINO,SECUNDARIA,61,MERIDA,MERIDA,CALLE 59 676,MERIDA,MERIDA
1852,31PES0139Z,CHRISDEN,MATUTINO,SECUNDARIA,25,MERIDA,MERIDA,CALLE 31 251 A,MERIDA,MERIDA
1853,31PES0141N,ALFONSO CASO,MATUTINO,SECUNDARIA,43,MERIDA,MERIDA,CALLE 64 709 A,MERIDA,MERIDA
1854,31PES0144K,INSTITUTO DE EDUCACION PROGRESIVA THE WORKSHOP,MATUTINO,SECUNDARIA,40,MERIDA,MERIDA,CALLE 48 312,MERIDA,MERIDA
1855,31PES0145J,SECUNDARIA CAMPESTRE,MATUTINO,SECUNDARIA,59,MERIDA,MERIDA,CALLE 15 157,MERIDA,MERIDA
1856,31PES0146I,COLEGIO ANGELUS,MATUTINO,SECUNDARIA,29,MERIDA,MERIDA,,MERIDA,MERIDA
1857,31PES0148G,CENTRO EDUCATIVO SIGLO XXI,MATUTINO,SECUNDARIA,48,MERIDA,MERIDA,CALLE 21 216,MERIDA,MERIDA
1858,31PES0149F,INSTITUTO MEXICO CAUCEL,MATUTINO,SECUNDARIA,68,MERIDA,MERIDA,CALLE 31 697 B,MERIDA,MERIDA
1859,31PES0150V,INSTITUTO STOPPANI DE MEXICO,MATUTINO,SECUNDARIA,13,MERIDA,MERIDA,CALLE 17 109,MERIDA,MERIDA
1860,31PES0151U,COLEGIO KUKULCAN,MATUTINO,SECUNDARIA,28,MERIDA,MERIDA,CALLE 28 410,MERIDA,MERIDA
1861,31PES0152T,COLEGIO DE MEXICO,MATUTINO,SECUNDARIA,18,MERIDA,MERIDA,CALLE 25-B 291,MERIDA,MERIDA
1862,31PES0153S,AGORA COMUNIDAD EDUCATIVA,MATUTINO,SECUNDARIA,11,MERIDA,MERIDA,CALLE 25,MERIDA,MERIDA
1863,31PES0154R,INSTITUTO BIRKHOFF,MATUTINO,SECUNDARIA,13,MERIDA,MERIDA,CALLE 3 DIAGONAL 184,MERIDA,MERIDA
1864,31PES0155Q,INSTITUTO CASTAÑAR,MATUTINO,SECUNDARIA,18,MERIDA,MERIDA,CALLE 40 310,MERIDA,MERIDA
1865,31PES0156P,MADISON INTERNATIONAL SCHOOL,MATUTINO,SECUNDARIA,80,MERIDA,MERIDA,,MERIDA,MERIDA
1866,31PST0005B,SAN AGUSTIN,MATUTINO,SECUNDARIA,96,MERIDA,MERIDA,CALLE 58 484,MERIDA,MERIDA
1867,31PST0006A,MIGUEL ALEMAN VALDEZ,MATUTINO,SECUNDARIA,59,MERIDA,MERIDA,CALLE 27 150,MERIDA,MERIDA
1868,31PST0011M,INSTITUTO COMERCIAL BANCARIO A C,MATUTINO,SECUNDARIA,82,MERIDA,MERIDA,CALLE 62 373,MERIDA,MERIDA
1869,31PST0012L,COLEGIO DEL MAYAB,MATUTINO,SECUNDARIA,106,MERIDA,MERIDA,CALLE 74 553 B,MERIDA,MERIDA
1870,31PST0014J,CESAREO REMIRO MUNARRIZ-A.C.,MATUTINO,SECUNDARIA,7,MERIDA,MERIDA,CALLE 17 62,MERIDA,MERIDA
1871,31SES0001K,22 DE FEBRERO CROC,MATUTINO,SECUNDARIA,378,MERIDA,MERIDA,CALLE 25-B,MERIDA,MERIDA
1872,31EES0009Z,HUMBERTO LARA Y LARA,MATUTINO,SECUNDARIA,525,MERIDA,CAUCEL,CALLE 23 CARRETERA MERIDA-CAUCEL,MERIDA,MERIDA
1873,31EES0100H,RITA CETINA GUTIERREZ,MATUTINO,SECUNDARIA,191,MERIDA,CHABLEKAL,CALLE 18,MERIDA,MERIDA
1874,31ETV0156P,FABIO ESPINOSA GRANADOS,MATUTINO,SECUNDARIA,59,MERIDA,CHALMUCH,,MERIDA,MERIDA
1875,31EES0012N,ALFREDO BARRERA VASQUEZ,MATUTINO,SECUNDARIA,244,MERIDA,CHOLUL,CALLE 25 87 NA,MERIDA,MERIDA
1876,31PES0142M,CENTRO DE EDUCACION INTEGRAL MONARCA,VESPERTINO,SECUNDARIA,49,MERIDA,CHOLUL,,MERIDA,MERIDA
1877,31ETV0034E,LUIS ALVAREZ BARRET,MATUTINO,SECUNDARIA,64,MERIDA,DZITYA,,MERIDA,MERIDA
1878,31PES0102L,BLAS PASCAL,MATUTINO,SECUNDARIA,140,MERIDA,DZITYA,CARRETERA A DZITYA KILOMETRO 1.5,MERIDA,MERIDA
1879,31KTV0068F,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,18,MERIDA,DZOYAXCHE,,MERIDA,MERIDA
1880,31ETV0104J,ROMULO ROZO,MATUTINO,SECUNDARIA,222,MERIDA,DZUNUNCAN,CALLE 24,MERIDA,MERIDA
1881,31EES0067Q,JOAQUIN COELLO COELLO,MATUTINO,SECUNDARIA,286,MERIDA,KOMCHEN,CALLE 14,MERIDA,MERIDA
1882,31DST0040C,ESCUELA SECUNDARIA TECNICA NUM. 40,MATUTINO,SECUNDARIA,186,MERIDA,MOLAS,,MERIDA,MERIDA
1883,31DST2005K,ESCUELA SECUNDARIA TECNICA NUM. 61,MATUTINO,SECUNDARIA,354,MERIDA,SAN JOSE TZAL,CALLE 16 60,MERIDA,MERIDA
1884,31ETV0056Q,LEANDRO VALLE,MATUTINO,SECUNDARIA,91,MERIDA,SAN PEDRO CHIMAY,,MERIDA,MERIDA
1885,31DES2020K,PASTOR GASPAR CASTRO SOBERANIS,MATUTINO,SECUNDARIA,228,MERIDA,SANTA CRUZ PALOMEQUE,CALLE 187-J,MERIDA,MERIDA
1886,31ETV0042N,ANDRES QUINTANA ROO,MATUTINO,SECUNDARIA,101,MERIDA,SIERRA PAPACAL,,MERIDA,MERIDA
1887,31ETV0076D,SOR JUANA INES DE LA CRUZ,MATUTINO,SECUNDARIA,42,MERIDA,SITPACH,,MERIDA,MERIDA
1888,31ETV0063Z,ANTONIO MEDIZ BOLIO,MATUTINO,SECUNDARIA,41,MERIDA,SAN ANTONIO TZACALA,,MERIDA,MERIDA
1889,31DTV0006J,MANUEL AMABILIS,MATUTINO,SECUNDARIA,37,MERIDA,XCANATUN,,MERIDA,MERIDA
1890,31ETV0047I,JUAN ALVAREZ,MATUTINO,SECUNDARIA,42,MERIDA,XCUNYA,,MERIDA,MERIDA
1891,31DJN0118Y,AQUILES SERDAN,MATUTINO,PREESCOLAR,79,MOCOCHA,MOCOCHA,CALLE 21 88,MOTUL,
1892,31KJN0033A,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,17,MOCOCHA,TEKAT,,MOTUL,
1893,31KJN0034Z,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,11,MOCOCHA,TOO,,MOTUL,
1894,31DPR0429R,GUILLERMO PRIETO,MATUTINO,PRIMARIA,114,MOCOCHA,MOCOCHA,CALLE 18 102,MOTUL,
1895,31EPR0103L,MAURO LOPEZ SOSA,MATUTINO,PRIMARIA,104,MOCOCHA,MOCOCHA,CALLE 21 98,MOTUL,
1896,31DPR0428S,NIÑO ARTILLERO,MATUTINO,PRIMARIA,35,MOCOCHA,TEKAT,,MOTUL,
1897,31DPR0427T,5 DE MAYO,MATUTINO,PRIMARIA,23,MOCOCHA,TOO,,MOTUL,
1898,31EES0077X,MATILDE CARDENAS ALVAREZ,VESPERTINO,SECUNDARIA,150,MOCOCHA,MOCOCHA,CARRETERA MERIDA-MOTUL KILOMETRO 15,MOTUL,
1899,31PDI0042H,ASOCIACION EDUCATIVA DE MOTUL,MATUTINO,INICIAL,103,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 27 337,MOTUL,
1900,31DJN0023K,RAFAEL MOGUEL GAMBOA,MATUTINO,PREESCOLAR,131,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 26,MOTUL,
1901,31DJN0052F,NARCISO MENDOZA,MATUTINO,PREESCOLAR,234,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 33 306 B,MOTUL,
1902,31DJN0105U,ESPERANZA GARCIA DE NYSSEN,MATUTINO,PREESCOLAR,100,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 26-A 206,MOTUL,
1903,31DJN0121L,JOSE MARIA PINO SUAREZ,MATUTINO,PREESCOLAR,69,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 41,MOTUL,
1904,31DJN0123J,JOSE ROSAS MORENO,MATUTINO,PREESCOLAR,204,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 20,MOTUL,
1905,31DJN2037A,FELIPE CARRILLO PUERTO,MATUTINO,PREESCOLAR,117,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 46 243,MOTUL,
1906,31PJN0096H,MI PEQUEÑO MUNDO,MATUTINO,PREESCOLAR,156,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 27 337,MOTUL,
1907,31PJN0407U,SAN ANGEL,MATUTINO,PREESCOLAR,83,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 24 305 A,MOTUL,
1908,31DJN0100Z,CARMEN CALDERON,MATUTINO,PREESCOLAR,44,MOTUL,UCI,CALLE 19,MOTUL,
1909,31DJN2035C,MUNCH'KAANBAL,MATUTINO,PREESCOLAR,40,MOTUL,TIMUL,,MOTUL,
1910,31DJN0234O,ALFREDO NOBEL,MATUTINO,PREESCOLAR,20,MOTUL,SACAPUC,,MOTUL,
1911,31KJN0039V,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,12,MOTUL,KOPTE,,MOTUL,
1912,31KJN0068Q,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,13,MOTUL,KANCABCHEN,,MOTUL,
1913,31KJN0037X,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,6,MOTUL,KAMBUL,,MOTUL,
1914,31DCC2012C,X-CH'EL,MATUTINO,PREESCOLAR,41,MOTUL,MESATUNICH,,MOTUL,
1915,31DJN2020A,SAK-NIKTE,MATUTINO,PREESCOLAR,52,MOTUL,KAXATAH,,MOTUL,
1916,31KJN0078X,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,9,MOTUL,SAN PEDRO CAMARA,,MOTUL,
1917,31DCC2011D,ZAC MUTUL,MATUTINO,PREESCOLAR,45,MOTUL,SAN PEDRO CHACABAL,,MOTUL,
1918,31DCC0306B,CARMEN SERDAN ALATRISTE,MATUTINO,PREESCOLAR,63,MOTUL,TANYA,,MOTUL,
1919,31KJN0302E,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,4,MOTUL,KANCABCHEN UCI,,MOTUL,
1920,31DJN0149R,EL PIPILA,MATUTINO,PREESCOLAR,61,MOTUL,KINI,CALLE 26,MOTUL,
1921,31KJN0036Y,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,11,MOTUL,SAN JOSE HILI,,MOTUL,
1922,31KJN0038W,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,29,MOTUL,KANCABAL,,MOTUL,
1923,31KJN0035Z,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,10,MOTUL,DZUNUNCAN,,MOTUL,
1924,31DPR0173H,RAFAEL MOGUEL GAMBOA,MATUTINO,PRIMARIA,59,MOTUL,MOTUL DE CARRILLO PUERTO,,MOTUL,
1925,31DPR0249G,MARIO H CUEVAS,MATUTINO,PRIMARIA,182,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 30,MOTUL,
1926,31DPR0542K,VICENTE GUERRERO,MATUTINO,PRIMARIA,213,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 24 220,MOTUL,
1927,31DPR0608C,EDESIO CARRILLO PUERTO,MATUTINO,PRIMARIA,316,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 36 298,MOTUL,
1928,31DPR0609B,JOSEFA ORTIZ DE DOMINGUEZ,MATUTINO,PRIMARIA,303,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 27 258 A,MOTUL,
1929,31DPR0896L,NICOLAS BRAVO,MATUTINO,PRIMARIA,106,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 43 300,MOTUL,
1930,31DPR0904D,U N E S C O,MATUTINO,PRIMARIA,335,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 30 313 NA,MOTUL,
1931,31DPR1698S,RAFAEL RAMIREZ CASTAÑEDA,MATUTINO,PRIMARIA,351,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 37,MOTUL,
1932,31EPR0114R,ROQUE JACINTO CAMPOS,MATUTINO,PRIMARIA,488,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 29 304,MOTUL,
1933,31EPR0115Q,IGNACIO ALLENDE,MATUTINO,PRIMARIA,77,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 14 92,MOTUL,
1934,31EPR0116P,JOSE MARIA MORELOS Y PAVON,MATUTINO,PRIMARIA,153,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 37 319,MOTUL,
1935,31PPR0303P,CENTRO DE EDUCACION MOTULEÑO,MATUTINO,PRIMARIA,119,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 27 337,MOTUL,
1936,31PPR0380U,COLEGIO SAN ANGEL,MATUTINO,PRIMARIA,27,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 24 305 A,MOTUL,
1937,31DPR0451T,EMILIANO ZAPATA,MATUTINO,PRIMARIA,106,MOTUL,UCI,CALLE 20 111,MOTUL,
1938,31DPR0452S,SALVADOR ALVARADO,MATUTINO,PRIMARIA,92,MOTUL,TIMUL,,MOTUL,
1939,31DPR0425V,JOAQUIN PATRON PENICHE,MATUTINO,PRIMARIA,53,MOTUL,SACAPUC,,MOTUL,
1940,31DPR0449E,JOSE MARIA ITURRALDE TRACONIS,MATUTINO,PRIMARIA,49,MOTUL,KOPTE,,MOTUL,
1941,31DPR0456O,JOSE MARIA MORELOS Y PAVON,MATUTINO,PRIMARIA,34,MOTUL,KANCABCHEN,,MOTUL,
1942,31DPR0430G,BENITO JUAREZ GARCIA,MATUTINO,PRIMARIA,14,MOTUL,KAMBUL,,MOTUL,
1943,31DPR0435B,EDESIO CARRILLO PUERTO,MATUTINO,PRIMARIA,85,MOTUL,MESATUNICH,,MOTUL,
1944,31DPR0191X,ALFONSO TEC BUENFIL,MATUTINO,PRIMARIA,138,MOTUL,KAXATAH,,MOTUL,
1945,31DPR0555O,FELIPE CARRILLO PUERTO,MATUTINO,PRIMARIA,19,MOTUL,SAN PEDRO CAMARA,,MOTUL,
1946,31DPR0447G,CRISTOBAL COLON,MATUTINO,PRIMARIA,109,MOTUL,SAN PEDRO CHACABAL,,MOTUL,
1947,31DPR0453R,JOSE MARIA ITURRALDE TRACONIS,MATUTINO,PRIMARIA,125,MOTUL,TANYA,,MOTUL,
1948,31KPR0399X,PRIMARIA COMUNITARIA,DISCONTINUO,PRIMARIA,9,MOTUL,SANTA TERESA,,MOTUL,
1949,31KPR0378K,PRIMARIA COMUNITARIA,DISCONTINUO,PRIMARIA,4,MOTUL,KANCABCHEN UCI,,MOTUL,
1950,31KPR0377L,PRIMARIA COMUNITARIA,DISCONTINUO,PRIMARIA,12,MOTUL,KOMCHEN MARTINEZ,,MOTUL,
1951,31EPR0117O,MIGUEL HIDALGO Y COSTILLA,MATUTINO,PRIMARIA,159,MOTUL,KINI,CALLE 27 105 A,MOTUL,
1952,31DPR0431F,MIGUEL HIDALGO Y COSTILLA,MATUTINO,PRIMARIA,24,MOTUL,SAN JOSE HILI,,MOTUL,
1953,31DPR0188J,SALVADOR ALVARADO,MATUTINO,PRIMARIA,44,MOTUL,KANCABAL,CALLE 16,MOTUL,
1954,31DSN0025Z,JUAN DE DIOS RODRIGUEZ HEREDIA,NOCTURNO,SECUNDARIA,159,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 30 274 E,MOTUL,
1955,31DST0021O,AGUSTIN FRANCO VILLANUEVA,MATUTINO,SECUNDARIA,724,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 48,MOTUL,
1956,31EES0026Q,EULOGIO PALMA Y PALMA,VESPERTINO,SECUNDARIA,331,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 26,MOTUL,
1957,31EES0026Q,EULOGIO PALMA Y PALMA,VESPERTINO,SECUNDARIA,331,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 26,MOTUL,
1958,31PES0115P,CENTRO EDUCATIVO MOTULEÑO,MATUTINO,SECUNDARIA,86,MOTUL,MOTUL DE CARRILLO PUERTO,CALLE 27 337,MOTUL,
1959,31EES0098J,LUIS DONALDO COLOSIO MURRIETA,MATUTINO,SECUNDARIA,72,MOTUL,UCI,CALLE 21 CARRETERA A SANTA TERESA,MOTUL,
1960,31ETV0175D,CHICHEN ITZA,MATUTINO,SECUNDARIA,55,MOTUL,TIMUL,,MOTUL,
1961,31EES0109Z,JOSE VASCONCELOS,VESPERTINO,SECUNDARIA,55,MOTUL,SACAPUC,,MOTUL,
1962,31ETV0148G,JOSE DE LA LUZ MENA Y ALCOCER,MATUTINO,SECUNDARIA,48,MOTUL,KOPTE,,MOTUL,
1963,31ETV0048H,SALVADOR DIAZ MIRON,MATUTINO,SECUNDARIA,47,MOTUL,MESATUNICH,,MOTUL,
1964,31ETV0038A,LUIS ROSADO VEGA,MATUTINO,SECUNDARIA,41,MOTUL,SAN PEDRO CHACABAL,,MOTUL,
1965,31ETV0088I,RAFAEL RAMIREZ CASTAÑEDA,MATUTINO,SECUNDARIA,101,MOTUL,TANYA,,MOTUL,
1966,31EES0108Z,GABRIELA MISTRAL,VESPERTINO,SECUNDARIA,92,MOTUL,KINI,CALLE 26 111,MOTUL,
1967,31DCC2038K,FIDELIO QUINTAL MARTIN,MATUTINO,PREESCOLAR,83,MUNA,MUNA,CALLE 34,TICUL,
1968,31DJN0096C,GRACIANO RICALDE GAMBOA,MATUTINO,PREESCOLAR,123,MUNA,MUNA,CALLE 40,TICUL,
1969,31DJN0131S,IGNACIO ALDAMA,MATUTINO,PREESCOLAR,111,MUNA,MUNA,CALLE 23 200 A,TICUL,
1970,31DJN0231R,VICENTE RIVA PALACIO,MATUTINO,PREESCOLAR,114,MUNA,MUNA,CALLE 12,TICUL,
1971,31PJN0349U,ARCO IRIS DE MUNA,VESPERTINO,PREESCOLAR,45,MUNA,MUNA,CALLE 23 203,TICUL,
1972,31KJN0308Z,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,3,MUNA,CHOYOB,,TICUL,
1973,31KCC0261F,ESCUELA COMUNITARIA CONAFE,DISCONTINUO,PREESCOLAR,13,MUNA,SAN JOSE TIPCEH,,TICUL,
1974,31KJN0290Q,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,5,MUNA,YAXHA,,TICUL,
1975,31DPB0086L,JOSE MONTES DE OCA,MATUTINO,PRIMARIA,31,MUNA,MUNA,,TICUL,
1976,31DPR0194U,ALFONSO CASO ANDRADE,MATUTINO,PRIMARIA,282,MUNA,MUNA,CALLE 20,TICUL,
1977,31DPR0439Y,FELIPE CARRILLO PUERTO,MATUTINO,PRIMARIA,105,MUNA,MUNA,CALLE 15,TICUL,
1978,31DPR0455P,FAUSTINO GARCIA FRANCO,MATUTINO,PRIMARIA,228,MUNA,MUNA,CALLE 23 187,TICUL,
1979,31DPR0849A,LEOPOLDO ARANA CABRERA,MATUTINO,PRIMARIA,301,MUNA,MUNA,CALLE 36 236,TICUL,
1980,31EPR0118N,PEDRO C DOMINGUEZ,MATUTINO,PRIMARIA,240,MUNA,MUNA,CALLE 26 171,TICUL,
1981,31DPR0457N,HERMENEGILDO GALEANA,MATUTINO,PRIMARIA,49,MUNA,SAN JOSE TIPCEH,,TICUL,
1982,31DPR0454Q,CARLOS ARANA MEDINA,MATUTINO,PRIMARIA,22,MUNA,YAXHA,,TICUL,
1983,31EES0034Z,DR. JAIME TORRES BODET,VESPERTINO,SECUNDARIA,646,MUNA,MUNA,CALLE 25 252 A,TICUL,
1984,31DJN0139K,ADOLFO LOPEZ MATEOS,MATUTINO,PREESCOLAR,89,MUXUPIP,MUXUPIP,CALLE 31,MOTUL,
1985,31KJN0044G,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,12,MUXUPIP,SAN JUAN KOOP,,MOTUL,
1986,31DPR0464X,MIGUEL HIDALGO Y COSTILLA,MATUTINO,PRIMARIA,237,MUXUPIP,MUXUPIP,CALLE 19,MOTUL,
1987,31DPR0441M,JUSTO SIERRA MENDEZ,MATUTINO,PRIMARIA,37,MUXUPIP,SAN JUAN KOOP,,MOTUL,
1988,31EES0065S,FELIPE CARRILLO PUERTO,VESPERTINO,SECUNDARIA,142,MUXUPIP,MUXUPIP,CALLE 26,MOTUL,
1989,31DCC0030E,EMILIANO ZAPATA,MATUTINO,PREESCOLAR,224,OPICHEN,OPICHEN,,MAXCANU,
1990,31DCC0039W,JAIME NUNO,MATUTINO,PREESCOLAR,85,OPICHEN,CALCEHTOK,,MAXCANU,
1991,31DPR0462Z,JOSE MARIA MORELOS Y PAVON,MATUTINO,PRIMARIA,262,OPICHEN,OPICHEN,CALLE 23 95,MAXCANU,
1992,31EPR0119M,JUAN MANUEL VARGAS,MATUTINO,PRIMARIA,276,OPICHEN,OPICHEN,CALLE 18-A 96,MAXCANU,
1993,31DPR0460A,JOSE EUGENIO CHABLE,MATUTINO,PRIMARIA,182,OPICHEN,CALCEHTOK,,MAXCANU,
1994,31DST0042A,ESCUELA SECUNDARIA TECNICA NUM. 42,MATUTINO,SECUNDARIA,286,OPICHEN,OPICHEN,CALLE 23,MAXCANU,
1995,31ETV0011U,LAZARO CARDENAS DEL RIO,MATUTINO,SECUNDARIA,70,OPICHEN,CALCEHTOK,,MAXCANU,
1996,31DCC0304D,JUSTO SIERRA O'REILLY,MATUTINO,PREESCOLAR,70,OXKUTZCAB,OXKUTZCAB,CALLE 46,TEKAX,
1997,31DJN0003X,XICOTENCATL,MATUTINO,PREESCOLAR,132,OXKUTZCAB,OXKUTZCAB,CALLE 44,TEKAX,
1998,31DJN0048T,CLAUDIO CORTES CASTRO,MATUTINO,PREESCOLAR,225,OXKUTZCAB,OXKUTZCAB,CALLE 55-A 98,TEKAX,
1999,31DJN0148S,JOSE DE LOS REYES MARTINEZ,MATUTINO,PREESCOLAR,273,OXKUTZCAB,OXKUTZCAB,CALLE 45 112,TEKAX,
2000,31DJN0170U,SAC NICTE,MATUTINO,PREESCOLAR,162,OXKUTZCAB,OXKUTZCAB,CALLE 32 95 D,TEKAX,
2001,31EJN0052E,MOISES VAZQUEZ PACHO,MATUTINO,PREESCOLAR,164,OXKUTZCAB,OXKUTZCAB,CALLE 56,TEKAX,
2002,31EJN0072S,YOOTOCH MEJEN CHI'IICH,MATUTINO,PREESCOLAR,193,OXKUTZCAB,OXKUTZCAB,CALLE 31,TEKAX,
2003,31PJN0353G,PEQUEÑOS SABIOS,MATUTINO,PREESCOLAR,64,OXKUTZCAB,OXKUTZCAB,CALLE 46 98 B,TEKAX,
2004,31DCC0052Q,NACHI COCOM,MATUTINO,PREESCOLAR,108,OXKUTZCAB,EMILIANO ZAPATA,,TEKAX,
2005,31KJN0174Z,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,17,OXKUTZCAB,EMILIANO ZAPATA,,TEKAX,
2006,31KCC0076J,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,3,OXKUTZCAB,X-KOBENHALTUN,,TEKAX,
2007,31KCC0203P,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,2,OXKUTZCAB,SAHCAHMUCUY,,TEKAX,
2008,31DCC0048D,PONCIANO ARRIAGA,MATUTINO,PREESCOLAR,90,OXKUTZCAB,XOHUAYAN,,TEKAX,
2009,31DCC0011Q,CUAUHTEMOC,MATUTINO,PREESCOLAR,105,OXKUTZCAB,XUL,,TEKAX,
2010,31DCC0101I,NETZAHUALCOYOTL,MATUTINO,PREESCOLAR,120,OXKUTZCAB,YAXHACHEN,,TEKAX,
2011,31KCC0157U,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,1,OXKUTZCAB,BOMBAHALTUN,,TEKAX,
2012,31KJN0146D,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,13,OXKUTZCAB,SAN ANTONIO YAAXHOM,,TEKAX,
2013,31KJN0394L,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,2,OXKUTZCAB,SAN SALVADOR,,TEKAX,
2014,31DPB0272G,NIÑO ARTILLERO,MATUTINO,PRIMARIA,43,OXKUTZCAB,OXKUTZCAB,,TEKAX,
2015,31DPR0109G,VALENTIN GOMEZ FARIAS,MATUTINO,PRIMARIA,340,OXKUTZCAB,OXKUTZCAB,CALLE 57 75,TEKAX,
2016,31DPR0134F,JUAN DE DIOS RODRIGUEZ HEREDIA,VESPERTINO,PRIMARIA,174,OXKUTZCAB,OXKUTZCAB,CALLE 47 142,TEKAX,
