ID,CCT,NOMBRE,TURNO,NIVEL,MATRICULA (TOTAL DE ALUMNOS) CICLO 2016-2017,MUNICIPIO,LOCALIDAD,CALLE Y NUMERO,COLONIA,REGION
1661,31DPR0384L,20 DE NOVIEMBRE,VESPERTINO,PRIMARIA,165,MERIDA,CHABLEKAL,CALLE 17-A,MERIDA,MERIDA
1662,31DPR1714T,FELIPE GARDUÑO DIAZ,MATUTINO,PRIMARIA,333,MERIDA,CHABLEKAL,CALLE 17-A,MERIDA,MERIDA
1663,31DPR0393T,VICENTE GUERRERO,MATUTINO,PRIMARIA,78,MERIDA,CHALMUCH,,MERIDA,MERIDA
1664,31DPR0695O,MIGUEL HIDALGO Y COSTILLA,MATUTINO,PRIMARIA,18,MERIDA,CHEUMAN,,MERIDA,MERIDA
1665,31DPR0220B,AGUSTIN MELGAR,MATUTINO,PRIMARIA,291,MERIDA,CHOLUL,CALLE 21,MERIDA,MERIDA
1666,31DPR0673C,AGUSTIN FRANCO VILLANUEVA,VESPERTINO,PRIMARIA,236,MERIDA,CHOLUL,CALLE 21,MERIDA,MERIDA
1667,31PPR0316T,CENTRO DE EDUCACION INTEGRAL MONARCA,MATUTINO,PRIMARIA,112,MERIDA,CHOLUL,MANZANA 55,MERIDA,MERIDA
1668,31KPR0415Y,PRIMARIA COMUNITARIA,DISCONTINUO,PRIMARIA,4,MERIDA,DZIBILCHALTUN,,MERIDA,MERIDA
1669,31DPR0975Y,IGNACIO ALLENDE,MATUTINO,PRIMARIA,27,MERIDA,DZIDZILCHE,,MERIDA,MERIDA
1670,31DPR0386J,GUILLERMO PRIETO,MATUTINO,PRIMARIA,203,MERIDA,DZITYA,CALLE 15 100,MERIDA,MERIDA
1671,31DPR0918G,JUAN MIGUEL CASTRO,MATUTINO,PRIMARIA,51,MERIDA,DZOYAXCHE,,MERIDA,MERIDA
1672,31EPR0112T,MANUEL BERZUNZA,MATUTINO,PRIMARIA,204,MERIDA,DZUNUNCAN,CALLE 19 100,MERIDA,MERIDA
1673,31DPR0831B,BENITO JUAREZ GARCIA,MATUTINO,PRIMARIA,14,MERIDA,KIKTEIL,,MERIDA,MERIDA
1674,31DPR0184N,GONZALO GUERRERO,MATUTINO,PRIMARIA,295,MERIDA,KOMCHEN,CALLE 32 93,MERIDA,MERIDA
1675,31DPR0672D,AMALIA GOMEZ DE AGUILAR,VESPERTINO,PRIMARIA,257,MERIDA,KOMCHEN,CALLE 32 93,MERIDA,MERIDA
1676,31DPR0502J,BENITO JUAREZ GARCIA,MATUTINO,PRIMARIA,210,MERIDA,MOLAS,CALLE 19-A,MERIDA,MERIDA
1677,31DPR0383M,FRANCISCO SARABIA,MATUTINO,PRIMARIA,46,MERIDA,NOC AC,,MERIDA,MERIDA
1678,31DPR0625T,CANDELARIA RUZ PATRON,MATUTINO,PRIMARIA,20,MERIDA,PETAC,,MERIDA,MERIDA
1679,31DPR0955K,REDENCION,MATUTINO,PRIMARIA,19,MERIDA,SAC-NICTE,,MERIDA,MERIDA
1680,31KPR0335M,PRIMARIA COMUNITARIA,DISCONTINUO,PRIMARIA,5,MERIDA,SAN ANTONIO HOOL,,MERIDA,MERIDA
1681,31DPR0669Q,MARIANO MATAMOROS,MATUTINO,PRIMARIA,30,MERIDA,SAN IGNACIO TESIP,CALLE 18,MERIDA,MERIDA
1682,31DPR0967P,EMILIANO ZAPATA,VESPERTINO,PRIMARIA,261,MERIDA,SAN JOSE TZAL,CALLE 23,MERIDA,MERIDA
1683,31EPR0087K,SALVADOR ALVARADO,MATUTINO,PRIMARIA,261,MERIDA,SAN JOSE TZAL,CALLE 18,MERIDA,MERIDA
1684,31DPR0950P,EMILIANO ZAPATA,VESPERTINO,PRIMARIA,165,MERIDA,SAN PEDRO CHIMAY,,MERIDA,MERIDA
1685,31DPR0391V,FRANCISCO J. MUJICA,VESPERTINO,PRIMARIA,142,MERIDA,SANTA CRUZ PALOMEQUE,,MERIDA,MERIDA
1686,31DPR2100C,4 DE JUNIO,VESPERTINO,PRIMARIA,115,MERIDA,SANTA CRUZ PALOMEQUE,CALLE 187-G,MERIDA,MERIDA
1687,31DPR0118O,ZAMNA,MATUTINO,PRIMARIA,32,MERIDA,SANTA MARIA CHI,,MERIDA,MERIDA
1688,31DPR0163A,LAZARO CARDENAS DEL RIO,MATUTINO,PRIMARIA,134,MERIDA,SIERRA PAPACAL,,MERIDA,MERIDA
1689,31DPR0952N,DAVID VIVAS ROMERO,MATUTINO,PRIMARIA,154,MERIDA,SITPACH,CALLE 9,MERIDA,MERIDA
1690,31DPR0720X,JOSEFA ORTIZ DE DOMINGUEZ,MATUTINO,PRIMARIA,38,MERIDA,SUSULA,,MERIDA,MERIDA
1691,31KPR0380Z,PRIMARIA COMUNITARIA,DISCONTINUO,PRIMARIA,5,MERIDA,SUYTUNCHEN,,MERIDA,MERIDA
1692,31DPR0562Y,MIGUEL HIDALGO Y COSTILLA,MATUTINO,PRIMARIA,79,MERIDA,TAHDZIBICHEN,,MERIDA,MERIDA
1693,31DPR0957I,GUADALUPE VICTORIA,MATUTINO,PRIMARIA,39,MERIDA,TEMOZON NORTE,,MERIDA,MERIDA
1694,31DPR0961V,HERMENEGILDO GALEANA,MATUTINO,PRIMARIA,69,MERIDA,TEXAN CAMARA,CALLE 1,MERIDA,MERIDA
1695,31DPR0960W,SALVADOR ALVARADO,MATUTINO,PRIMARIA,104,MERIDA,TIXCACAL,,MERIDA,MERIDA
1696,31DPR0949Z,LUZ Y VERDAD,MATUTINO,PRIMARIA,36,MERIDA,TIXCUYTUN,,MERIDA,MERIDA
1697,31DPR0948A,EMILIANO ZAPATA,MATUTINO,PRIMARIA,64,MERIDA,SAN ANTONIO TZACALA,,MERIDA,MERIDA
1698,31DPR0569R,ALVARO OBREGON,MATUTINO,PRIMARIA,187,MERIDA,XCANATUN,,MERIDA,MERIDA
1699,31DPR0432E,JESUS GARCIA CORONA,MATUTINO,PRIMARIA,91,MERIDA,XMATKUIL,CALLE 7,MERIDA,MERIDA
1700,31DPR0572E,MELCHOR OCAMPO,MATUTINO,PRIMARIA,102,MERIDA,YAXNIC,,MERIDA,MERIDA
1701,31DPR0433D,EMILIANO ZAPATA,MATUTINO,PRIMARIA,129,MERIDA,XCUNYA,,MERIDA,MERIDA
1702,31DPR0959G,NARCISO MENDOZA,MATUTINO,PRIMARIA,60,MERIDA,TAMANCHE,,MERIDA,MERIDA
1703,31KPR0046V,PRIMARIA COMUNITARIA,DISCONTINUO,PRIMARIA,5,MERIDA,YAXCHE,,MERIDA,MERIDA
1704,31DPR0956J,20 DE NOVIEMBRE,MATUTINO,PRIMARIA,64,MERIDA,ONCAN,,MERIDA,MERIDA
1705,31KPR0237L,PRIMARIA COMUNITARIA,DISCONTINUO,PRIMARIA,23,MERIDA,HUNXECTAMAN,,MERIDA,MERIDA
1706,31DES0001I,SANTIAGO BURGOS BRITO,MATUTINO,SECUNDARIA,625,MERIDA,MERIDA,CALLE 21 82 A,MERIDA,MERIDA
1707,31DES0003G,JESUS REYES HEROLES,MATUTINO,SECUNDARIA,645,MERIDA,MERIDA,CALLE 118 314,MERIDA,MERIDA
1708,31DES0004F,JOSE EMILIO VALLADO GALAZ,MATUTINO,SECUNDARIA,789,MERIDA,MERIDA,CALLE 31 201 NA,MERIDA,MERIDA
1709,31DES0009A,ERMILO ABREU GOMEZ,MATUTINO,SECUNDARIA,592,MERIDA,MERIDA,CALLE 57-B 407,MERIDA,MERIDA
1710,31DES0010Q,JOSE VASCONCELOS,MATUTINO,SECUNDARIA,778,MERIDA,MERIDA,CALLE 115 NA,MERIDA,MERIDA
1711,31DES0011P,ALFREDO BARRERA VASQUEZ,MATUTINO,SECUNDARIA,679,MERIDA,MERIDA,CALLE 3-C (ENTRADA POR LA CALLE 117),MERIDA,MERIDA
1712,31DES0013N,JOSE ESQUIVEL PREN,MATUTINO,SECUNDARIA,669,MERIDA,MERIDA,CALLE 108,MERIDA,MERIDA
1713,31DES0015L,NIDIA BETANCOURT DE AYALA,MATUTINO,SECUNDARIA,536,MERIDA,MERIDA,CALLE 11,MERIDA,MERIDA
1714,31DES2001W,EDMUNDO VILLALVA RODRIGUEZ,MATUTINO,SECUNDARIA,467,MERIDA,MERIDA,CALLE 84-A,MERIDA,MERIDA
1715,31DES2002V,JOSE ANDRES ANTUÑA SANCHEZ,MATUTINO,SECUNDARIA,540,MERIDA,MERIDA,CALLE 53-B,MERIDA,MERIDA
1716,31DES2004T,OCTAVIO PAZ,VESPERTINO,SECUNDARIA,75,MERIDA,MERIDA,CALLE 21 82 A,MERIDA,MERIDA
1717,31DES2005S,ENRIQUE GOTTDIENER SOTO,VESPERTINO,SECUNDARIA,625,MERIDA,MERIDA,CALLE 31 201 NA,MERIDA,MERIDA
1718,31DES2006R,SOR JUANA INES DE LA CRUZ,VESPERTINO,SECUNDARIA,364,MERIDA,MERIDA,CALLE 57-B 407,MERIDA,MERIDA
1719,31DES2007Q,SILVIA NELLY CUEVAS AGUILAR,VESPERTINO,SECUNDARIA,634,MERIDA,MERIDA,CALLE 115 SN,MERIDA,MERIDA
1720,31DES2008P,MANUEL CRESCENCIO REJON Y ALCALA,VESPERTINO,SECUNDARIA,296,MERIDA,MERIDA,CALLE 3-C (ENTRADA POR LA CALLE 117),MERIDA,MERIDA
1721,31DES2009O,MARIA DEL CARMEN FERRAEZ IBARRA,VESPERTINO,SECUNDARIA,409,MERIDA,MERIDA,CALLE 108 SN,MERIDA,MERIDA
1722,31DES2010D,PABLO BOLIO PONCE,VESPERTINO,SECUNDARIA,304,MERIDA,MERIDA,CALLE 118 314,MERIDA,MERIDA
1723,31DES2013A,OMAR GUADALUPE LARA NOVELO,MATUTINO,SECUNDARIA,621,MERIDA,MERIDA,CALLE 34 NA,MERIDA,MERIDA
1724,31DES2015Z,ANDRES JOSE GARCIA LAVIN,MATUTINO,SECUNDARIA,484,MERIDA,MERIDA,CALLE 167 318,MERIDA,MERIDA
1725,31DES2018W,LAZARO CARDENAS DEL RIO,MATUTINO,SECUNDARIA,280,MERIDA,MERIDA,CALLE 120 NA,MERIDA,MERIDA
1726,31DES2021J,NUEVA CREACION II,VESPERTINO,SECUNDARIA,299,MERIDA,MERIDA,CALLE 84-A NA,MERIDA,MERIDA
1727,31DES2022I,SARA MARIA CARRILLO VEGA,VESPERTINO,SECUNDARIA,264,MERIDA,MERIDA,CALLE 53-B,MERIDA,MERIDA
1728,31DES2023H,ELDA MARIA ZOZAYA PENICHE,VESPERTINO,SECUNDARIA,391,MERIDA,MERIDA,CALLE 34 SN,MERIDA,MERIDA
1729,31DES2024G,NUEVA CREACION V,VESPERTINO,SECUNDARIA,431,MERIDA,MERIDA,CALLE 167 318,MERIDA,MERIDA
1730,31DES2029B,NUEVA CREACION,MATUTINO,SECUNDARIA,449,MERIDA,MERIDA,CALLE 64-A 654 NA,MERIDA,MERIDA
1731,31DSN0019P,MOISES SAENZ,NOCTURNO,SECUNDARIA,60,MERIDA,MERIDA,CALLE 31 201,MERIDA,MERIDA
1732,31DSN0026Z,MOVIMIENTO OBRERO MEXICANO,NOCTURNO,SECUNDARIA,47,MERIDA,MERIDA,CALLE 46-B,MERIDA,MERIDA
1733,31DSN0027Y,1 DE MAYO,NOCTURNO,SECUNDARIA,55,MERIDA,MERIDA,CALLE 14 407,MERIDA,MERIDA
1734,31DST0001A,SILVIO ZAVALA VALLADO,MAT/VESP,SECUNDARIA,527,MERIDA,MERIDA,CALLE 41 438,MERIDA,MERIDA
1735,31DST0001A,SILVIO ZAVALA VALLADO,MAT/VESP,SECUNDARIA,527,MERIDA,MERIDA,CALLE 41 438,MERIDA,MERIDA
1736,31DST0002Z,ESCUELA SECUNDARIA TECNICA NUM. 2,MATUTINO,SECUNDARIA,558,MERIDA,MERIDA,CALLE 60,MERIDA,MERIDA
1737,31DST0020P,ESCUELA SECUNDARIA TECNICA NUM. 20,MATUTINO,SECUNDARIA,643,MERIDA,MERIDA,CALLE 46 196 D,MERIDA,MERIDA
1738,31DST0027I,ESCUELA SECUNDARIA TECNICA NUM. 24,MATUTINO,SECUNDARIA,644,MERIDA,MERIDA,CALLE 23,MERIDA,MERIDA
1739,31DST0029G,ESCUELA SECUNDARIA TECNICA NUM. 26,VESPERTINO,SECUNDARIA,692,MERIDA,MERIDA,CALLE 147 538 NA,MERIDA,MERIDA
1740,31DST0029G,ESCUELA SECUNDARIA TECNICA NUM. 26,VESPERTINO,SECUNDARIA,692,MERIDA,MERIDA,CALLE 147 538 NA,MERIDA,MERIDA
1741,31DST0044Z,ESCUELA SECUNDARIA TECNICA NUM. 44,MATUTINO,SECUNDARIA,615,MERIDA,MERIDA,CALLE 63,MERIDA,MERIDA
1742,31DST0054F,ESCUELA SECUNDARIA TECNICA NUM. 54,MATUTINO,SECUNDARIA,689,MERIDA,MERIDA,CALLE 10-D NA,MERIDA,MERIDA
1743,31DST0055E,ESCUELA SECUNDARIA TECNICA NUM. 55,MATUTINO,SECUNDARIA,227,MERIDA,MERIDA,CALLE 23,MERIDA,MERIDA
1744,31DST0056D,ESCUELA SECUNDARIA TECNICA NUM. 56,MAT/VESP,SECUNDARIA,592,MERIDA,MERIDA,CALLE 26-B,MERIDA,MERIDA
1745,31DST0056D,ESCUELA SECUNDARIA TECNICA NUM. 56,MAT/VESP,SECUNDARIA,592,MERIDA,MERIDA,CALLE 26-B,MERIDA,MERIDA
1746,31DST0057C,ESCUELA SECUNDARIA TECNICA NUM. 57,MATUTINO,SECUNDARIA,686,MERIDA,MERIDA,CALLE 22 NA,MERIDA,MERIDA
1747,31DST2002N,ESCUELA SECUNDARIA TECNICA NUM. 58,MATUTINO,SECUNDARIA,488,MERIDA,MERIDA,CALLE 63 123,MERIDA,MERIDA
1748,31DST2003M,ESCUELA SECUNDARIA TECNICA NUM. 59,MATUTINO,SECUNDARIA,794,MERIDA,MERIDA,CALLE 94,MERIDA,MERIDA
1749,31DST2011V,ESCUELA SECUNDARIA TECNICA NUM. 66,MATUTINO,SECUNDARIA,735,MERIDA,MERIDA,CALLE 46 650 A,MERIDA,MERIDA
1750,31DST2017P,ESCUELA SECUNDARIA TECNICA 72 "VICTOR MANUEL CERVERA PACHECO",MATUTINO,SECUNDARIA,716,MERIDA,MERIDA,CALLE 140,MERIDA,MERIDA
1751,31DST2020C,SECUNDARIA TECNICA NUM. 77,VESPERTINO,SECUNDARIA,313,MERIDA,MERIDA,CALLE 46 196 D,MERIDA,MERIDA
1752,31DST2021B,SECUNDARIA TECNICA NUM. 78,VESPERTINO,SECUNDARIA,398,MERIDA,MERIDA,CALLE 23,MERIDA,MERIDA
1753,31DST2022A,SECUNDARIA TECNICA NUM. 79,VESPERTINO,SECUNDARIA,409,MERIDA,MERIDA,CALLE 10-D,MERIDA,MERIDA
1754,31DST2023Z,ESCUELA SECUNDARIA TECNICA NUM. 74,MATUTINO,SECUNDARIA,588,MERIDA,MERIDA,CALLE 32 437,MERIDA,MERIDA
1755,31DST2024Z,ESCUELA SECUNDARIA TECNICA NUM. 75,MATUTINO,SECUNDARIA,754,MERIDA,MERIDA,CALLE 64-A,MERIDA,MERIDA
1756,31DST2025Y,ESCUELA SECUNDARIA TECNICA NUM. 76,MATUTINO,SECUNDARIA,297,MERIDA,MERIDA,CALLE 158,MERIDA,MERIDA
1757,31DST2026X,ESCUELA SECUNDARIA TECNICA NUM. 80,VESPERTINO,SECUNDARIA,547,MERIDA,MERIDA,CALLE 46 650 A,MERIDA,MERIDA
1758,31EES0005D,LUIS ALVAREZ BARRET,MAT/VESP,SECUNDARIA,612,MERIDA,MERIDA,CALLE 82 538,MERIDA,MERIDA
1759,31EES0005D,LUIS ALVAREZ BARRET,MAT/VESP,SECUNDARIA,612,MERIDA,MERIDA,CALLE 82 538,MERIDA,MERIDA
1760,31EES0008A,GONZALO NAVARRO BAEZ,VESPERTINO,SECUNDARIA,490,MERIDA,MERIDA,CALLE 59 849,MERIDA,MERIDA
1761,31EES0008A,GONZALO NAVARRO BAEZ,VESPERTINO,SECUNDARIA,490,MERIDA,MERIDA,CALLE 59 849,MERIDA,MERIDA
1762,31EES0010P,LEANDRO VALLE,MATUTINO,SECUNDARIA,475,MERIDA,MERIDA,CALLE 21 DIAGONAL 257,MERIDA,MERIDA
1763,31EES0021V,AGUSTIN VADILLO CICERO,MAT/VESP,SECUNDARIA,893,MERIDA,MERIDA,CALLE 41,MERIDA,MERIDA
1764,31EES0021V,AGUSTIN VADILLO CICERO,MAT/VESP,SECUNDARIA,893,MERIDA,MERIDA,CALLE 41,MERIDA,MERIDA
1765,31EES0022U,ADOLFO CISNEROS CAMARA,MATUTINO,SECUNDARIA,667,MERIDA,MERIDA,CALLE 12,MERIDA,MERIDA
1766,31EES0023T,EDUARDO URZAIZ RODRIGUEZ,MAT/VESP,SECUNDARIA,818,MERIDA,MERIDA,CALLE 69,MERIDA,MERIDA
1767,31EES0023T,EDUARDO URZAIZ RODRIGUEZ,MAT/VESP,SECUNDARIA,818,MERIDA,MERIDA,CALLE 69,MERIDA,MERIDA
1768,31EES0038V,REPUBLICA DE MEXICO,MATUTINO,SECUNDARIA,202,MERIDA,MERIDA,CALLE 50 415,MERIDA,MERIDA
1769,31EES0040J,GENERAL SALVADOR ALVARADO,MATUTINO,SECUNDARIA,606,MERIDA,MERIDA,CALLE 20 ANTIGUA CARRETERA CHUBURNA,MERIDA,MERIDA
1770,31EES0041I,BENITO JUAREZ GARCIA,MATUTINO,SECUNDARIA,448,MERIDA,MERIDA,CALLE 5-H,MERIDA,MERIDA
1771,31EES0054M,SERAPIO RENDON,MATUTINO,SECUNDARIA,813,MERIDA,MERIDA,CALLE 46,MERIDA,MERIDA
1772,31EES0059H,CARMEN CERVERA ANDRADE,MATUTINO,SECUNDARIA,213,MERIDA,MERIDA,CALLE 38 NA,MERIDA,MERIDA
1773,31EES0060X,GONZALO LOPEZ MANZANERO,VESPERTINO,SECUNDARIA,707,MERIDA,MERIDA,CALLE 64 602 A,MERIDA,MERIDA
1774,31EES0117H,SANTIAGO HERRERA CASTILLO,MATUTINO,SECUNDARIA,396,MERIDA,MERIDA,CALLE 41 224 NA,MERIDA,MERIDA
1775,31EES0118G,AURELIANO PINTO RAMIREZ,VESPERTINO,SECUNDARIA,774,MERIDA,MERIDA,CALLE 41 NA,MERIDA,MERIDA
1776,31EES0118G,AURELIANO PINTO RAMIREZ,VESPERTINO,SECUNDARIA,774,MERIDA,MERIDA,CALLE 41 NA,MERIDA,MERIDA
1777,31EES0121U,CENTRO DE FORMACION BASICA Y SENSIBILIZACION ARTISTICA,MATUTINO,SECUNDARIA,112,MERIDA,MERIDA,AVENIDA ITZAES 501 C,MERIDA,MERIDA
1778,31ESN0001P,MANUEL DIAZ MASSA,NOCTURNO,SECUNDARIA,59,MERIDA,MERIDA,CALLE 41 224,MERIDA,MERIDA
1779,31ESN0002O,VICENTE GUERRERO,NOCTURNO,SECUNDARIA,69,MERIDA,MERIDA,CALLE 52 555,MERIDA,MERIDA
1780,31ESN0005L,ANTONIO MEDIZ BOLIO,NOCTURNO,SECUNDARIA,112,MERIDA,MERIDA,CALLE 99 465,MERIDA,MERIDA
1781,31ESN0017Q,MARGARITA MAZA DE JUAREZ,NOCTURNO,SECUNDARIA,106,MERIDA,MERIDA,CALLE 72 556 A,MERIDA,MERIDA
1782,31ESN0018P,JOSE GONZALEZ ROSADO,NOCTURNO,SECUNDARIA,113,MERIDA,MERIDA,CALLE 69,MERIDA,MERIDA
1783,31ETV0157O,TELESECUNDARIA NUM. 157,MATUTINO,SECUNDARIA,26,MERIDA,MERIDA,CALLE 22 270 B,MERIDA,MERIDA
1784,31PES0003L,AVELINO MONTES LINAJE-A.C.,MATUTINO,SECUNDARIA,112,MERIDA,MERIDA,CALLE 75 561 A,MERIDA,MERIDA
1785,31PES0004K,VASCO DE QUIROGA,MATUTINO,SECUNDARIA,104,MERIDA,MERIDA,CALLE 60 774,MERIDA,MERIDA
1786,31PES0005J,MIGUEL DE CERVANTES SAAVEDRA,MATUTINO,SECUNDARIA,208,MERIDA,MERIDA,CALLE 16 477,MERIDA,MERIDA
1787,31PES0006I,EMERITENSE,MATUTINO,SECUNDARIA,85,MERIDA,MERIDA,AVENIDA CUPULES 192,MERIDA,MERIDA
1788,31PES0009F,EDUCACION Y PATRIA,MATUTINO,SECUNDARIA,142,MERIDA,MERIDA,CALLE 64 485,MERIDA,MERIDA
1789,31PES0010V,COLEGIO PENINSULAR,MATUTINO,SECUNDARIA,247,MERIDA,MERIDA,CALLE 21 131,MERIDA,MERIDA
1790,31PES0011U,COLEGIO MERIDA,MATUTINO,SECUNDARIA,182,MERIDA,MERIDA,CARRETERA A PROGRESO KILOMETRO 4.5,MERIDA,MERIDA
1791,31PES0012T,MODELO,DISCONTINUO,SECUNDARIA,371,MERIDA,MERIDA,CALLE 56-A 444,MERIDA,MERIDA
1792,31PES0013S,HISPANO MEXICANO,MATUTINO,SECUNDARIA,55,MERIDA,MERIDA,CALLE 60 382,MERIDA,MERIDA
1793,31PES0015Q,COLEGIO AMERICANO,MATUTINO,SECUNDARIA,232,MERIDA,MERIDA,CALLE 72 499,MERIDA,MERIDA
1794,31PES0016P,CONSUELO ZAVALA,MATUTINO,SECUNDARIA,122,MERIDA,MERIDA,CALLE 60 604,MERIDA,MERIDA
1795,31PES0017O,ELOISA PATRON DE ROSADO-A.C.,MATUTINO,SECUNDARIA,61,MERIDA,MERIDA,CALLE 17 101 E,MERIDA,MERIDA
1796,31PES0018N,JENARO RODRIGUEZ CORREA,MATUTINO,SECUNDARIA,170,MERIDA,MERIDA,CALLE 22 200 A,MERIDA,MERIDA
1797,31PES0042N,COLEGIO AMERICA DE MERIDA,MATUTINO,SECUNDARIA,169,MERIDA,MERIDA,CALLE 58-A 493,MERIDA,MERIDA
1798,31PES0043M,MA GONZALEZ PALMA DE AVILA,MATUTINO,SECUNDARIA,68,MERIDA,MERIDA,CALLE 50 454,MERIDA,MERIDA
1799,31PES0044L,CENTRO UNIVERSITARIO MONTEJO,MATUTINO,SECUNDARIA,470,MERIDA,MERIDA,CALLE 60 106,MERIDA,MERIDA
1800,31PES0049G,COLEGIO MEXICANO,MATUTINO,SECUNDARIA,134,MERIDA,MERIDA,CALLE 69 452,MERIDA,MERIDA
1801,31PES0050W,CRISTOBAL COLON DE YUCATAN-A.C.,MATUTINO,SECUNDARIA,106,MERIDA,MERIDA,CALLE 37 516 E,MERIDA,MERIDA
1802,31PES0058O,JUANA DE ASBAJE,MATUTINO,SECUNDARIA,52,MERIDA,MERIDA,CALLE 17-A 101,MERIDA,MERIDA
1803,31PES0059N,JOAQUIN PEON AZNAR,MATUTINO,SECUNDARIA,103,MERIDA,MERIDA,CALLE 60 718,MERIDA,MERIDA
1804,31PES0061B,CUMBRES,MATUTINO,SECUNDARIA,229,MERIDA,MERIDA,CALLE 5,MERIDA,MERIDA
1805,31PES0065Y,JOSE MONTES DE OCA,MATUTINO,SECUNDARIA,89,MERIDA,MERIDA,CALLE 23 209,MERIDA,MERIDA
1806,31PES0067W,INSTITUTO PATRIA,MATUTINO,SECUNDARIA,90,MERIDA,MERIDA,CALLE PERIFERICO KILOMETRO 2.5,MERIDA,MERIDA
1807,31PES0068V,ALVARO VAZQUEZ ECHAZARRETA,MATUTINO,SECUNDARIA,86,MERIDA,MERIDA,CALLE 57 460,MERIDA,MERIDA
1808,31PES0070J,COLEGIO JARDINES,MATUTINO,SECUNDARIA,28,MERIDA,MERIDA,CALLE 23 710,MERIDA,MERIDA
1809,31PES0072H,ATENEO DE MERIDA,MATUTINO,SECUNDARIA,94,MERIDA,MERIDA,CALLE 32 151,MERIDA,MERIDA
1810,31PES0073G,RICARDO FLORES MAGON,MATUTINO,SECUNDARIA,149,MERIDA,MERIDA,CALLE 7 406 NA,MERIDA,MERIDA
1811,31PES0074F,JUAN JACOBO ROUSSEAU,MATUTINO,SECUNDARIA,19,MERIDA,MERIDA,CALLE 40 453,MERIDA,MERIDA
1812,31PES0075E,MARIA NELLY ROSADO ESCOBEDO,MATUTINO,SECUNDARIA,54,MERIDA,MERIDA,CALLE 68 507,MERIDA,MERIDA
1813,31PES0076D,CENTRO EDUCATIVO PIAGET,MATUTINO,SECUNDARIA,394,MERIDA,MERIDA,CALLE 35,MERIDA,MERIDA
1814,31PES0077C,MOTOLINIA DE MERIDA,MATUTINO,SECUNDARIA,150,MERIDA,MERIDA,CALLE 14 100,MERIDA,MERIDA
1815,31PES0083N,COLEGIO NIÑOS DE AMERICA,MATUTINO,SECUNDARIA,80,MERIDA,MERIDA,CALLE 124-D 281,MERIDA,MERIDA
1816,31PES0085L,COLEGIO IBEROAMERICANO,MATUTINO,SECUNDARIA,107,MERIDA,MERIDA,,MERIDA,MERIDA
1817,31PES0086K,INSTITUTO MODERNO AMERICANO,MATUTINO,SECUNDARIA,214,MERIDA,MERIDA,CALLE 27-A,MERIDA,MERIDA
1818,31PES0087J,NIÑOS HEROES,MATUTINO,SECUNDARIA,17,MERIDA,MERIDA,CALLE 7-A 344,MERIDA,MERIDA
1819,31PES0088I,DAVID ALFARO SIQUEIROS,MATUTINO,SECUNDARIA,188,MERIDA,MERIDA,CALLE 15 230,MERIDA,MERIDA
1820,31PES0089H,INSTITUTO MEXICO DE MERIDA,MATUTINO,SECUNDARIA,251,MERIDA,MERIDA,CALLE 50 290,MERIDA,MERIDA
1821,31PES0093U,JOSE DE LA LUZ MENA Y ALCOCER,MATUTINO,SECUNDARIA,76,MERIDA,MERIDA,CALLE 26 254,MERIDA,MERIDA
1822,31PES0094T,MANUEL AVILA CAMACHO,MATUTINO,SECUNDARIA,224,MERIDA,MERIDA,CALLE 72 453,MERIDA,MERIDA
1823,31PES0095S,ROSARIO CASTELLANOS FIGUEROA,MATUTINO,SECUNDARIA,48,MERIDA,MERIDA,CALLE 35 203,MERIDA,MERIDA
1824,31PES0096R,CENTRO DE ESTUDIOS MERIDA,MATUTINO,SECUNDARIA,31,MERIDA,MERIDA,,MERIDA,MERIDA
1825,31PES0097Q,INSTITUTO JUAREZ,MATUTINO,SECUNDARIA,19,MERIDA,MERIDA,CALLE 66 591,MERIDA,MERIDA
1826,31PES0098P,INSTITUTO GODWIN,MATUTINO,SECUNDARIA,179,MERIDA,MERIDA,CALLE 5 GLORIETA CUMBRES,MERIDA,MERIDA
1827,31PES0099O,CENTRO EDUCATIVO RENACIMIENTO,MATUTINO,SECUNDARIA,100,MERIDA,MERIDA,CALLE 33 468,MERIDA,MERIDA
1828,31PES0101M,EDUCACION ACTIVA E INTEGRAL FREINET,MATUTINO,SECUNDARIA,116,MERIDA,MERIDA,CALLE 19 524,MERIDA,MERIDA
1829,31PES0106H,SANTO TOMAS DE AQUINO,MATUTINO,SECUNDARIA,61,MERIDA,MERIDA,CALLE 62 554,MERIDA,MERIDA
1830,31PES0108F,SEBASTIAN LERDO DE TEJADA,MATUTINO,SECUNDARIA,205,MERIDA,MERIDA,CALLE 46 377,MERIDA,MERIDA
1831,31PES0111T,COMUNIDAD EDUCATIVA LOYOLA,MATUTINO,SECUNDARIA,104,MERIDA,MERIDA,CALLE 35 299 A,MERIDA,MERIDA
1832,31PES0112S,RUFINO BLANCO FOMBONA,MATUTINO,SECUNDARIA,21,MERIDA,MERIDA,CALLE 49-B 162,MERIDA,MERIDA
1833,31PES0114Q,INSTITUTO MILITARIZADO DEL SURESTE,MATUTINO,SECUNDARIA,49,MERIDA,MERIDA,CALLE PERIFERICO NORTE KM 24 (CHOLUL),MERIDA,MERIDA
1834,31PES0117N,COMUNIDAD EDUCATIVA ALIANZ,MATUTINO,SECUNDARIA,163,MERIDA,MERIDA,CARRETERA A PROGRESO,MERIDA,MERIDA
