ID	CCT	NOMBRE	CALLE Y NUMERO	LOCALIDAD	MUNICIPIO
1631	31PPR0367Z	CENTRO EDUCATIVO MUNDO HISPANO	CALLE 69 338	MERIDA	MERIDA
1632	31PPR0368Z	C.E.I.D.I. CENTRO EDUCATIVO INTEGRAL DE DESARROLLO INFANTIL	CALLE 14 668 A	MERIDA	MERIDA
1633	31PPR0369Y	INSTITUTO BIRKHOFF	CALLE 3 DIAGONAL 184	MERIDA	MERIDA
1634	31PPR0370N	CENTRO EDUCATIVO AMERICA	CALLE 5 137	MERIDA	MERIDA
1635	31PPR0372L	CENTRO EDUCATIVO BLAS PASCAL	CARRETERA A DZITYA	MERIDA	MERIDA
1636	31PPR0373K	CENTRO EDUCATIVO CARLOS MONSIVAIS	CALLE 86 519	MERIDA	MERIDA
1637	31PPR0374J	INSTITUTO MEXICO CAUCEL	CALLE 31 697 B	MERIDA	MERIDA
1638	31PPR0375I	INSTITUTO ARRAYANES	CALLE 40	MERIDA	MERIDA
1639	31PPR0376H	COLEGIO DEWEY	CALLE 49-A 620	MERIDA	MERIDA
1640	31PPR0377G	INSTITUTO MILITARIZADO DEL SURESTE		MERIDA	MERIDA
1641	31PPR0378F	COLEGIO FEDERICK HERBART MERIDA	CALLE 44 584	MERIDA	MERIDA
1642	31PPR0381T	COLEGIO DEL BICENTENARIO	CALLE 12 204	MERIDA	MERIDA
1643	31PPR0382S	CENTRO EDUCATIVO PIAGET SODZIL		MERIDA	MERIDA
1644	31PPR0383R	INSTITUTO PARA EL APRENDIZAJE ILIMITADO	CALLE 45 170	MERIDA	MERIDA
1645	31PPR0384Q	INSTITUTO DE DESARROLLO INTEGRAL CRECE	CALLE 75 374 A	MERIDA	MERIDA
1646	31PPR0385P	PRIMARIA EDUCREA	CARRETERA MERIDA-CAUCEL KM. 7	MERIDA	MERIDA
1647	31PPR0386O	VICTOR MANUEL MARTINEZ HERRERA	CALLE 94 600 A-B-C	MERIDA	MERIDA
1648	31PPR0387N	PRIMARIA IBERO		MERIDA	MERIDA
1649	31PPR0388M	INSTITUTO KOMENSKI	CALLE 5 135	MERIDA	MERIDA
1650	31PPR0391Z	CENTRO EDUCATIVO PATRIA UNIDA	CALLE 48 563	MERIDA	MERIDA
1651	31PPR0392Z	COLEGIO DINA BELANGER	CALLE 32 111	MERIDA	MERIDA
1652	31PPR0393Y	COLEGIO DE MEXICO	CALLE 23-A SN	MERIDA	MERIDA
1653	31PPR0394X	COLEGIO EVEREST	CALLE 29 73	MERIDA	MERIDA
1654	31PPR0395W	CENTRO DE EDUCACION INTEGRAL BINET	CALLE 85 488	MERIDA	MERIDA
1655	31PPR0396V	MADISON INTERNATIONAL SCHOOL		MERIDA	MERIDA
1656	31DPR0463Y	JOSE C PENICHE FAJARDO	CALLE 16	CAUCEL	MERIDA
1657	31DPR0885F	JOSE C PENICHE FAJARDO	CALLE 16	CAUCEL	MERIDA
1658	31EPR0047J	FRANCISCO BATES	CALLE 14	CAUCEL	MERIDA
1659	31EPR0245J	FRANCISCO VILLA	CALLE 14 NA	CAUCEL	MERIDA
1660	31DPR0559K	MIGUEL JORGE		COSGAYA	MERIDA
1661	31DPR0384L	20 DE NOVIEMBRE	CALLE 17-A	CHABLEKAL	MERIDA
1662	31DPR1714T	FELIPE GARDUÑO DIAZ	CALLE 17-A	CHABLEKAL	MERIDA
1663	31DPR0393T	VICENTE GUERRERO		CHALMUCH	MERIDA
1664	31DPR0695O	MIGUEL HIDALGO Y COSTILLA		CHEUMAN	MERIDA
1665	31DPR0220B	AGUSTIN MELGAR	CALLE 21	CHOLUL	MERIDA
1666	31DPR0673C	AGUSTIN FRANCO VILLANUEVA	CALLE 21	CHOLUL	MERIDA
1667	31PPR0316T	CENTRO DE EDUCACION INTEGRAL MONARCA	MANZANA 55	CHOLUL	MERIDA
1668	31KPR0415Y	PRIMARIA COMUNITARIA		DZIBILCHALTUN	MERIDA
1669	31DPR0975Y	IGNACIO ALLENDE		DZIDZILCHE	MERIDA
1670	31DPR0386J	GUILLERMO PRIETO	CALLE 15 100	DZITYA	MERIDA
1671	31DPR0918G	JUAN MIGUEL CASTRO		DZOYAXCHE	MERIDA
1672	31EPR0112T	MANUEL BERZUNZA	CALLE 19 100	DZUNUNCAN	MERIDA
1673	31DPR0831B	BENITO JUAREZ GARCIA		KIKTEIL	MERIDA
1674	31DPR0184N	GONZALO GUERRERO	CALLE 32 93	KOMCHEN	MERIDA
1675	31DPR0672D	AMALIA GOMEZ DE AGUILAR	CALLE 32 93	KOMCHEN	MERIDA
1676	31DPR0502J	BENITO JUAREZ GARCIA	CALLE 19-A	MOLAS	MERIDA
1677	31DPR0383M	FRANCISCO SARABIA		NOC AC	MERIDA
1678	31DPR0625T	CANDELARIA RUZ PATRON		PETAC	MERIDA
1679	31DPR0955K	REDENCION		SAC-NICTE	MERIDA
1680	31KPR0335M	PRIMARIA COMUNITARIA		SAN ANTONIO HOOL	MERIDA
1681	31DPR0669Q	MARIANO MATAMOROS	CALLE 18	SAN IGNACIO TESIP	MERIDA
1682	31DPR0967P	EMILIANO ZAPATA	CALLE 23	SAN JOSE TZAL	MERIDA
1683	31EPR0087K	SALVADOR ALVARADO	CALLE 18	SAN JOSE TZAL	MERIDA
1684	31DPR0950P	EMILIANO ZAPATA		SAN PEDRO CHIMAY	MERIDA
1685	31DPR0391V	FRANCISCO J. MUJICA		SANTA CRUZ PALOMEQUE	MERIDA
1686	31DPR2100C	4 DE JUNIO	CALLE 187-G	SANTA CRUZ PALOMEQUE	MERIDA
1687	31DPR0118O	ZAMNA		SANTA MARIA CHI	MERIDA
1688	31DPR0163A	LAZARO CARDENAS DEL RIO		SIERRA PAPACAL	MERIDA
1689	31DPR0952N	DAVID VIVAS ROMERO	CALLE 9	SITPACH	MERIDA
1690	31DPR0720X	JOSEFA ORTIZ DE DOMINGUEZ		SUSULA	MERIDA
1691	31KPR0380Z	PRIMARIA COMUNITARIA		SUYTUNCHEN	MERIDA
1692	31DPR0562Y	MIGUEL HIDALGO Y COSTILLA		TAHDZIBICHEN	MERIDA
1693	31DPR0957I	GUADALUPE VICTORIA		TEMOZON NORTE	MERIDA
1694	31DPR0961V	HERMENEGILDO GALEANA	CALLE 1	TEXAN CAMARA	MERIDA
1695	31DPR0960W	SALVADOR ALVARADO		TIXCACAL	MERIDA
1696	31DPR0949Z	LUZ Y VERDAD		TIXCUYTUN	MERIDA
1697	31DPR0948A	EMILIANO ZAPATA		SAN ANTONIO TZACALA	MERIDA
1698	31DPR0569R	ALVARO OBREGON		XCANATUN	MERIDA
1699	31DPR0432E	JESUS GARCIA CORONA	CALLE 7	XMATKUIL	MERIDA
1700	31DPR0572E	MELCHOR OCAMPO		YAXNIC	MERIDA
1701	31DPR0433D	EMILIANO ZAPATA		XCUNYA	MERIDA
1702	31DPR0959G	NARCISO MENDOZA		TAMANCHE	MERIDA
1703	31KPR0046V	PRIMARIA COMUNITARIA		YAXCHE	MERIDA
1704	31DPR0956J	20 DE NOVIEMBRE		ONCAN	MERIDA
1705	31KPR0237L	PRIMARIA COMUNITARIA		HUNXECTAMAN	MERIDA
1706	31DES0001I	SANTIAGO BURGOS BRITO	CALLE 21 82 A	MERIDA	MERIDA
1707	31DES0003G	JESUS REYES HEROLES	CALLE 118 314	MERIDA	MERIDA
1708	31DES0004F	JOSE EMILIO VALLADO GALAZ	CALLE 31 201 NA	MERIDA	MERIDA
1709	31DES0009A	ERMILO ABREU GOMEZ	CALLE 57-B 407	MERIDA	MERIDA
1710	31DES0010Q	JOSE VASCONCELOS	CALLE 115 NA	MERIDA	MERIDA
1711	31DES0011P	ALFREDO BARRERA VASQUEZ	CALLE 3-C (ENTRADA POR LA CALLE 117)	MERIDA	MERIDA
1712	31DES0013N	JOSE ESQUIVEL PREN	CALLE 108	MERIDA	MERIDA
1713	31DES0015L	NIDIA BETANCOURT DE AYALA	CALLE 11	MERIDA	MERIDA
1714	31DES2001W	EDMUNDO VILLALVA RODRIGUEZ	CALLE 84-A	MERIDA	MERIDA
1715	31DES2002V	JOSE ANDRES ANTUÑA SANCHEZ	CALLE 53-B	MERIDA	MERIDA
1716	31DES2004T	OCTAVIO PAZ	CALLE 21 82 A	MERIDA	MERIDA
1717	31DES2005S	ENRIQUE GOTTDIENER SOTO	CALLE 31 201 NA	MERIDA	MERIDA
1718	31DES2006R	SOR JUANA INES DE LA CRUZ	CALLE 57-B 407	MERIDA	MERIDA
1719	31DES2007Q	SILVIA NELLY CUEVAS AGUILAR	CALLE 115 SN	MERIDA	MERIDA
1720	31DES2008P	MANUEL CRESCENCIO REJON Y ALCALA	CALLE 3-C (ENTRADA POR LA CALLE 117)	MERIDA	MERIDA
1721	31DES2009O	MARIA DEL CARMEN FERRAEZ IBARRA	CALLE 108 SN	MERIDA	MERIDA
1722	31DES2010D	PABLO BOLIO PONCE	CALLE 118 314	MERIDA	MERIDA
1723	31DES2013A	OMAR GUADALUPE LARA NOVELO	CALLE 34 NA	MERIDA	MERIDA
1724	31DES2015Z	ANDRES JOSE GARCIA LAVIN	CALLE 167 318	MERIDA	MERIDA
1725	31DES2018W	LAZARO CARDENAS DEL RIO	CALLE 120 NA	MERIDA	MERIDA
1726	31DES2021J	NUEVA CREACION II	CALLE 84-A NA	MERIDA	MERIDA
1727	31DES2022I	SARA MARIA CARRILLO VEGA	CALLE 53-B	MERIDA	MERIDA
1728	31DES2023H	ELDA MARIA ZOZAYA PENICHE	CALLE 34 SN	MERIDA	MERIDA
1729	31DES2024G	NUEVA CREACION V	CALLE 167 318	MERIDA	MERIDA
1730	31DES2029B	NUEVA CREACION	CALLE 64-A 654 NA	MERIDA	MERIDA
1731	31DSN0019P	MOISES SAENZ	CALLE 31 201	MERIDA	MERIDA
1732	31DSN0026Z	MOVIMIENTO OBRERO MEXICANO	CALLE 46-B	MERIDA	MERIDA
1733	31DSN0027Y	1 DE MAYO	CALLE 14 407	MERIDA	MERIDA
1734	31DST0001A	SILVIO ZAVALA VALLADO	CALLE 41 438	MERIDA	MERIDA
1735	31DST0001A	SILVIO ZAVALA VALLADO	CALLE 41 438	MERIDA	MERIDA
1736	31DST0002Z	ESCUELA SECUNDARIA TECNICA NUM. 2	CALLE 60	MERIDA	MERIDA
1737	31DST0020P	ESCUELA SECUNDARIA TECNICA NUM. 20	CALLE 46 196 D	MERIDA	MERIDA
1738	31DST0027I	ESCUELA SECUNDARIA TECNICA NUM. 24	CALLE 23	MERIDA	MERIDA
1739	31DST0029G	ESCUELA SECUNDARIA TECNICA NUM. 26	CALLE 147 538 NA	MERIDA	MERIDA
1740	31DST0029G	ESCUELA SECUNDARIA TECNICA NUM. 26	CALLE 147 538 NA	MERIDA	MERIDA
1741	31DST0044Z	ESCUELA SECUNDARIA TECNICA NUM. 44	CALLE 63	MERIDA	MERIDA
1742	31DST0054F	ESCUELA SECUNDARIA TECNICA NUM. 54	CALLE 10-D NA	MERIDA	MERIDA
1743	31DST0055E	ESCUELA SECUNDARIA TECNICA NUM. 55	CALLE 23	MERIDA	MERIDA
1744	31DST0056D	ESCUELA SECUNDARIA TECNICA NUM. 56	CALLE 26-B	MERIDA	MERIDA
1745	31DST0056D	ESCUELA SECUNDARIA TECNICA NUM. 56	CALLE 26-B	MERIDA	MERIDA
1746	31DST0057C	ESCUELA SECUNDARIA TECNICA NUM. 57	CALLE 22 NA	MERIDA	MERIDA
1747	31DST2002N	ESCUELA SECUNDARIA TECNICA NUM. 58	CALLE 63 123	MERIDA	MERIDA
1748	31DST2003M	ESCUELA SECUNDARIA TECNICA NUM. 59	CALLE 94	MERIDA	MERIDA
1749	31DST2011V	ESCUELA SECUNDARIA TECNICA NUM. 66	CALLE 46 650 A	MERIDA	MERIDA
1750	31DST2017P	ESCUELA SECUNDARIA TECNICA 72 "VICTOR MANUEL CERVERA PACHECO"	CALLE 140	MERIDA	MERIDA
1751	31DST2020C	SECUNDARIA TECNICA NUM. 77	CALLE 46 196 D	MERIDA	MERIDA
1752	31DST2021B	SECUNDARIA TECNICA NUM. 78	CALLE 23	MERIDA	MERIDA
1753	31DST2022A	SECUNDARIA TECNICA NUM. 79	CALLE 10-D	MERIDA	MERIDA
1754	31DST2023Z	ESCUELA SECUNDARIA TECNICA NUM. 74	CALLE 32 437	MERIDA	MERIDA
1755	31DST2024Z	ESCUELA SECUNDARIA TECNICA NUM. 75	CALLE 64-A	MERIDA	MERIDA
1756	31DST2025Y	ESCUELA SECUNDARIA TECNICA NUM. 76	CALLE 158	MERIDA	MERIDA
1757	31DST2026X	ESCUELA SECUNDARIA TECNICA NUM. 80	CALLE 46 650 A	MERIDA	MERIDA
1758	31EES0005D	LUIS ALVAREZ BARRET	CALLE 82 538	MERIDA	MERIDA
1759	31EES0005D	LUIS ALVAREZ BARRET	CALLE 82 538	MERIDA	MERIDA
1760	31EES0008A	GONZALO NAVARRO BAEZ	CALLE 59 849	MERIDA	MERIDA
1761	31EES0008A	GONZALO NAVARRO BAEZ	CALLE 59 849	MERIDA	MERIDA
1762	31EES0010P	LEANDRO VALLE	CALLE 21 DIAGONAL 257	MERIDA	MERIDA
1763	31EES0021V	AGUSTIN VADILLO CICERO	CALLE 41	MERIDA	MERIDA
1764	31EES0021V	AGUSTIN VADILLO CICERO	CALLE 41	MERIDA	MERIDA
1765	31EES0022U	ADOLFO CISNEROS CAMARA	CALLE 12	MERIDA	MERIDA
1766	31EES0023T	EDUARDO URZAIZ RODRIGUEZ	CALLE 69	MERIDA	MERIDA
1767	31EES0023T	EDUARDO URZAIZ RODRIGUEZ	CALLE 69	MERIDA	MERIDA
1768	31EES0038V	REPUBLICA DE MEXICO	CALLE 50 415	MERIDA	MERIDA
1769	31EES0040J	GENERAL SALVADOR ALVARADO	CALLE 20 ANTIGUA CARRETERA CHUBURNA	MERIDA	MERIDA
1770	31EES0041I	BENITO JUAREZ GARCIA	CALLE 5-H	MERIDA	MERIDA
1771	31EES0054M	SERAPIO RENDON	CALLE 46	MERIDA	MERIDA
1772	31EES0059H	CARMEN CERVERA ANDRADE	CALLE 38 NA	MERIDA	MERIDA
1773	31EES0060X	GONZALO LOPEZ MANZANERO	CALLE 64 602 A	MERIDA	MERIDA
1774	31EES0117H	SANTIAGO HERRERA CASTILLO	CALLE 41 224 NA	MERIDA	MERIDA
1775	31EES0118G	AURELIANO PINTO RAMIREZ	CALLE 41 NA	MERIDA	MERIDA
1776	31EES0118G	AURELIANO PINTO RAMIREZ	CALLE 41 NA	MERIDA	MERIDA
1777	31EES0121U	CENTRO DE FORMACION BASICA Y SENSIBILIZACION ARTISTICA	AVENIDA ITZAES 501 C	MERIDA	MERIDA
1778	31ESN0001P	MANUEL DIAZ MASSA	CALLE 41 224	MERIDA	MERIDA
1779	31ESN0002O	VICENTE GUERRERO	CALLE 52 555	MERIDA	MERIDA
1780	31ESN0005L	ANTONIO MEDIZ BOLIO	CALLE 99 465	MERIDA	MERIDA
1781	31ESN0017Q	MARGARITA MAZA DE JUAREZ	CALLE 72 556 A	MERIDA	MERIDA
1782	31ESN0018P	JOSE GONZALEZ ROSADO	CALLE 69	MERIDA	MERIDA
1783	31ETV0157O	TELESECUNDARIA NUM. 157	CALLE 22 270 B	MERIDA	MERIDA
1784	31PES0003L	AVELINO MONTES LINAJE-A.C.	CALLE 75 561 A	MERIDA	MERIDA
1785	31PES0004K	VASCO DE QUIROGA	CALLE 60 774	MERIDA	MERIDA
1786	31PES0005J	MIGUEL DE CERVANTES SAAVEDRA	CALLE 16 477	MERIDA	MERIDA
1787	31PES0006I	EMERITENSE	AVENIDA CUPULES 192	MERIDA	MERIDA
1788	31PES0009F	EDUCACION Y PATRIA	CALLE 64 485	MERIDA	MERIDA
1789	31PES0010V	COLEGIO PENINSULAR	CALLE 21 131	MERIDA	MERIDA
1790	31PES0011U	COLEGIO MERIDA	CARRETERA A PROGRESO KILOMETRO 4.5	MERIDA	MERIDA
1791	31PES0012T	MODELO	CALLE 56-A 444	MERIDA	MERIDA
1792	31PES0013S	HISPANO MEXICANO	CALLE 60 382	MERIDA	MERIDA
1793	31PES0015Q	COLEGIO AMERICANO	CALLE 72 499	MERIDA	MERIDA
1794	31PES0016P	CONSUELO ZAVALA	CALLE 60 604	MERIDA	MERIDA
1795	31PES0017O	ELOISA PATRON DE ROSADO-A.C.	CALLE 17 101 E	MERIDA	MERIDA
1796	31PES0018N	JENARO RODRIGUEZ CORREA	CALLE 22 200 A	MERIDA	MERIDA
1797	31PES0042N	COLEGIO AMERICA DE MERIDA	CALLE 58-A 493	MERIDA	MERIDA
1798	31PES0043M	MA GONZALEZ PALMA DE AVILA	CALLE 50 454	MERIDA	MERIDA
1799	31PES0044L	CENTRO UNIVERSITARIO MONTEJO	CALLE 60 106	MERIDA	MERIDA
1800	31PES0049G	COLEGIO MEXICANO	CALLE 69 452	MERIDA	MERIDA
1801	31PES0050W	CRISTOBAL COLON DE YUCATAN-A.C.	CALLE 37 516 E	MERIDA	MERIDA
1802	31PES0058O	JUANA DE ASBAJE	CALLE 17-A 101	MERIDA	MERIDA
1803	31PES0059N	JOAQUIN PEON AZNAR	CALLE 60 718	MERIDA	MERIDA
1804	31PES0061B	CUMBRES	CALLE 5	MERIDA	MERIDA
1805	31PES0065Y	JOSE MONTES DE OCA	CALLE 23 209	MERIDA	MERIDA
1806	31PES0067W	INSTITUTO PATRIA	CALLE PERIFERICO KILOMETRO 2.5	MERIDA	MERIDA
1807	31PES0068V	ALVARO VAZQUEZ ECHAZARRETA	CALLE 57 460	MERIDA	MERIDA
1808	31PES0070J	COLEGIO JARDINES	CALLE 23 710	MERIDA	MERIDA
1809	31PES0072H	ATENEO DE MERIDA	CALLE 32 151	MERIDA	MERIDA
1810	31PES0073G	RICARDO FLORES MAGON	CALLE 7 406 NA	MERIDA	MERIDA
1811	31PES0074F	JUAN JACOBO ROUSSEAU	CALLE 40 453	MERIDA	MERIDA
1812	31PES0075E	MARIA NELLY ROSADO ESCOBEDO	CALLE 68 507	MERIDA	MERIDA
1813	31PES0076D	CENTRO EDUCATIVO PIAGET	CALLE 35	MERIDA	MERIDA
1814	31PES0077C	MOTOLINIA DE MERIDA	CALLE 14 100	MERIDA	MERIDA
1815	31PES0083N	COLEGIO NIÑOS DE AMERICA	CALLE 124-D 281	MERIDA	MERIDA
1816	31PES0085L	COLEGIO IBEROAMERICANO		MERIDA	MERIDA
1817	31PES0086K	INSTITUTO MODERNO AMERICANO	CALLE 27-A	MERIDA	MERIDA
1818	31PES0087J	NIÑOS HEROES	CALLE 7-A 344	MERIDA	MERIDA
1819	31PES0088I	DAVID ALFARO SIQUEIROS	CALLE 15 230	MERIDA	MERIDA
1820	31PES0089H	INSTITUTO MEXICO DE MERIDA	CALLE 50 290	MERIDA	MERIDA
1821	31PES0093U	JOSE DE LA LUZ MENA Y ALCOCER	CALLE 26 254	MERIDA	MERIDA
1822	31PES0094T	MANUEL AVILA CAMACHO	CALLE 72 453	MERIDA	MERIDA
1823	31PES0095S	ROSARIO CASTELLANOS FIGUEROA	CALLE 35 203	MERIDA	MERIDA
1824	31PES0096R	CENTRO DE ESTUDIOS MERIDA		MERIDA	MERIDA
1825	31PES0097Q	INSTITUTO JUAREZ	CALLE 66 591	MERIDA	MERIDA
1826	31PES0098P	INSTITUTO GODWIN	CALLE 5 GLORIETA CUMBRES	MERIDA	MERIDA
1827	31PES0099O	CENTRO EDUCATIVO RENACIMIENTO	CALLE 33 468	MERIDA	MERIDA
1828	31PES0101M	EDUCACION ACTIVA E INTEGRAL FREINET	CALLE 19 524	MERIDA	MERIDA
1829	31PES0106H	SANTO TOMAS DE AQUINO	CALLE 62 554	MERIDA	MERIDA
1830	31PES0108F	SEBASTIAN LERDO DE TEJADA	CALLE 46 377	MERIDA	MERIDA
1831	31PES0111T	COMUNIDAD EDUCATIVA LOYOLA	CALLE 35 299 A	MERIDA	MERIDA
1832	31PES0112S	RUFINO BLANCO FOMBONA	CALLE 49-B 162	MERIDA	MERIDA
1833	31PES0114Q	INSTITUTO MILITARIZADO DEL SURESTE	CALLE PERIFERICO NORTE KM 24 (CHOLUL)	MERIDA	MERIDA
1834	31PES0117N	COMUNIDAD EDUCATIVA ALIANZ	CARRETERA A PROGRESO	MERIDA	MERIDA
1835	31PES0118M	CENTRO ESCOLAR UNESCO	CALLE 60 387	MERIDA	MERIDA
1836	31PES0121Z	MEXICANA DEL MAYAB	CALLE 61 322	MERIDA	MERIDA
1837	31PES0122Z	COLEGIO LIBANES PENINSULAR	CALLE 1-E 99	MERIDA	MERIDA
1838	31PES0123Y	COLEGIO EDUCATIVO BRISAS	CALLE 16 101 B	MERIDA	MERIDA
1839	31PES0124X	JOSEFINA PATRON MENDEZ DE GAMBOA	CALLE 67 437 B	MERIDA	MERIDA
1840	31PES0126V	BINET	CALLE 61 371 A	MERIDA	MERIDA
1841	31PES0128T	BADEN POWELL	CALLE 32 257	MERIDA	MERIDA
1842	31PES0129S	SALVADOR DALI	CALLE 47 274	MERIDA	MERIDA
1843	31PES0130H	JOSE MARTI	CALLE 26 91 A	MERIDA	MERIDA
1844	31PES0131G	ROCHAVI ALTABRISA	CALLE 1-A 343	MERIDA	MERIDA
1845	31PES0132F	CENTRO EDUCATIVO CALVARY	CALLE 27 359	MERIDA	MERIDA
1846	31PES0133E	COLEGIO REGIONAL DE MEXICO-UNIDAD LA JOYA	CALLE 81	MERIDA	MERIDA
1847	31PES0134D	PROFA. AIDA MEJIA SALAZAR DE GOMEZ	CALLE 38 446	MERIDA	MERIDA
1848	31PES0135C	KAROL JOZEF WOJTILA	CALLE 65 315 B-E-G	MERIDA	MERIDA
1849	31PES0136B	WILLIAM BENIGNO BRITO SANSORES	CALLE 53-D 242	MERIDA	MERIDA
1850	31PES0137A	ANGLO DE YUCATAN	CALLE 37-A 303	MERIDA	MERIDA
1851	31PES0138Z	JACINTO UC DE LOS SANTOS	CALLE 59 676	MERIDA	MERIDA
1852	31PES0139Z	CHRISDEN	CALLE 31 251 A	MERIDA	MERIDA
1853	31PES0141N	ALFONSO CASO	CALLE 64 709 A	MERIDA	MERIDA
1854	31PES0144K	INSTITUTO DE EDUCACION PROGRESIVA THE WORKSHOP	CALLE 48 312	MERIDA	MERIDA
1855	31PES0145J	SECUNDARIA CAMPESTRE	CALLE 15 157	MERIDA	MERIDA
1856	31PES0146I	COLEGIO ANGELUS		MERIDA	MERIDA
1857	31PES0148G	CENTRO EDUCATIVO SIGLO XXI	CALLE 21 216	MERIDA	MERIDA
1858	31PES0149F	INSTITUTO MEXICO CAUCEL	CALLE 31 697 B	MERIDA	MERIDA
1859	31PES0150V	INSTITUTO STOPPANI DE MEXICO	CALLE 17 109	MERIDA	MERIDA
1860	31PES0151U	COLEGIO KUKULCAN	CALLE 28 410	MERIDA	MERIDA
1861	31PES0152T	COLEGIO DE MEXICO	CALLE 25-B 291	MERIDA	MERIDA
1862	31PES0153S	AGORA COMUNIDAD EDUCATIVA	CALLE 25	MERIDA	MERIDA
1863	31PES0154R	INSTITUTO BIRKHOFF	CALLE 3 DIAGONAL 184	MERIDA	MERIDA
1864	31PES0155Q	INSTITUTO CASTAÑAR	CALLE 40 310	MERIDA	MERIDA
1865	31PES0156P	MADISON INTERNATIONAL SCHOOL		MERIDA	MERIDA
1866	31PST0005B	SAN AGUSTIN	CALLE 58 484	MERIDA	MERIDA
1867	31PST0006A	MIGUEL ALEMAN VALDEZ	CALLE 27 150	MERIDA	MERIDA
1868	31PST0011M	INSTITUTO COMERCIAL BANCARIO A C	CALLE 62 373	MERIDA	MERIDA
1869	31PST0012L	COLEGIO DEL MAYAB	CALLE 74 553 B	MERIDA	MERIDA
1870	31PST0014J	CESAREO REMIRO MUNARRIZ-A.C.	CALLE 17 62	MERIDA	MERIDA
1871	31SES0001K	22 DE FEBRERO CROC	CALLE 25-B	MERIDA	MERIDA
1872	31EES0009Z	HUMBERTO LARA Y LARA	CALLE 23 CARRETERA MERIDA-CAUCEL	CAUCEL	MERIDA
1873	31EES0100H	RITA CETINA GUTIERREZ	CALLE 18	CHABLEKAL	MERIDA
1874	31ETV0156P	FABIO ESPINOSA GRANADOS		CHALMUCH	MERIDA
1875	31EES0012N	ALFREDO BARRERA VASQUEZ	CALLE 25 87 NA	CHOLUL	MERIDA
1876	31PES0142M	CENTRO DE EDUCACION INTEGRAL MONARCA		CHOLUL	MERIDA
1877	31ETV0034E	LUIS ALVAREZ BARRET		DZITYA	MERIDA
1878	31PES0102L	BLAS PASCAL	CARRETERA A DZITYA KILOMETRO 1.5	DZITYA	MERIDA
1879	31KTV0068F	SECUNDARIA COMUNITARIA		DZOYAXCHE	MERIDA
1880	31ETV0104J	ROMULO ROZO	CALLE 24	DZUNUNCAN	MERIDA
1881	31EES0067Q	JOAQUIN COELLO COELLO	CALLE 14	KOMCHEN	MERIDA
1882	31DST0040C	ESCUELA SECUNDARIA TECNICA NUM. 40		MOLAS	MERIDA
1883	31DST2005K	ESCUELA SECUNDARIA TECNICA NUM. 61	CALLE 16 60	SAN JOSE TZAL	MERIDA
1884	31ETV0056Q	LEANDRO VALLE		SAN PEDRO CHIMAY	MERIDA
1885	31DES2020K	PASTOR GASPAR CASTRO SOBERANIS	CALLE 187-J	SANTA CRUZ PALOMEQUE	MERIDA
1886	31ETV0042N	ANDRES QUINTANA ROO		SIERRA PAPACAL	MERIDA
1887	31ETV0076D	SOR JUANA INES DE LA CRUZ		SITPACH	MERIDA
1888	31ETV0063Z	ANTONIO MEDIZ BOLIO		SAN ANTONIO TZACALA	MERIDA
1889	31DTV0006J	MANUEL AMABILIS		XCANATUN	MERIDA
1890	31ETV0047I	JUAN ALVAREZ		XCUNYA	MERIDA
1891	31DJN0118Y	AQUILES SERDAN	CALLE 21 88	MOCOCHA	MOCOCHA
1892	31KJN0033A	PREESCOLAR COMUNITARIO		TEKAT	MOCOCHA
1893	31KJN0034Z	PREESCOLAR COMUNITARIO		TOO	MOCOCHA
1894	31DPR0429R	GUILLERMO PRIETO	CALLE 18 102	MOCOCHA	MOCOCHA
1895	31EPR0103L	MAURO LOPEZ SOSA	CALLE 21 98	MOCOCHA	MOCOCHA
1896	31DPR0428S	NIÑO ARTILLERO		TEKAT	MOCOCHA
1897	31DPR0427T	5 DE MAYO		TOO	MOCOCHA
1898	31EES0077X	MATILDE CARDENAS ALVAREZ	CARRETERA MERIDA-MOTUL KILOMETRO 15	MOCOCHA	MOCOCHA
1899	31PDI0042H	ASOCIACION EDUCATIVA DE MOTUL	CALLE 27 337	MOTUL DE CARRILLO PUERTO	MOTUL
1900	31DJN0023K	RAFAEL MOGUEL GAMBOA	CALLE 26	MOTUL DE CARRILLO PUERTO	MOTUL
1901	31DJN0052F	NARCISO MENDOZA	CALLE 33 306 B	MOTUL DE CARRILLO PUERTO	MOTUL
1902	31DJN0105U	ESPERANZA GARCIA DE NYSSEN	CALLE 26-A 206	MOTUL DE CARRILLO PUERTO	MOTUL
1903	31DJN0121L	JOSE MARIA PINO SUAREZ	CALLE 41	MOTUL DE CARRILLO PUERTO	MOTUL
1904	31DJN0123J	JOSE ROSAS MORENO	CALLE 20	MOTUL DE CARRILLO PUERTO	MOTUL
1905	31DJN2037A	FELIPE CARRILLO PUERTO	CALLE 46 243	MOTUL DE CARRILLO PUERTO	MOTUL
1906	31PJN0096H	MI PEQUEÑO MUNDO	CALLE 27 337	MOTUL DE CARRILLO PUERTO	MOTUL
1907	31PJN0407U	SAN ANGEL	CALLE 24 305 A	MOTUL DE CARRILLO PUERTO	MOTUL
1908	31DJN0100Z	CARMEN CALDERON	CALLE 19	UCI	MOTUL
1909	31DJN2035C	MUNCH'KAANBAL		TIMUL	MOTUL
1910	31DJN0234O	ALFREDO NOBEL		SACAPUC	MOTUL
