ID	CCT	NOMBRE	CALLE Y NUMERO	LOCALIDAD	MUNICIPIO
2789	31DPR0645G	REMIGIO AGUILAR SOSA	CALLE 61 321	TIZIMIN	TIZIMIN
2790	31DPR0908Z	ABELARDO CONDE RUZ	CALLE 32 360	TIZIMIN	TIZIMIN
2791	31DPR0920V	JUSTO SIERRA MENDEZ	CALLE 52	TIZIMIN	TIZIMIN
2792	31DPR1667Z	GABINO BARREDA	CALLE 59 292 A	TIZIMIN	TIZIMIN
2793	31DPR2051K	FLAVIO CLEMENTE CHAB IZQUIERDO	CALLE 61	TIZIMIN	TIZIMIN
2794	31EPR0164Z	FRANCISCO ALCALA MARTIN	CALLE 42 393	TIZIMIN	TIZIMIN
2795	31EPR0166X	OTILIA LOPEZ	CALLE 50 399	TIZIMIN	TIZIMIN
2796	31EPR0168V	MANUEL ALCALA Y ALCALA	CALLE 52 397	TIZIMIN	TIZIMIN
2797	31EPR0200N	DAVID VIVAS ROMERO	CALLE 44 324	TIZIMIN	TIZIMIN
2798	31EPR0247H	FRANCISCO ALCALA MARTIN	CALLE 42 393	TIZIMIN	TIZIMIN
2799	31PPR0015X	TERESA DE AVILA	CALLE 22 490	TIZIMIN	TIZIMIN
2800	31PPR0191B	INSTITUTO MEXICO	CALLE 51 457 NA	TIZIMIN	TIZIMIN
2801	31PPR0371M	COLEGIO TIZIMIN	CALLE 29 336	TIZIMIN	TIZIMIN
2802	31PPR0379E	CRESCENCIO CARRILLO Y ANCONA	CALLE 33 437	TIZIMIN	TIZIMIN
2803	31KPB0237K	PRIMARIA COMUNITARIA INDIGENA		XBOHOM	TIZIMIN
2804	31DPB0290W	MANUEL CEPEDA PERAZA		CENOTE AZUL	TIZIMIN
2805	31DPR0102N	MANUEL ALCALA MARTIN	CALLE 53	COLONIA YUCATAN	TIZIMIN
2806	31DPR0644H	NICOLAS BRAVO	CALLE 41	EL CUYO	TIZIMIN
2807	31DPR0640L	MELCHOR OCAMPO		CHAN SAN ANTONIO	TIZIMIN
2808	31DPB2015E	LUIS DONALDO COLOSIO MURRIETA		CHENKEKEN	TIZIMIN
2809	31DPR0768Q	IGNACIO ZARAGOZA	NA	DZONOT AKE	TIZIMIN
2810	31KPR0433N	ESCUELA COMUNITARIA CONAFE		DZONOT BOX	TIZIMIN
2811	31DPR0752P	5 DE FEBRERO		DZONOT CARRETERO	TIZIMIN
2812	31DPR0636Z	GUADALUPE VICTORIA		DZONOT MEZO	TIZIMIN
2813	31KPR0437J	ESCUELA CONAFE		DZONOT TIGRE	TIZIMIN
2814	31DPB0132G	MANUEL ANTONIO AY		EL EDEN (YAXIC)	TIZIMIN
2815	31DPR0591T	BENITO JUAREZ GARCIA		KIKIL	TIZIMIN
2816	31KPR0201X	PRIMARIA COMUNITARIA		LA LIBERTAD	TIZIMIN
2817	31DPR0116Q	MIGUEL HIDALGO Y COSTILLA		MANUEL CEPEDA PERAZA	TIZIMIN
2818	31DPR0592S	ANDRES QUINTANA ROO		MOCTEZUMA	TIZIMIN
2819	31DPR0635Z	SALVADOR ALVARADO		X-PANHATORO	TIZIMIN
2820	31DPR0590U	ANTONIO MEDIZ BOLIO	CALLE 50	POPOLNAH	TIZIMIN
2821	31DPR2038Q	ADOLFO LOPEZ MATEOS		POPOLNAH	TIZIMIN
2822	31KPR0082Z	PRIMARIA COMUNITARIA		SAMARIA	TIZIMIN
2823	31DPR0639W	LEOPOLDO AGUILAR ROCA		SAN FRANCISCO YOHACTUN	TIZIMIN
2824	31DPB0060D	JOSE ENRIQUE RODO		SAN ISIDRO KILOMETRO CATORCE (SAN ISIDRO)	TIZIMIN
2825	31DPR0646F	JOSEFA ORTIZ DE DOMINGUEZ		SAN LORENZO CHIQUILA	TIZIMIN
2826	31DPR1666Z	ANTONIO MEDIZ BOLIO		SAN LUIS TZUCTUK	TIZIMIN
2827	31KPR0158Z	PRIMARIA COMUNITARIA		KALAX YOKDZONOT	TIZIMIN
2828	31DPR0649C	LUGERMILO LARA Y LARA		SAN PEDRO JUAREZ	TIZIMIN
2829	31DPR0643I	MIGUEL HIDALGO Y COSTILLA		SANTA CLARA DZIBALKU	TIZIMIN
2830	31KPR0131S	PRIMARIA COMUNITARIA		SANTA ELENA	TIZIMIN
2831	31DPR0297Q	VENUSTIANO CARRANZA		SANTA ROSA	TIZIMIN
2832	31DPR0115R	SANTIAGO HERRERA CASTILLO		SANTA ROSA CONCEPCION	TIZIMIN
2833	31DPR0196S	NIÑOS HEROES		LA SIERRA	TIZIMIN
2834	31DPR0258O	DAVID VIVAS ROMERO		SUCOPO	TIZIMIN
2835	31DPB2009U	TUUNBEN KA'ANBESAJ		NUEVO TEZOCO	TIZIMIN
2836	31DPR0903E	FELIPE CARRILLO PUERTO	CALLE 10 SN	TIXCANCAL	TIZIMIN
2837	31KPR0229C	PRIMARIA COMUNITARIA		X-MAKULAN	TIZIMIN
2838	31DPR0647E	JOSE MARIA MORELOS Y PAVON		YAXCHEKU	TIZIMIN
2839	31DPR0107I	MIGUEL HIDALGO Y COSTILLA		YOHACTUN DE HIDALGO	TIZIMIN
2840	31KPB0184W	PRIMARIA INDIGENA PAEPI		SAN ISIDRO KANCABDZONOT	TIZIMIN
2841	31DPB0169U	RICARDO FLORES MAGON		SAN ANDRES	TIZIMIN
2842	31DPR0638X	JUAN CRISOSTOMO CANO Y CANO		SAN MANUEL KILOMETRO ONCE	TIZIMIN
2843	31DPB2022O	JUAN ESCUTIA		SAN PEDRO BACAB	TIZIMIN
2844	31DPB0281O	JUAN PACHECO TORRES		LUIS ROSADO VEGA	TIZIMIN
2845	31KPR0285V	PRIMARIA COMUNITARIA	SN	FELIPE CARRILLO PUERTO NUMERO UNO	TIZIMIN
2846	31KPR0397Z	PRIMARIA COMUNITARIA		EL ALAMO	TIZIMIN
2847	31DPB0083O	PABLO GONZALEZ CASANOVA		SAN JOSE MONTECRISTO	TIZIMIN
2848	31DPB0261A	BENITO JUAREZ GARCIA		DZIBALKU	TIZIMIN
2849	31DPR0751Q	CRISTOBAL COLON		SANTA MARIA	TIZIMIN
2850	31DPB0004L	ANDRES QUINTANA ROO		SAN JUAN KILOMETRO CUATRO	TIZIMIN
2851	31KPB0185V	PRIMARIA INDIGENA PAEPI	SN	TRASCORRAL	TIZIMIN
2852	31DPR0275E	CUAUHTEMOC		SANTA ANA	TIZIMIN
2853	31DPB0179A	FELIPE CARRILLO PUERTO		KABICHEN	TIZIMIN
2854	31DPB0067X	JOSE MARIA MORELOS Y PAVON		CHAN TRES REYES	TIZIMIN
2855	31DPR0754N	DAMIAN CARMONA		CHAN CENOTE	TIZIMIN
2856	31DPR2072X	ESTADO DE YUCATAN		CHAN CENOTE	TIZIMIN
2857	31DPR0550T	MANUEL VARGAS AYUSO		SAN JOSE	TIZIMIN
2858	31DES2014Z	JACINTO CANEK	CALLE 52-A	TIZIMIN	TIZIMIN
2859	31DST0004Y	ESCUELA SECUNDARIA TECNICA NUM. 4	CARRETERA TIZIMIN-COLONIA YUCATAN KILOMETRO 4	TIZIMIN	TIZIMIN
2860	31EES0028O	MIGUEL BARRERA PALMERO	CALLE 50 333	TIZIMIN	TIZIMIN
2861	31EES0028O	MIGUEL BARRERA PALMERO	CALLE 50 333	TIZIMIN	TIZIMIN
2862	31ETV0188H	ROSA MARIA RUZ REJON	CALLE 78	TIZIMIN	TIZIMIN
2863	31PES0020B	COLEGIO TERESA DE AVILA DE TIZIMIN	CALLE 22 490	TIZIMIN	TIZIMIN
2864	31PES0062A	INSTITUTO MEXICO	CALLE 51 457 NA	TIZIMIN	TIZIMIN
2865	31PES0080Q	CRESCENCIO CARRILLO Y ANCONA	CALLE 33 437	TIZIMIN	TIZIMIN
2866	31PES0140O	COLEGIO TIZIMIN	CALLE 29 336	TIZIMIN	TIZIMIN
2867	31EES0058I	JOAQUIN CEBALLOS MIMENZA	CALLE 53	COLONIA YUCATAN	TIZIMIN
2868	31ETV0024Y	MIGUEL HIDALGO Y COSTILLA		EL CUYO	TIZIMIN
2869	31ETV0093U	CONSUELO ZAVALA CASTILLO		CHAN SAN ANTONIO	TIZIMIN
2870	31KTV0014B	SECUNDARIA COMUNITARIA		CHENKEKEN	TIZIMIN
2871	31ETV0023Z	EMILIANO ZAPATA	CARRETERA DZONOT AKE-DZONOT TIGRE	DZONOT AKE	TIZIMIN
2872	31EES0096L	IGNACIO RAMIREZ		DZONOT CARRETERO	TIZIMIN
2873	31ETV0094T	SERAPIO BAQUEIRO PREVE	SN	DZONOT MEZO	TIZIMIN
2874	31DTV0005K	ARTEMIO ALPIZAR RUZ		EL EDEN (YAXIC)	TIZIMIN
2875	31KTV0101X	SECUNDARIA COMUNITARIA		LA LIBERTAD	TIZIMIN
2876	31ETV0161A	JUAN RIVERO GUTIERREZ		MOCTEZUMA	TIZIMIN
2877	31KTV0008R	SECUNDARIA COMUNITARIA		X-PANHATORO	TIZIMIN
2878	31EES0094N	ANGELA GONZALEZ DE MENENDEZ	CALLE 48	POPOLNAH	TIZIMIN
2879	31KTV0032R	SECUNDARIA COMUNITARIA		SAN ISIDRO KILOMETRO CATORCE (SAN ISIDRO)	TIZIMIN
2880	31KTV0083Y	SECUNDARIA COMUNITARIA		SANTA CLARA DZIBALKU	TIZIMIN
2881	31ETV0054S	HEROE DE NACOZARI		SUCOPO	TIZIMIN
2882	31KTV0006T	SECUNDARIA COMUNITARIA		NUEVO TEZOCO	TIZIMIN
2883	31EES0072B	PRUDENCIO PATRON PENICHE	CALLE 15	TIXCANCAL	TIZIMIN
2884	31KTV0065I	SECUNDARIA COMUNITARIA		YAXCHEKU	TIZIMIN
2885	31ETV0096R	RAQUEL DZIB CICERO		YOHACTUN DE HIDALGO	TIZIMIN
2886	31KTV0053D	SECUNDARIA COMUNITARIA		SAN MANUEL KILOMETRO ONCE	TIZIMIN
2887	31KTV0012D	SECUNDARIA COMUNITARIA		SAN PEDRO BACAB	TIZIMIN
2888	31ETV0099O	YUCATAN	CARRETERA HIPOLITO-SAN JOSE CONDE	SAN HIPOLITO	TIZIMIN
2889	31KTV0064J	SECUNDARIA COMUNITARIA		DZIBALKU	TIZIMIN
2890	31KTV0034P	SECUNDARIA COMUNITARIA		SANTA PILAR	TIZIMIN
2891	31ETV0186J	CARLOS MONSIVAIS ACEVES		SANTA ROSA Y ANEXAS	TIZIMIN
2892	31KTV0054C	SECUNDARIA COMUNITARIA		TRASCORRAL	TIZIMIN
2893	31KTV0016Z	SECUNDARIA COMUNITARIA		SANTA ANA	TIZIMIN
2894	31KTV0031S	SECUNDARIA COMUNITARIA		KABICHEN	TIZIMIN
2895	31ETV0022Z	JOSE MARIA MORELOS Y PAVON	CARRETERA TIXCANCAL-CHAN CENOTE KILOMETRO 7	CHAN CENOTE	TIZIMIN
2896	31DCC0260X	U ZAZIL CAH	CALLE 28	TUNKAS	TUNKAS
2897	31DJN0046V	VICTOR MANUEL MARTINEZ HERRERA	CALLE 27	TUNKAS	TUNKAS
2898	31KJN0165S	PREESCOLAR COMUNITARIO		SAN JOSE PIBTUCH	TUNKAS
2899	31KJN0113M	PREESCOLAR COMUNITARIO		SAN ANTONIO CHUC	TUNKAS
2900	31KJN0109Z	PREESCOLAR COMUNITARIO		ONICHEN	TUNKAS
2901	31DPB0010W	LAZARO CARDENAS DEL RIO	CALLE 26 120	TUNKAS	TUNKAS
2902	31DPR0239Z	FELIPE CARRILLO PUERTO	CALLE 35	TUNKAS	TUNKAS
2903	31EPR0017P	FRANCISCO I. MADERO	CALLE 23 90	TUNKAS	TUNKAS
2904	31EPR0169U	GERTRUDIS MALDONADO DE G	CALLE 32 109	TUNKAS	TUNKAS
2905	31DPR0846D	EMILIANO ZAPATA		SAN JOSE PIBTUCH	TUNKAS
2906	31DPB0282N	EMILIANO ZAPATA	CALLE 8 2	SAN ANTONIO CHUC	TUNKAS
2907	31KPR0087V	PRIMARIA COMUNITARIA		ONICHEN	TUNKAS
2908	31DST0037P	ESCUELA SECUNDARIA TECNICA NUM. 37	CARRETERA TUN-CEN KILOMETRO 1	TUNKAS	TUNKAS
2909	31ETV0113R	CARLOS A. CARRILLO		SAN ANTONIO CHUC	TUNKAS
2910	31DCC0097M	PEDRO MARIA ANAYA		TZUCACAB	TZUCACAB
2911	31DCC0212N	GUADALUPE VICTORIA		TZUCACAB	TZUCACAB
2912	31DCC2002W	CINCO DE FEBRERO		TZUCACAB	TZUCACAB
2913	31DJN0006U	VICENTE GUERRERO	CALLE 22	TZUCACAB	TZUCACAB
2914	31DJN2025W	ANTONIO BETANCOURT PEREZ	CALLE 17	TZUCACAB	TZUCACAB
2915	31EJN0077N	AGUSTIN MELGAR	CALLE 30	TZUCACAB	TZUCACAB
2916	31DCC0178X	JUAN DE LA BARRERA		CATMIS	TZUCACAB
2917	31DCC0004G	PEDRO MARIA ANAYA		CAXAYTUK	TZUCACAB
2918	31DCC0094P	NIÑOS HEROES		CORRAL	TZUCACAB
2919	31DCC0098L	FRANCISCO JAVIER MINA		EK-BALAM	TZUCACAB
2920	31DCC0284G	ELIGIO ANCONA		NOH-BEC	TZUCACAB
2921	31KJN0124S	PREESCOLAR COMUNITARIO		SAN SALVADOR PISTE AKAL	TZUCACAB
2922	31KJN0270C	PREESCOLAR COMUNITARIO		POLHUACXIL	TZUCACAB
2923	31KJN0153N	PREESCOLAR COMUNITARIO		TIGRE GRANDE	TZUCACAB
2924	31KJN0265R	PREESCOLAR COMUNITARIO		JUNTURA UNO	TZUCACAB
2925	31DPR0121B	NIÑO ARTILLERO	CALLE 23 22	TZUCACAB	TZUCACAB
2926	31DPR0189I	VICENTE GUERRERO	CALLE 33 98 NA	TZUCACAB	TZUCACAB
2927	31DPR0748C	1 DE MAYO		TZUCACAB	TZUCACAB
2928	31DPR0759I	EMILIANO ZAPATA	CALLE 41 97	TZUCACAB	TZUCACAB
2929	31DPR1694W	NARCISO MENDOZA	CALLE 23 79	TZUCACAB	TZUCACAB
2930	31EPR0170J	MANUEL ALCALA MARTIN	CALLE 30 100 NA	TZUCACAB	TZUCACAB
2931	31DPR1669X	GUSTAVO DIAZ ORDAZ		CATMIS	TZUCACAB
2932	31DPB0228T	MELCHOR OCAMPO		CAXAYTUK	TZUCACAB
2933	31DPB0214Q	ALVARO OBREGON		CORRAL	TZUCACAB
2934	31DPR0749B	MIGUEL HIDALGO Y COSTILLA		EK-BALAM	TZUCACAB
2935	31DPB0119M	ANTONIO MEDIZ BOLIO		NOH-BEC	TZUCACAB
2936	31DPB0137B	JUSTO SIERRA MENDEZ		SAN SALVADOR PISTE AKAL	TZUCACAB
2937	31DPB0220A	JOSE MARIA MORELOS Y PAVON		POLHUACXIL	TZUCACAB
2938	31DPB0240O	MARIA LOMBARDO DE CASO		SACBECAN	TZUCACAB
2939	31DPB0231G	ANTONIO CASO ANDRADE		TIGRE GRANDE	TZUCACAB
2940	31DPB0232F	5 DE FEBRERO		XCOBIAKAL (XCOBILAKAL)	TZUCACAB
2941	31DPB0126W	RAFAEL RAMIREZ CASTAÑEDA		EL ESCONDIDO	TZUCACAB
2942	31KPR0164J	PRIMARIA COMUNITARIA		BLANCA FLOR	TZUCACAB
2943	31KPR0314Z	PRIMARIA COMUNITARIA		JUNTURA UNO	TZUCACAB
2944	31DST2010W	ESCUELA SECUNDARIA TECNICA NUM. 65	CALLE 53 SN	TZUCACAB	TZUCACAB
2945	31EES0007B	LOS TRATADOS DE TZUCACAB	CALLE 32	TZUCACAB	TZUCACAB
2946	31DST2009G	ESCUELA SECUNDARIA TECNICA NUM. 64		CATMIS	TZUCACAB
2947	31ETV0045K	IGNACIO MANUEL ALTAMIRANO		CORRAL	TZUCACAB
2948	31ETV0189G	NUEVA CREACION		EK-BALAM	TZUCACAB
2949	31ETV0162Z	VICENTE SUAREZ		NOH-BEC	TZUCACAB
2950	31KTV0028E	SECUNDARIA COMUNITARIA		SAN SALVADOR PISTE AKAL	TZUCACAB
2951	31KTV0013C	SECUNDARIA COMUNITARIA		TIGRE GRANDE	TZUCACAB
2952	31DCC0126R	FELIPE CARRILLO PUERTO	CALLE 18	UAYMA	UAYMA
2953	31DCC0213M	JUAN CUPUL		SANTA MARIA AZNAR	UAYMA
2954	31DPR0105K	MIGUEL HIDALGO Y COSTILLA		UAYMA	UAYMA
2955	31DPR2035T	FELIPE ELOY ALCOCER CORONADO		UAYMA	UAYMA
2956	31DPR1006R	EMILIANO ZAPATA		SANTA MARIA AZNAR	UAYMA
2957	31KPR0438I	ESCUELA COMUNITARIA CONAFE		SAN LORENZO	UAYMA
2958	31EES0105C	JUAN GARCIA PONCE	CALLE 25	UAYMA	UAYMA
2959	31ETV0176C	ESCUELA TELESECUNDARIA		SANTA MARIA AZNAR	UAYMA
2960	31DCC0239U	NETZAHUALCOYOTL		UCU	UCU
2961	31DCC0240J	JACINTO PAT		YAXCHE DE PEON	UCU
2962	31DPR0902F	FELIPE ALCOCER CASTILLO	CALLE 20	UCU	UCU
2963	31DPR0911N	JOSE MARIA MORELOS Y PAVON		YAXCHE DE PEON	UCU
2964	31EES0080K	ELMER ORLANDO GOROCICA LARA	CALLE 21 SN	UCU	UCU
2965	31EDI0006X	WILLIAM MANUEL QUINTAL MONTERO	CALLE 27	UMAN	UMAN
2966	31PDI0044F	GVC NUM. 168 KIN PAAL	CALLE 19 119	UMAN	UMAN
2967	31DJN0073S	NIÑOS HEROES	CALLE 19 101	UMAN	UMAN
2968	31DJN0109Q	JOSE VASCONCELOS		UMAN	UMAN
2969	31DJN0135O	BERNAL DIAZ DEL CASTILLO	CALLE 9	UMAN	UMAN
2970	31DJN0137M	AMADO NERVO	CALLE 27	UMAN	UMAN
2971	31DJN0212C	MIGUEL DE CERVANTES SAAVEDRA	CALLE 7	UMAN	UMAN
2972	31DJN0230S	BRIGIDA ALFARO	CALLE 24 150	UMAN	UMAN
2973	31DJN2006H	MAA-TU'BZCEN	CALLE 29-A DIAGONAL	UMAN	UMAN
2974	31DJN2038Z	JUAN DE LA BARRERA	CALLE 15-D 416	UMAN	UMAN
2975	31DJN2067V	LUIS ROSADO VEGA	CALLE 32-A	UMAN	UMAN
2976	31DJN2068U	LIGIA TRINIDAD CAMARA BLUM	CALLE 32 SN	UMAN	UMAN
2977	31EJN0051F	NARCISO MENDOZA	CALLE 16	UMAN	UMAN
2978	31EJN0053D	FERNANDO MONTES DE OCA	CALLE 26 117	UMAN	UMAN
2979	31PJN0025N	PINOCHO	CALLE 27 DIAGONAL 352	UMAN	UMAN
2980	31PJN0097G	INSTITUTO LOL-BE	CALLE 29 DIAGONAL 399	UMAN	UMAN
2981	31PJN0133V	KIN PAA'L	CALLE 19 119	UMAN	UMAN
2982	31PJN0166M	LA HORA DE SER FELIZ	CALLE 29 101 A	UMAN	UMAN
2983	31PJN0297E	AGUSTIN MELGAR	CALLE 21 97 A	UMAN	UMAN
2984	31DCC0040L	CECILIO CHI		BOLON	UMAN
2985	31DCC0073C	VALENTIN GOMEZ FARIAS		DZIBIKAK	UMAN
2986	31KJN0364R	PREESCOLAR COMUNITARIO		HOTZUC	UMAN
2987	31DCC0075A	FRANCISCO J. MUJICA		OXCUM	UMAN
2988	31DCC0076Z	MARGARITA MAZA DE JUAREZ		OXHOLON	UMAN
2989	31DCC0077Z	MELCHOR OCAMPO		POXILA	UMAN
2990	31DCC0041K	LAZARO CARDENAS DEL RIO		SAN ANTONIO CHUM	UMAN
2991	31KJN0329L	PREESCOLAR COMUNITARIO		SAN ANTONIO MULIX	UMAN
2992	31DCC0243G	JUAN DE DIOS PEZA		TANIL	UMAN
2993	31KJN0410M	PREESCOLAR COMUNITARIO		TEBEC	UMAN
2994	31DCC0079X	JOSE MARIA ITURRALDE TRACONIS		TICIMUL	UMAN
2995	31DCC2018X	IN YAAX KAAMBAL		XCUCUL SUR	UMAN
2996	31DCC0042J	FRANCISCO GONZALEZ BOCANEGRA		XTEPEN	UMAN
2997	31DCC0043I	JUANA INES DE LA CRUZ		YAXCOPOIL	UMAN
2998	31KJN0210O	PREESCOLAR COMUNITARIO		PETEC BILTUN	UMAN
2999	31KJN0231A	PREESCOLAR COMUNITARIO		SANTA BARBARA I	UMAN
3000	31DPR0004M	DELIA MARIA PINELO RODRIGUEZ	CALLE 22 159	UMAN	UMAN
3001	31DPR0005L	TIERRA Y LIBERTAD	CALLE 25-A	UMAN	UMAN
3002	31DPR0400M	MEXICO		UMAN	UMAN
3003	31DPR0656M	EL NIÑO ARTILLERO	CALLE 23	UMAN	UMAN
3004	31DPR0657L	RAFAEL RAMIREZ CASTAÑEDA	CALLE 18 10 NA	UMAN	UMAN
3005	31DPR0829N	BENITO JUAREZ GARCIA	CALLE 18 10	UMAN	UMAN
3006	31DPR1690Z	SEBASTIAN PAVIA VILLANUEVA	CALLE 28	UMAN	UMAN
3007	31DPR1710X	PASTOR RAMIREZ COELLO	CALLE 22 159 NA	UMAN	UMAN
3008	31DPR2054H	JOSE VASCONCELOS	CALLE 15-A 557 NA	UMAN	UMAN
3009	31DPR2061R	PLUTARCO ELIAS CALLES	CALLE 15-A 557	UMAN	UMAN
3010	31DPR2104Z	NUEVA CREACION	CALLE 41 613 NA	UMAN	UMAN
3011	31DPR2106X	NUEVA CREACION	CALLE 41 613	UMAN	UMAN
3012	31EPR0080R	RUBEN DARIO HERRERA	CALLE 27	UMAN	UMAN
3013	31EPR0172H	LIC.  NICOLAS MOGUEL	CALLE 16-A 18	UMAN	UMAN
3014	31EPR0173G	JUSTO SIERRA MENDEZ	CALLE 20 109 NA	UMAN	UMAN
3015	31EPR0174F	SALVADOR ALVARADO	CALLE 21 105 NA	UMAN	UMAN
3016	31EPR0248G	JOSEFA ORTIZ DE DOMINGUEZ	CALLE 16-B 96	UMAN	UMAN
3017	31EPR0249F	CARLOS P. MOLAS GAMBOA	CALLE 21 105	UMAN	UMAN
3018	31EPR0250V	JOSE ENRIQUE RUIZ CARRILLO	CALLE 27	UMAN	UMAN
3019	31PPR0288N	INSTITUTO LOL-BE	CALLE 29 DIAGONAL 401	UMAN	UMAN
3020	31PPR0311Y	GABRIELA MISTRAL	CALLE 29 103 B	UMAN	UMAN
3021	31PPR0347M	KIN PAAL	CALLE 22 97 B	UMAN	UMAN
3022	31PPR0363D	JULIO CORTAZAR	CALLE 27 DIAGONAL 354	UMAN	UMAN
3023	31DPR0167X	BENITO JUAREZ GARCIA	NA	BOLON	UMAN
3024	31DPR0653P	CANDELARIA RUZ PATRON	SN	DZIBIKAK	UMAN
3025	31DPR0857J	CRISTOBAL COLON		HOTZUC	UMAN
3026	31DPR0651R	CUAUHTEMOC		HUNXECTAMAN	UMAN
3027	31DPR0401L	VICENTE GUERRERO		OXCUM	UMAN
3028	31DPR1007Q	DELIO MORENO CANTON	SN	OXHOLON	UMAN
3029	31DPR0658K	SOR JUANA INES DE LA CRUZ		POXILA	UMAN
3030	31DPR0661Y	MIGUEL HIDALGO Y COSTILLA		SAN ANTONIO CHUM	UMAN
3031	31KPR0184X	PRIMARIA COMUNITARIA		SAN ANTONIO MULIX	UMAN
3032	31DPR0398O	VICENTE GUERRERO		TANIL	UMAN
3033	31DPR0654O	NACHI COCOM		TEBEC	UMAN
3034	31DPR0650S	1 DE MAYO		TICIMUL	UMAN
3035	31DPR0847C	LAZARO CARDENAS DEL RIO		XCUCUL SUR	UMAN
3036	31DPR0655N	MIGUEL HIDALGO Y COSTILLA		XTEPEN	UMAN
3037	31DPR0660Z	MIGUEL HIDALGO Y COSTILLA	SN	YAXCOPOIL	UMAN
3038	31DPB0291V	PEDRO DE GANTE		PETEC BILTUN	UMAN
3039	31DPB2033U	TUUMBEN K'IIN	CALLE 61	SANTA BARBARA I	UMAN
3040	31DES2016Y	ROOSEVELT ERCE BARRON PECH	CALLE 28 113 NA	UMAN	UMAN
3041	31DSN0004N	MANUEL CEPEDA PERAZA	CALLE 20-A 109	UMAN	UMAN
3042	31DST2018O	ESCUELA SECUNDARIA TECNICA NUM. 73	CALLE 42 NA	UMAN	UMAN
3043	31DST2028V	ESCUELA SECUNDARIA TECNICA NUM. 82	CALLE 51 701 V	UMAN	UMAN
3044	31EST0012F	RAQUEL DZIB CICERO	CALLE 17	UMAN	UMAN
3045	31EST0012F	RAQUEL DZIB CICERO	CALLE 17	UMAN	UMAN
3046	31PES0147H	COLEGIO KIN PAAL	CALLE 22 97 B	UMAN	UMAN
3047	31ETV0053T	JOSE GONZALEZ BOCANEGRA		BOLON	UMAN
3048	31ETV0153S	TIERRA Y LIBERTAD		DZIBIKAK	UMAN
3049	31ETV0037B	JUAN ESCUTIA		OXCUM	UMAN
3050	31ETV0071I	NIÑOS HEROES		OXHOLON	UMAN
3051	31ETV0040P	RAMON LOPEZ VELARDE		POXILA	UMAN
3052	31ETV0120A	FRANCISCO JAVIER MINA		SAN ANTONIO CHUM	UMAN
3053	31ETV0121Z	ALFONSO VILLA ROJAS		TEBEC	UMAN
3054	31ETV0171H	QUETZALCOATL		TICIMUL	UMAN
3055	31ETV0073G	LOS MAYAS		XTEPEN	UMAN
3056	31EES0116I	RAMON G. BONFIL	CALLE 5 SN	YAXCOPOIL	UMAN
3057	31EDI0002A	MARCELINA SILVA DE ARCEO	CALLE 23 SN	VALLADOLID	VALLADOLID
3058	31PDI0062V	GUARDERIA VECINAL COMUNITARIA ESQUEMA UNICO NUM. 783	CALLE 43	VALLADOLID	VALLADOLID
3059	31DCC0290R	BENITO JUAREZ GARCIA	CALLE 40	VALLADOLID	VALLADOLID
3060	31DJN0093F	DEMETRIO RIVERO TRIAY	CALLE 54 203	VALLADOLID	VALLADOLID
3061	31DJN0120M	NAZUL	CALLE 40-A	VALLADOLID	VALLADOLID
3062	31DJN0122K	PABLO NERUDA	CALLE 49 131	VALLADOLID	VALLADOLID
3063	31DJN0162L	JUAN RAMON JIMENEZ	CALLE 12	VALLADOLID	VALLADOLID
3064	31DJN0179L	ZACI	CALLE 40	VALLADOLID	VALLADOLID
3065	31DJN0180A	MANUEL CEPEDA PERAZA	CALLE 27	VALLADOLID	VALLADOLID
3066	31DJN0235N	DALIA DE LAS CUEVAS DE RIVERO	CALLE 18	VALLADOLID	VALLADOLID
3067	31DJN2041N	CHILAM-BALAM	CALLE 64	VALLADOLID	VALLADOLID
3068	31EJN0023J	CONSUELO ANDRADE	CALLE 36 204	VALLADOLID	VALLADOLID
3069	31EJN0048S	JOSE MARIA PINO SUAREZ	CALLE 33	VALLADOLID	VALLADOLID
3070	31PJN0184B	HISPANO MEXICANO DEL SURESTE		VALLADOLID	VALLADOLID
3071	31PJN0399B	SYLVANA	CALLE 23 124 A	VALLADOLID	VALLADOLID
3072	31PJN0423L	CENTRO PEDAGOGICO INFANTIL SUSULKIJ CHE	CALLE 10 53	VALLADOLID	VALLADOLID
3073	31DCC0247C	20 DE NOVIEMBRE		DZITNUP	VALLADOLID
3074	31DCC0112O	24 DE FEBRERO		EBTUN	VALLADOLID
3075	31DCC0025T	JOSE MARIA ITURRALDE TRACONIS		KANXOC	VALLADOLID
3076	31DCC2027E	POPOL-VUH	CALLE 8	KANXOC	VALLADOLID
3077	31KCC0085R	PREESCOLAR INDIGENA PAEPI		KOOPCHEN	VALLADOLID
3078	31KCC0199T	PREESCOLAR INDIGENA PAEPI		NOHSUYTUN	VALLADOLID
3079	31DCC0127Q	RAFAEL CHAZARO PEREZ		PIXOY	VALLADOLID
3080	31DCC0128P	CECILIO CHI		POPOLA	VALLADOLID
3081	31DCC2031R	JACINTO CANEK		POPOLA	VALLADOLID
3082	31KCC0114W	PREESCOLAR INDIGENA PAEPI		SAN ANDRES X-BAC	VALLADOLID
3083	31KCC0086Q	PREESCOLAR INDIGENA PAEPI		SANTA ROSA	VALLADOLID
3084	31DCC0216J	ADOLFO CISNEROS CAMARA		TAHMUY	VALLADOLID
