NOMBRE,CALLE Y NUMERO,LOCALIDAD,MUNICIPIO,LAT_HITS,LNG_HITS
GABINO BARREDA,CALLE 59 292 A,TIZIMIN,TIZIMIN,21.1391509,-88.151255
NICOLAS BRAVO,CALLE 59 564 A,MERIDA,MERIDA,20.9701886,-89.6323627
NICOLAS BRAVO,CALLE 59 566,MERIDA,MERIDA,20.9697357,-89.6299181
ELIGIO ANCONA,CALLE 59 624,MERIDA,MERIDA,20.9705853,-89.6354862
CENTRO EDUCATIVO INFANTIL DONALD,CALLE 59 634,MERIDA,MERIDA,20.9949375,-89.6929646
COLEGIO LIBERTAD,CALLE 59 649,MERIDA,MERIDA,21.069449,-89.6480227
JACINTO UC DE LOS SANTOS,CALLE 59 676,MERIDA,MERIDA,20.9963572,-89.7018441
GUARDERIA PARTICIPATIVA NUM. 263 CANACINTRA DELEGACION YUCATAN,CALLE 59 839,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
GONZALO NAVARRO BAEZ,CALLE 59 849,MERIDA,MERIDA,20.9656085,-89.5888257
GONZALO NAVARRO BAEZ,CALLE 59 849,MERIDA,MERIDA,20.9656085,-89.5888257
EL CASTILLO DE LOS NIÑOS,CALLE 59 933,MERIDA,MERIDA,21.0695723,-89.6621216
CENTRO EDUCATIVO MONTESSORI NAJ PAALAAL DE MERIDA,CALLE 6,MERIDA,MERIDA,21.030813,-89.590287
MARIA ISOLINA ROSADO,CALLE 6,TIXKOKOB,TIXKOKOB,ZERO_RESULTS,ZERO_RESULTS
DAVID VIVAS ROMERO,CALLE 6 (AVENIDA CUPULES) 64,MERIDA,MERIDA,20.9908482,-89.6245395
ISOLINA PEREZ CASTILLO,CALLE 6 39,MERIDA,MERIDA,20.995582,-89.6012581
NARCEDALIA MONTALVO DE G,CALLE 6 41,SUDZAL,SUDZAL,ZERO_RESULTS,ZERO_RESULTS
JOSE MA MORELOS Y PAVON,CALLE 6 69,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
BENITO JUAREZ GARCIA,CALLE 60,TEYA,KANASIN,ZERO_RESULTS,ZERO_RESULTS
NUEVA CREACION,CALLE 60,MERIDA,MERIDA,20.9727097,-89.6223694
ESCUELA PRIMARIA,CALLE 60,MERIDA,MERIDA,20.9794751,-89.6208338
ESCUELA SECUNDARIA TECNICA NUM. 2,CALLE 60,MERIDA,MERIDA,20.97,-89.62
CENTRO UNIVERSITARIO MONTEJO,CALLE 60 106,MERIDA,MERIDA,21.0266345,-89.6278128
JOSE VASCONCELOS,CALLE 60 381 A,MERIDA,MERIDA,20.9345677,-89.6155174
HISPANO MEXICANO-A.C.,CALLE 60 382,MERIDA,MERIDA,20.9803246,-89.6197857
HISPANO MEXICANO,CALLE 60 382,MERIDA,MERIDA,20.9803246,-89.6197857
HIDALGO,CALLE 60 384,MERIDA,MERIDA,20.9794488,-89.6208242
CENTRO ESCOLAR UNESCO,CALLE 60 387,MERIDA,MERIDA,20.9656029,-89.6222309
GUARDERIA VECINAL COMUNITARIA NUM. 689,CALLE 60 485,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
CONSUELO ZAVALA,CALLE 60 604,MERIDA,MERIDA,20.958058,-89.62487
CONSUELO ZAVALA,CALLE 60 604,MERIDA,MERIDA,20.958058,-89.62487
AMPARO CARRILLO DE BUENFIL,CALLE 60 714 C,MERIDA,MERIDA,20.9475744,-89.6273724
JOAQUIN PEON AZNAR,CALLE 60 718,MERIDA,MERIDA,20.9470231,-89.627684
JOAQUIN PEON AZNAR,CALLE 60 718,MERIDA,MERIDA,20.9470231,-89.627684
JOAQUIN PEON AZNAR,CALLE 60 718,MERIDA,MERIDA,20.9470231,-89.627684
SERAPIO BAQUEIRO PREVE,CALLE 60 765,MERIDA,MERIDA,20.9401618,-89.6287121
VASCO DE QUIROGA,CALLE 60 774,MERIDA,MERIDA,20.9376293,-89.6285998
VASCO DE QUIROGA,CALLE 60 774,MERIDA,MERIDA,20.9376293,-89.6285998
VASCO DE QUIROGA,CALLE 60 776,MERIDA,MERIDA,20.9372234,-89.6287915
EMILIANO ZAPATA,CALLE 60 839,MERIDA,MERIDA,20.9890464,-89.6911162
MERIDA,CALLE 60 KILOMETRO 4.5 ANTIGUA CARRETERA A PROGRESO,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
JUAN MIGUEL CASTRO,CALLE 60 SN,CAMPESTRE FLAMBOYANES,PROGRESO,ZERO_RESULTS,ZERO_RESULTS
LUIS ESPINOSA MORALES,CALLE 61,MERIDA,MERIDA,20.9676746,-89.561722
RAQUEL DZIB CICERO,CALLE 61,PETO,PETO,ZERO_RESULTS,ZERO_RESULTS
FLAVIO CLEMENTE CHAB IZQUIERDO,CALLE 61,TIZIMIN,TIZIMIN,ZERO_RESULTS,ZERO_RESULTS
TUUMBEN K'IIN,CALLE 61,SANTA BARBARA I,UMAN,ZERO_RESULTS,ZERO_RESULTS
PLANETA AZUL,CALLE 61-A 386,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
LAS AMERICAS,CALLE 61-A 620,MERIDA,MERIDA,21.0639407,-89.6456373
LIBERTAD MENENDEZ,CALLE 61-A 620,MERIDA,MERIDA,21.0632336,-89.6468966
EVA SAMANO BISHOP,CALLE 61 195,TEKAX DE ALVARO OBREGON,TEKAX,20.1971535,-89.2839303
MIS PALOMITAS,CALLE 61 245,MERIDA,MERIDA,21.0344999,-89.6244122
NIÑOS DE AMERICA,CALLE 61 254,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
ESTADO DE SONORA,CALLE 61 285,MERIDA,MERIDA,20.9646646,-89.5962155
BENITO JUAREZ GARCIA,CALLE 61 287,MERIDA,MERIDA,20.9847589,-89.6604045
REMIGIO AGUILAR SOSA,CALLE 61 321,TIZIMIN,TIZIMIN,21.1356375,-88.1377479
MEXICANA DEL MAYAB,CALLE 61 322,MERIDA,MERIDA,20.9646824,-89.5983024
MEXICANA DEL MAYAB,CALLE 61 322,MERIDA,MERIDA,20.9646824,-89.5983024
ACUARELAS,CALLE 61 350 X,MERIDA,MERIDA,20.9646925,-89.6046326
DELIO MORENO CANTON,CALLE 61 365 A,MERIDA,MERIDA,20.9647991,-89.6052183
BINET,CALLE 61 371 A,MERIDA,MERIDA,20.9647073,-89.6061058
ALUXES DEL MAYAB ISSSTE,CALLE 61 537,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
CARLOS CASTRO MORALES,CALLE 61 632,MERIDA,MERIDA,20.9695493,-89.6376178
GUARDERIA PARTICIPATIVA NUM. 112 MARCELO CANTO ESPARZA,CALLE 61 680,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
JACINTO CANEK,CALLE 62,MERIDA,MERIDA,20.9835464,-89.6539448
JUAN CRISOSTOMO CANO Y CANO,CALLE 62,PROGRESO,PROGRESO,21.2808269,-89.6538609
ZAZIL HA,CALLE 62,TIZIMIN,TIZIMIN,ZERO_RESULTS,ZERO_RESULTS
ANTONIO MEDIZ BOLIO,CALLE 62 198,VALLADOLID,VALLADOLID,20.7053152,-88.1853381
INSTITUTO COMERCIAL BANCARIO A C,CALLE 62 373,MERIDA,MERIDA,20.977143,-89.622866
NUEVA VIDA,CALLE 62 538 A,MERIDA,MERIDA,20.9613785,-89.6254757
SANTO TOMAS DE AQUINO,CALLE 62 554,MERIDA,MERIDA,20.9620911,-89.6253139
GONZALO LOPEZ MANZANERO,CALLE 62 588,MERIDA,MERIDA,20.9592742,-89.625922
ALIANZA DE CAMIONEROS,CALLE 62 588 A,MERIDA,MERIDA,20.9575175,-89.6279098
INSTITUTO PSICOPEDAGOGICO GABRIEL F. DE J. MOGUEL VAZQUEZ,CALLE 62 617,MERIDA,MERIDA,20.9545249,-89.6271843
ESCUELA SECUNDARIA TECNICA NUM. 44,CALLE 63,MERIDA,MERIDA,20.9629831,-89.6650986
SEBASTIAN MOLAS,CALLE 63-A,TIZIMIN,TIZIMIN,21.1375672,-88.1644653
SEBASTIAN MOLAS,CALLE 63-A,TIZIMIN,TIZIMIN,21.1375672,-88.1644653
EMILIO PORTES GIL,CALLE 63-B 672,MERIDA,MERIDA,20.9634466,-89.5860606
ESCUELA SECUNDARIA TECNICA NUM. 58,CALLE 63 123,MERIDA,MERIDA,20.9677415,-89.5763491
MARIAPOLIS,CALLE 63 506,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
FELIPE CARRILLO PUERTO,CALLE 63 515,MERIDA,MERIDA,20.967473,-89.5810369
MANUEL SARRADO,CALLE 63 532,MERIDA,MERIDA,20.9669548,-89.6268534
JOSEFA ORTIZ DE DOMINGUEZ,CALLE 63 546,MERIDA,MERIDA,20.9672691,-89.6288194
CHAK PEEPEN,CALLE 64,MERIDA,MERIDA,20.8953007,-89.6404342
VICENTE GUERRERO,CALLE 64,PROGRESO,PROGRESO,ZERO_RESULTS,ZERO_RESULTS
RICARDO FLORES MAGON,CALLE 64,TEKAX DE ALVARO OBREGON,TEKAX,ZERO_RESULTS,ZERO_RESULTS
RICARDO FLORES MAGON,CALLE 64,TEKAX DE ALVARO OBREGON,TEKAX,ZERO_RESULTS,ZERO_RESULTS
CHILAM-BALAM,CALLE 64,VALLADOLID,VALLADOLID,ZERO_RESULTS,ZERO_RESULTS
ESCUELA SECUNDARIA TECNICA NUM. 75,CALLE 64-A,MERIDA,MERIDA,20.9164985,-89.6252542
NUEVA CREACION,CALLE 64-A 654 NA,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
FRANCISCO DE MONTEJO Y LEON,CALLE 64-B,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
ESTADO DE MEXICO,CALLE 64-H 560,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
DELIO MORENO CANTON,CALLE 64-H 621 B,MERIDA,MERIDA,20.9448923,-89.6324237
ELDA MARGARITA AGUILAR LLANES,CALLE 64-J 571,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
EMMA GODOY,CALLE 64 173,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
RAQUEL DZIB CICERO,CALLE 64 322,MERIDA,MERIDA,20.9163159,-89.6355589
GUARDERIA ROMINA,CALLE 64 371 B,MERIDA,MERIDA,20.9779943,-89.6247637
EDUCACION Y PATRIA-A.C.,CALLE 64 485,MERIDA,MERIDA,20.969793,-89.6254872
EDUCACION Y PATRIA,CALLE 64 485,MERIDA,MERIDA,20.969793,-89.6254872
VICENTE MARIA VELAZQUEZ,CALLE 64 550,MERIDA,MERIDA,20.9610152,-89.6268197
GONZALO LOPEZ MANZANERO,CALLE 64 602 A,MERIDA,MERIDA,20.9572659,-89.6266174
EL MUNDO DE LOS NIÑOS,CALLE 64 707 A,MERIDA,MERIDA,20.9370508,-89.6327368
ALFONSO CASO,CALLE 64 709 A,MERIDA,MERIDA,20.9368204,-89.6327546
ALFONSO CASO,CALLE 64 709 A,MERIDA,MERIDA,20.9368204,-89.6327546
RICARDO PALMERIN PAVIA,CALLE 65,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
ARTEMIO ALPIZAR RUZ,CALLE 65-A,MERIDA,MERIDA,20.9638353,-89.648884
ARTEMIO ALPIZAR RUZ,CALLE 65-A,MERIDA,MERIDA,20.9638353,-89.648884
JOSEFA ORTIZ DE DOMINGUEZ,CALLE 65-A,MERIDA,MERIDA,20.9597483,-89.671821
DONACIANO AKE CHALE,CALLE 65-A,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
CENTRO ESCOLAR JAIME TORRES BODET,CALLE 65-A 104,MERIDA,MERIDA,20.9608096,-89.6691431
VICTOR MANUEL MARTINEZ HERRERA,CALLE 65-E 212,KANASIN,KANASIN,20.9629236,-89.5419081
JOSE VASCONCELOS,CALLE 65-E 212,KANASIN,KANASIN,20.9635155,-89.5459824
MIGUEL LEON PORTILLA,CALLE 65 104,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
JOSE DE LA LUZ MENA ALCOCER,CALLE 65 272 B,MERIDA,MERIDA,21.0164953,-89.6264618
KAROL JOZEF WOJTILA,CALLE 65 315 B-E-G,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
U-BEEJIL KAAN BAAL (EL CAMINO DEL SABER),CALLE 65 315 E-G,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
TERESA DE CALCUTA,CALLE 65 315 E-G,MERIDA,MERIDA,20.9610397,-89.6065301
ALTAMIRANO,CALLE 65 343,MERIDA,MERIDA,20.9658801,-89.6265805
LOURDES,CALLE 65 344,MERIDA,MERIDA,20.9621668,-89.6103702
GUARDERIA ORDINARIA 001 INSTITUTO MEXICANO DEL SEGURO SOCIAL,CALLE 65 403 A,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
PATRIA,CALLE 65 434,MERIDA,MERIDA,20.9636215,-89.6165873
LA ESCUELITA DE FELIPITO,CALLE 65 597,MERIDA,MERIDA,20.9670167,-89.632394
JUAN DE LA BARRERA,CALLE 65 597,MERIDA,MERIDA,20.9670248,-89.6322585
FRANCISCO I. MADERO,CALLE 65 695,MERIDA,MERIDA,20.9641763,-89.652804
JOSE ESTEBAN SOLIS,CALLE 65 695 NA,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
EDUARDO URZAIZ RODRIGUEZ,CALLE 66,KANASIN,KANASIN,20.9253023,-89.5876673
NIÑOS HEROES,CALLE 66-C,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
GUARDERIA ATENEO DE MERIDA-PROGRESO,CALLE 66 122 A,PROGRESO,PROGRESO,21.2873656,-89.6556825
EDUCACION Y PATRIA,CALLE 66 484,MERIDA,MERIDA,20.969793,-89.6254872
INJUME,CALLE 66 591,MERIDA,MERIDA,20.959891,-89.628758
INSTITUTO JUAREZ,CALLE 66 591,MERIDA,MERIDA,20.9598906,-89.6287578
INSTITUTO JUAREZ,CALLE 66 591,MERIDA,MERIDA,20.9598906,-89.6287578
ALBERT EINSTEIN,CALLE 66 618 C,MERIDA,MERIDA,20.956652,-89.630174
ALBERT EINSTEIN,CALLE 66 618 C,MERIDA,MERIDA,20.956652,-89.630174
EJERCITO NACIONAL,CALLE 66 757 B,MERIDA,MERIDA,20.9431951,-89.6412003
ROSALINDA ESPINOSA ORTIZ,CALLE 67,KANASIN,KANASIN,20.9630657,-89.5457819
CONSUELO ANDRADE,CALLE 67,MERIDA,MERIDA,20.961938,-89.6168952
DULCE PRIMAVERA,CALLE 67-A,MERIDA,MERIDA,20.9583506,-89.6722866
ROSA MARIA NEGRON UGARTE,CALLE 67-F 427,MERIDA,MERIDA,20.9802431,-89.6719292
VIGOTSKY,CALLE 67-LL 411,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
GVC GUARDERIAS DEL MAYAB LOS PERIQUITOS,CALLE 67 203 E,MERIDA,MERIDA,20.9788649,-89.6584196
NARCEDALIA GARCIA AGUILAR,CALLE 67 437 B,MERIDA,MERIDA,21.0049763,-89.715942
NARCEDALIA GARCIA AGUILAR,CALLE 67 437 B,MERIDA,MERIDA,21.0049763,-89.715942
JOSEFINA PATRON MENDEZ DE GAMBOA,CALLE 67 437 B,MERIDA,MERIDA,20.9602138,-89.6108065
NELLY OJEDA FERNANDEZ DE RENDON,CALLE 67 760,MERIDA,MERIDA,20.992454,-89.6898695
ANDREA AGUILAR DE CUEVAS,CALLE 67 900,MERIDA,MERIDA,20.9617069,-89.6576069
MOISES VAZQUEZ VEGA,CALLE 68,OXKUTZCAB,OXKUTZCAB,20.2927056,-89.422971
CONSUELO ZAVALA CASTILLO,CALLE 68,TEKAX DE ALVARO OBREGON,TEKAX,ZERO_RESULTS,ZERO_RESULTS
MARIA NELLY ROSADO ESCOBEDO,CALLE 68 507,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
GREGORIO TORRES QUINTERO,CALLE 69,KANASIN,KANASIN,ZERO_RESULTS,ZERO_RESULTS
JOSE MONTES DE OCA,CALLE 69,MERIDA,MERIDA,20.9520553,-89.5964923
EDUARDO URZAIZ RODRIGUEZ,CALLE 69,MERIDA,MERIDA,20.9530103,-89.5979431
EDUARDO URZAIZ RODRIGUEZ,CALLE 69,MERIDA,MERIDA,20.9530103,-89.5979431
JOSE GONZALEZ ROSADO,CALLE 69,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
NUEVO AMANECER,CALLE 69-B 105,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
CENTRO EDUCATIVO MAR Y SOL,CALLE 69-B 313,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
FLORINDA BATISTA ESPINOLA,CALLE 69 200,MERIDA,MERIDA,20.9534777,-89.5988383
FLORINDA BATISTA ESPINOLA,CALLE 69 200,MERIDA,MERIDA,20.9534777,-89.5988383
PEQUEÑAS GENERACIONES,CALLE 69 318,MERIDA,MERIDA,20.9502663,-89.5930666
CENTRO EDUCATIVO MUNDO HISPANO,CALLE 69 338,MERIDA,MERIDA,20.9464411,-89.5867025
PASITOS DE PREESCOLAR,CALLE 69 342,MERIDA,MERIDA,20.9580333,-89.6081422
MI MUNDO DE INTEGRACION,CALLE 69 383,MERIDA,MERIDA,20.9593474,-89.6118004
COLEGIO MEXICANO,CALLE 69 452,MERIDA,MERIDA,20.9613294,-89.6188832
JESUS GARCIA CORONA,CALLE 7,XMATKUIL,MERIDA,ZERO_RESULTS,ZERO_RESULTS
U XIITIL TUKUL,CALLE 7,TIXCACALCUPUL,TIXCACALCUPUL,ZERO_RESULTS,ZERO_RESULTS
CARMEN SERDAN,CALLE 7,EKMUL,TIXKOKOB,ZERO_RESULTS,ZERO_RESULTS
MIGUEL DE CERVANTES SAAVEDRA,CALLE 7,UMAN,UMAN,ZERO_RESULTS,ZERO_RESULTS
NIÑOS HEROES,CALLE 7-A 344,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
JOSE MARTI,CALLE 7-A 390,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
CENTRO DE EDUCACION INTEGRAL PENINSULAR,CALLE 7 335 A,MERIDA,MERIDA,21.0304811,-89.6386829
CENTRO EDUCATIVO APRENDICES VISTA ALEGRE,CALLE 7 359,MERIDA,MERIDA,21.0248812,-89.5741738
CONSORCIO EDUCATIVO DEL MAYAB BVU-1344,CALLE 7 365,MERIDA,MERIDA,21.0041031,-89.5895404
RICARDO FLORES MAGON,CALLE 7 406 NA,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
ENRIQUE RODRIGUEZ CANO,CALLE 7 51,EKMUL,TIXKOKOB,ZERO_RESULTS,ZERO_RESULTS
LA EDAD DE ORO,CALLE 7 515,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
JOSE ALAYOLA PREVE,CALLE 7 93 NA,CELESTUN,CELESTUN,ZERO_RESULTS,ZERO_RESULTS
RAFAEL CHAZARO PEREZ,CALLE 70 150,PROGRESO,PROGRESO,ZERO_RESULTS,ZERO_RESULTS
CRISTOBAL COLON,CALLE 70 602,TIZIMIN,TIZIMIN,21.1472581,-88.1662693
INSTITUTO EDUCATIVO BAMBINO,CALLE 70 603 C-D,MERIDA,MERIDA,21.0047598,-89.6926295
INSTITUTO EDUCATIVO BAMBINO,CALLE 70 603 C-D,MERIDA,MERIDA,21.0047598,-89.6926295
ADOLFINA CARDEÑA M DE ARCEO,CALLE 71-A 373,MERIDA,MERIDA,20.9545784,-89.6042129
5 DE MAYO,CALLE 71-D,MERIDA,MERIDA,20.9728187,-89.6599976
FRANCISCO GABILONDO SOLER,CALLE 71 304,MERIDA,MERIDA,20.9438352,-89.5827535
FRANCISCO MARQUEZ,CALLE 72 431,MERIDA,MERIDA,20.9770962,-89.628153
MANUEL AVILA CAMACHO,CALLE 72 453,MERIDA,MERIDA,20.9845839,-89.6252334
LA CASITA,CALLE 72 482,MERIDA,MERIDA,20.9719269,-89.6297639
JARDIN DE NIÑOS AMERICANO,CALLE 72 499,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
COLEGIO AMERICANO,CALLE 72 499,MERIDA,MERIDA,20.9693642,-89.6306873
COLEGIO AMERICANO,CALLE 72 499,MERIDA,MERIDA,20.9693642,-89.6306873
MARGARITA MAZA DE JUAREZ,CALLE 72 556 A,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
MANUEL CEPEDA PERAZA,CALLE 72 556 B,MERIDA,MERIDA,20.9584805,-89.6331953
MARIA ANTONIA ANCONA,CALLE 72 565,MERIDA,MERIDA,20.9591537,-89.632889
X'OCEN,CALLE 73,KANASIN,KANASIN,20.9386162,-89.5783574
ELDA CAMPOS NAVARRETE,CALLE 73,MERIDA,MERIDA,21.0321144,-89.6154805
JOAQUIN CEBALLOS MIMENZA,CALLE 73,MERIDA,MERIDA,20.95762,-89.613985
MI PEQUEÑO MUNDO,CALLE 73-A 475 A,MERIDA,MERIDA,20.9563809,-89.6137511
LIBORIO PEREZ ENCALADA,CALLE 73-B 245,KANASIN,KANASIN,20.9377003,-89.5787996
NIÑOS DEL MUNDO,CALLE 73-C 946,MERIDA,MERIDA,20.9555045,-89.6599498
ILUSTRACION,CALLE 73-D 119,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
GUADALUPE VICTORIA,CALLE 74 141,PROGRESO,PROGRESO,21.2849603,-89.6600384
GUADALUPE VICTORIA,CALLE 74 141,PROGRESO,PROGRESO,21.2849603,-89.6600384
GUADALUPE VICTORIA,CALLE 74 141,PROGRESO,PROGRESO,21.2849603,-89.6600384
MOISES SAENZ,CALLE 74 468,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
MOISES SAENZ,CALLE 74 468,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
COLEGIO DEL MAYAB,CALLE 74 553 B,MERIDA,MERIDA,20.9614897,-89.6336927
COLEGIO DEL MAYAB,CALLE 74 553 B,MERIDA,MERIDA,20.9614897,-89.6336927
COLEGIO DEL MAYAB,CALLE 74 553 B,MERIDA,MERIDA,20.9614897,-89.6336927
AVELINO MONTES LINAJE,CALLE 74 557,MERIDA,MERIDA,20.959573,-89.633908
ELVIA CARRILLO,CALLE 75,MERIDA,MERIDA,20.9601838,-89.6388294
NACHI-COCOM,CALLE 75,MERIDA,MERIDA,20.9532653,-89.6817177
NIÑOS DEL MAYAB,CALLE 75-D 469,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
INSTITUTO DE DESARROLLO INTEGRAL CRECE,CALLE 75 374 A,MERIDA,MERIDA,20.9985282,-89.6645036
MARIA ANTONIA ANCONA,CALLE 75 542,MERIDA,MERIDA,20.9594777,-89.6334613
AVELINO MONTES LINAJE-A.C.,CALLE 75 561 A,MERIDA,MERIDA,20.959573,-89.633908
AVELINO MONTES LINAJE-A.C.,CALLE 75 563,MERIDA,MERIDA,20.959573,-89.633908
NIÑOS DE MEXICO,CALLE 75 565 A,MERIDA,MERIDA,20.959701,-89.6346657
ROCHAVI PENSIONES,CALLE 76 531,MERIDA,MERIDA,21.0006623,-89.6621167
ROCHAVI PENSIONES,CALLE 76 531,MERIDA,MERIDA,21.0006623,-89.6621167
MIGUEL ANGEL SALCEDO INZUNZA,CALLE 77,KANASIN,KANASIN,20.9219718,-89.5785186
MIGUEL ANGEL SALCEDO INZUNZA,CALLE 77,KANASIN,KANASIN,20.9219718,-89.5785186
PAPAGAYITO,CALLE 77-A 483,MERIDA,MERIDA,20.9516609,-89.6096071
VENUSTIANO CARRANZA,CALLE 77 400,MERIDA,MERIDA,20.951989,-89.6070704
LEOPOLDO ARANA CABRERA,CALLE 77 400,MERIDA,MERIDA,20.951989,-89.6070704
ESCUELA SECUNDARIA PROGRESO,CALLE 77 6 D,PROGRESO,PROGRESO,ZERO_RESULTS,ZERO_RESULTS
ANDRES QUINTANA ROO,CALLE 77 614,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
ROSA MARIA RUZ REJON,CALLE 78,TIZIMIN,TIZIMIN,ZERO_RESULTS,ZERO_RESULTS
PANFILO NOVELO MARTIN,CALLE 78,VALLADOLID,VALLADOLID,20.6809946,-88.2008432
CIRILO J. MONTES DE OCA RAMIREZ,CALLE 78 SN,TEKAX DE ALVARO OBREGON,TEKAX,ZERO_RESULTS,ZERO_RESULTS
FRANCISCO J. MUJICA,CALLE 79-BIS 597,MERIDA,MERIDA,20.9563133,-89.6462491
MI MUNDO MAGICO,CALLE 79-C 551,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
COLEGIO INTERACTIVO PROGRESO,CALLE 79 222,PROGRESO,PROGRESO,21.283257,-89.670834
ALEGRIA,CALLE 79 489 NA,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
PEQUEÑINES,CALLE 79 531 NA,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
MARIANO MATAMOROS,CALLE 8,SAN ANTONIO CHEL,HUNUCMA,ZERO_RESULTS,ZERO_RESULTS
CHICHEN ITZA,CALLE 8,KANTUNIL,KANTUNIL,ZERO_RESULTS,ZERO_RESULTS
IGNACIO ZARAGOZA,CALLE 8,MAXCANU,MAXCANU,ZERO_RESULTS,ZERO_RESULTS
PLAN DE AYALA,CALLE 8,MERIDA,MERIDA,21.0200343,-89.6231929
BENITO JUAREZ GARCIA,CALLE 8,MERIDA,MERIDA,21.0244981,-89.5722402
IGNACIO ZARAGOZA,CALLE 8,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
AGUSTIN MELGAR,CALLE 8,NOLO,TIXKOKOB,ZERO_RESULTS,ZERO_RESULTS
POPOL-VUH,CALLE 8,KANXOC,VALLADOLID,ZERO_RESULTS,ZERO_RESULTS
JOSE VASCONCELOS,CALLE 8-B 218,MERIDA,MERIDA,20.9545791,-89.5799952
ELADIO NOVELO GIL,CALLE 8-B 218,MERIDA,MERIDA,20.9544949,-89.579968
JAIME NUNO,CALLE 8 184,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
EMILIANO ZAPATA,CALLE 8 2,SAN ANTONIO CHUC,TUNKAS,ZERO_RESULTS,ZERO_RESULTS
JUAN DE DIOS PEZA,CALLE 8 25,EUAN,TIXKOKOB,ZERO_RESULTS,ZERO_RESULTS
RAFAEL RAMIREZ CASTAÑEDA,CALLE 8 74,CONKAL,CONKAL,ZERO_RESULTS,ZERO_RESULTS
RAFAEL RAMIREZ CASTAÑEDA,CALLE 8 NA,ABALA,ABALA,ZERO_RESULTS,ZERO_RESULTS
ARTICULO 27 CONSTITUCIONAL,CALLE 8 SN,TAHDZIU,TAHDZIU,ZERO_RESULTS,ZERO_RESULTS
ENRIQUE AVILA VAZQUEZ,CALLE 80,TEKAX DE ALVARO OBREGON,TEKAX,ZERO_RESULTS,ZERO_RESULTS
CARLOS CASTRO MORALES,CALLE 80 490,MERIDA,MERIDA,20.9717656,-89.6355513
CUAUHTEMOC,CALLE 80 563,MERIDA,MERIDA,20.925071,-89.5975036
COLEGIO REGIONAL DE MEXICO,CALLE 81,MERIDA,MERIDA,20.9468116,-89.6967405
COLEGIO REGIONAL DE MEXICO,CALLE 81,MERIDA,MERIDA,20.9468116,-89.6967405
COLEGIO REGIONAL DE MEXICO-UNIDAD LA JOYA,CALLE 81,MERIDA,MERIDA,20.9468116,-89.6967405
JUAN DE LA BARRERA,CALLE 81,TIZIMIN,TIZIMIN,21.1266088,-88.1586474
ADOLFO LOPEZ MATEOS,CALLE 81,TIZIMIN,TIZIMIN,21.1264985,-88.1568117
VICENTE GUERRERO,CALLE 81-A,MERIDA,MERIDA,20.9466793,-89.6939313
